d = 19, symClass = C, D = 16.000000
[10.20287295961673, 10.20287295961687], 10.2028729596168
1, 0, 1
2, 0, -1.638341374034596
0, 1, -1.580809343987972
1, 1, 1.058742958434809
3, 0, 1.999781259185735
2, 1, -0.5583838586861517
4, 0, 1.684162457874041
3, 1, 0.5970348318764661
-1, 2, -4.192952263946544e-15
0, 2, 2.589905352716371
1, 2, -0.7652830767654762
5, 0, 2.49895818203978
4, 1, -1.498958182039927
2, 2, -1.734582393272033
5, 1, -1.673670761575518
3, 2, 1.673670761575602
6, 0, -3.276324375943658
-1, 3, 0.359318666237894
4, 2, 0.9148233782788393
0, 3, -3.161272900452962
6, 1, -0.05876198685835847
7, 0, 1.120936652035736
1, 3, -0.1209366520357357
5, 2, 0.8826984213432963
2, 3, -0.8826984213432306
7, 1, -1.337712876107862
3, 3, 2.117254326573415
8, 0, -1.120891661296659
6, 2, -0.978146866803118
4, 3, 0.8716298820941025
-2, 4, 3.935037392055376e-15
8, 1, -0.59118497848832
-1, 4, 0.5911849784874914
0, 4, -2.66233975020087
9, 0, 2.999125084591955
7, 2, 1.516993999736662
5, 3, -0.9437982409165799
1, 4, 0.9437982409165411
2, 4, 1.253794927513636
9, 1, 6.594189571385312e-14
6, 3, -1.116645576032613
10, 0, -4.094146581618679
8, 2, 2.455805207584176
3, 4, -1.483065073297144
4, 4, 1.783095143134688
10, 1, 1.209766638546986
7, 3, -1.209766638546939
9, 2, 0.6321064241896499
-2, 5, 0.6321064241896156
11, 0, 0.3117925336413825
-1, 5, -0.688207466358597
5, 4, 0.7887577564283441
0, 5, -2.369567100416264
1, 5, -0.7161870192939997
8, 3, -8.902788348482966e-14
11, 1, 0.5675339597524306
2, 5, 0.5473570842221169
10, 2, 2.74204405520094
6, 4, -2.742044055201339
12, 0, 3.367956520681535
3, 5, -1.390443710285165
9, 3, 1.193939067867613
7, 4, 0.02795500445826653
12, 1, -0.8102380687348697
4, 5, 0.8102380687349917
11, 2, -0.8988721415563674
13, 0, 1.667445737077738
-3, 6, 1.559736267751183e-15
-2, 6, -0.5886866373600418
10, 3, -1.587011420223449
5, 5, 2.645754378658371
-1, 6, -1.58701142022343
8, 4, -0.9404091318822825
0, 6, 5.179244187427527
13, 1, -0.3333746131932366
1, 6, -0.3333746131931723
12, 2, 0.09627219429069966
6, 5, -0.02116542671937369
14, 0, -1.836476894701862
2, 6, 0.1981355206673194
9, 4, 0.4364654415725568
11, 3, 0.9746385664191791
3, 6, -1.53039875488781
7, 5, -2.692320845860844e-14
14, 1, -0.5680143050577815
13, 2, 0.5680143050577934
10, 4, -1.446161344481925
4, 6, 1.446161344481898
15, 0, 4.997369739932751
12, 3, -2.99758848074711
8, 5, 0.03399327393419971
-3, 7, -0.3525855660893225
5, 6, 0.09289149789707138
-2, 7, -0.09289149789717029
-1, 7, 0.9444315705821688
14, 2, 2.191630351506459
15, 1, 0.1911777895687143
11, 4, -0.191177789568676
0, 7, -1.771987133556708
9, 5, 1.275084346632978
6, 6, -3.468785362579274
13, 3, 0.4273217173915558
1, 7, -0.4273217173915405
16, 0, 0.1522407266387872
2, 7, 0.1209630322847578
7, 6, -0.4159992358573395
12, 4, 1.005503649889806
15, 2, 0.8369940536971505
10, 5, -1.39537791238296
3, 7, 0.8369940536970589
16, 1, -0.5541570452170238
14, 3, 1.235984689315923
17, 0, 0.3564505904761431
4, 7, -0.6435494095254124
8, 6, -1.428027298679611
13, 4, 0.380426107713999
11, 5, -0.3804261077137316
-4, 8, 1.272488585144041e-14
5, 7, 2.114669014124213
-3, 8, -2.114669014124696
16, 2, 0.968562809964535
-2, 8, -0.9685628099645457
17, 1, 0.7936386622982671
-1, 8, 1.129320185115482
15, 3, -3.346975423046319
9, 6, 3.346975423046458
0, 8, 1.771916011776111
6, 7, -3.481117485411325e-14
18, 0, -4.913590711991225
12, 5, -0.06221383981011903
1, 8, -0.0622138398100904
14, 4, -2.485354033931721
10, 6, 1.546263706835002
2, 8, -1.546263706835075
17, 2, 0.9307021296753879
7, 7, 0.1280408287595907
18, 1, 1.654531467477813
16, 3, 0.2185668406305432
3, 8, -0.08947735806731788
13, 5, 1.581109689474405
19, 0, 0.9999999999999054
15, 4, -1.377880662114007
8, 7, 1.377880662114143
11, 6, -1.233512557877336
4, 8, -1.288861027535218
18, 2, 1.450590176981715e-14
19, 1, -0.9345507380189014
17, 3, 0.9345507380188919
5, 8, 0.9345507380188782
-4, 9, -0.9345507380188858
-3, 9, 0.7185587348178069
9, 7, 0.1793345951246985
14, 5, -0.4569006530746488
-2, 9, 0.4569006530746172
12, 6, 1.829446647347226
-1, 9, -1.002283179461486
20, 0, 4.208651553989514
16, 4, -2.524489096115292
6, 8, 2.429766869968409
0, 9, -4.74104495751099
10, 7, -2.398078289558129
1, 9, 2.398078289558182
19, 2, 0.1076993441150285
18, 3, -0.1175111200721978
20, 1, -0.8949302462041366
15, 5, 1.491965078080502
7, 8, -0.894930246204114
13, 6, -1.416294087987039
2, 9, -1.41629408798704
17, 4, -9.995624683984181e-14
21, 0, 2.241628109475402
3, 9, -0.2418468502896831
11, 7, 0.5136428657331112
8, 8, -1.186736153566205
4, 9, 1.050762132282985
20, 2, -1.982010736858552
14, 6, 1.982010736858531
16, 5, 1.363107652725121
19, 3, 0.2296206976308925
21, 1, -0.591636472975863
12, 7, -0.2006377433516676
9, 8, 0.2006377433517318
5, 9, 1.243728310779178e-14
-5, 10, -3.41715201762591e-15
18, 4, -1.035606107543006
-4, 10, -1.035606107542957
-3, 10, 1.184975823711595
22, 0, -0.5108226079797512
-2, 10, 1.127518766054891
-1, 10, -0.5867146946749677
15, 6, 1.765203760515246
6, 9, -1.765203760515301
17, 5, -0.06923449042382736
10, 8, -1.292254466447406
0, 10, 3.882159819163758
21, 2, 1.130918527385276
20, 3, 2.344443125610173
13, 7, -2.344443125610229
22, 1, 0.922832000029165
1, 10, -0.9228320000290386
19, 4, 0.03281174496605761
7, 9, 0.03281174496613877
2, 10, 1.173358825256021
23, 0, 0.5856581875838202
11, 8, 0.4143418124161388
16, 6, -9.334986291125281e-15
18, 5, 0.06752907441997706
14, 7, -0.6259129331062454
3, 10, -0.06752907442024778
8, 9, -1.613455053275996
22, 2, -0.9298143674321377
21, 3, -2.675133139812264
4, 10, -0.89675775745254
23, 1, -0.5078586198989384
20, 4, -2.818733463486767
12, 8, 2.818733463486861
9, 9, 3.175302564776383
17, 6, -1.717135207963099
5, 10, -1.912410406260282
-5, 11, -1.14712732949465
15, 7, 1.147127329494565
24, 0, -2.24153813783967
-4, 11, 0.4611645036954608
19, 5, 1.606106715209595
-3, 11, 1.606106715209881
-2, 11, -0.9807501325245273
13, 8, -1.596344731705199
23, 2, -0.9992397417531432
22, 3, 0.9992397417519152
10, 9, -0.9992397417523391
-1, 11, 0.9992397417531312
6, 10, 2.278021458823088
24, 1, 1.087924793425068
21, 4, -1.087924793424266
0, 11, -0.49288455056396
18, 6, -1.956079772964144
16, 7, 1.340364037839654
1, 11, -0.2367932067673153
7, 10, 1.014942548932538
25, 0, 2.246875631504933
20, 5, -1.2468756315051
11, 9, -0.252082550534951
14, 8, -0.04579984041531859
2, 11, 1.500661448209962
23, 3, 1.296649451611484
24, 2, 1.327446550826844
8, 10, -1.327446550826764
3, 11, -0.5190323049087038
22, 4, 1.472659419478891
17, 7, -0.5009443919247069
25, 1, 1.132155132142882
19, 6, -1.132155132142953
12, 9, 1.743069103158753
15, 8, -9.034815966221647e-14
4, 11, -5.108134487072244e-14
21, 5, 0.7469572775755234
9, 10, 0.7469572775755768
26, 0, -2.731845340012158
-6, 12, 5.642794205129022e-15
5, 11, -0.8971629866072288
-5, 12, -0.8971629866071679
-4, 12, 0.6051510080906615
13, 9, -0.4940120323759681
24, 3, -1.182240640692235
-3, 12, 1.18224064069212
25, 2, -0.8652671932365844
18, 7, 0.8652671932365503
