d = 19, symClass = C, D = 16.000000
[3.823379924533209, 3.823379949091136], 3.823379924533276
1, 0, 1
2, 0, 1.926385843010243
0, 1, -1.008876134252873
1, 1, 0.553475057052686
3, 0, -0.8855333791344918
2, 1, -0.9229469017689057
4, 0, 2.710962416150305
3, 1, -0.5234651105649234
-1, 2, 2.915458946724707e-14
0, 2, -1.943484702375924
1, 2, 1.050467723038047
5, 0, 1.017831054265011
4, 1, -0.01783105426499289
2, 2, 1.066206514365579
5, 1, -0.5583877759646648
3, 2, 0.5583877759646702
6, 0, -1.705878965077718
-1, 3, 0.9872994698589883
4, 2, -1.777951845417773
0, 3, 0.8933934922930772
6, 1, 0.1552171136688493
7, 0, 0.3063346387794422
1, 3, 0.6936653612205607
5, 2, 0.9311391023772682
2, 3, -0.9311391023772672
7, 1, -1.151482570394795
3, 3, -0.4901206375385138
8, 0, 3.295973776394573
6, 2, -1.0083957783021
4, 3, -0.1706228778558264
-2, 4, 1.214124523953501e-16
8, 1, -0.5108280891131156
-1, 4, 0.5108280891131242
0, 4, -2.735025282510529
9, 0, -0.2158306344386824
7, 2, 1.123312672597712
5, 3, 0.5281114571629966
1, 4, -0.5281114571630028
2, 4, 2.023606150199707
9, 1, 7.126301114620371e-15
6, 3, 0.8173002886851121
10, 0, 1.960735333512293
8, 2, -0.03434949050206739
3, 4, -0.633325585763457
4, 4, 1.5004500779464
10, 1, -1.059791815576059
7, 3, 1.059791815576089
9, 2, -0.2897248819349836
-2, 5, -0.2897248819349638
11, 0, 0.8518309834848021
-1, 5, -0.1481690165152144
5, 4, -0.9908868091563364
0, 5, -0.01798932509656478
1, 5, -1.435043655651643
8, 3, 2.074978153284073e-14
11, 1, -0.2577619748608803
2, 5, 0.2975610979532038
10, 2, -1.075670306528324
6, 4, 1.075670306528314
12, 0, -2.400647709080165
3, 5, -0.5667375923304641
9, 3, 0.4635458282175444
7, 4, -1.872048182700241
12, 1, 0.5814076829404554
4, 5, -0.58140768294046
11, 2, -0.3497771621098527
13, 0, 1.585773870330113
-3, 6, 2.187281402526161e-15
-2, 6, 1.901919721547882
10, 3, -0.00986904377662437
5, 5, 0.5633441008293123
-1, 6, -0.009869043776620692
8, 4, -2.502074362797859
0, 6, 1.721020575790889
13, 1, 0.4831305019800452
1, 6, 0.4831305019800343
12, 2, 0.2990080503645828
6, 5, 1.423149298967367
14, 0, 0.5901187113684297
2, 6, 1.336267131641853
9, 4, 0.6009887675011918
11, 3, -0.225163185176387
3, 6, -0.9302242324535945
7, 5, 2.890292150966858e-15
14, 1, -0.9960628725012475
13, 2, 0.9960628725012592
10, 4, 1.793733184692827
4, 6, -1.793733184692834
15, 0, -0.9013233728713343
12, 3, 0.01578999373682442
8, 5, 1.252749323857318
-3, 7, 1.468507260050887
5, 6, -0.1565948416081082
-2, 7, 0.1565948416081074
-1, 7, -0.6445557588449113
14, 2, -2.218199722081592
15, 1, -0.6998224280932932
11, 4, 0.6998224280932958
0, 7, -0.3090537061595843
9, 5, 0.7303979056225171
6, 6, -0.9441614575213169
13, 3, -0.969525930386178
1, 7, 0.9695259303861752
16, 0, 3.638354805629181
2, 7, 0.472034786063925
7, 6, -1.234994306972324
12, 4, -1.419094240907514
15, 2, 0.01645711628914608
10, 5, -0.9394040180580359
3, 7, 0.01645711628915264
16, 1, 0.2055547341101185
14, 3, 1.24307005317494
17, 0, 0.2740157219787752
4, 7, -0.7259842780212581
8, 6, -0.3286854963951514
13, 4, 0.5464456304082632
11, 5, -0.546445630408289
-4, 8, -3.725457577601777e-16
5, 7, 1.161703284279434
-3, 8, -1.161703284279432
16, 2, -0.9840519990795141
-2, 8, 0.9840519990795026
17, 1, 0.8742623789501835
-1, 8, 0.6419207438566177
15, 3, 0.4944710141174072
9, 6, -0.4944710141174005
0, 8, -3.325229282127742
6, 7, 8.341597123104245e-15
18, 0, -0.4157730786705486
12, 5, 0.08590880084340777
1, 8, 0.08590880084341364
14, 4, 2.163933629766249
10, 6, 1.017346434610318
2, 8, -1.017346434610319
17, 2, 0.9374015324296795
7, 7, -0.3839264753770024
