d = 19, symClass = C, D = 16.000000
[9.921517837781852, 9.921517857870592], 9.921517837782103
1, 0, 1
2, 0, -1.710439499258681
0, 1, 0.4544172322142185
1, 1, -0.09967681493652661
3, 0, 0.471638129286559
2, 1, -0.7217914909333778
4, 0, 1.925603280622621
3, 1, -0.6586242474455778
-1, 2, 7.954427681749945e-17
0, 2, -0.7772531831231212
1, 2, 1.374348236505107
5, 0, -1.500437137986263
4, 1, -0.9134271798523133
2, 2, 0.1704911614278864
5, 1, -1.422012090750529
3, 2, -1.331422366031691
6, 0, -0.8067084856883181
-1, 3, -0.552299345062501
4, 2, 1.2345806763216
0, 3, 0.2143204933163286
6, 1, 0.4217635401815739
7, 0, -1.100448631337317
1, 3, -0.1203195662092964
5, 2, 0.5618331217498559
2, 3, 1.217822104841333
7, 1, -0.3917897555967257
3, 3, -0.04701138652991643
8, 0, -1.583188411820037
6, 2, 1.126536927999684
4, 3, -1.311715682564594
-2, 4, -4.13320984522376e-15
8, 1, 0.7896316964917027
-1, 4, 0.6457399427627739
0, 4, 0.8750273131227737
9, 0, -0.7775574750037346
7, 2, 0.4116623329772429
5, 3, 0.1770003930279654
1, 4, 0.7755808082155338
2, 4, -2.350739509454085
9, 1, -0.7481112345350593
6, 3, -0.3404243885188824
10, 0, 2.566406946965183
8, 2, 1.562361928115798
3, 4, 1.024944354524721
4, 4, -0.1919380018438193
10, 1, 0.6360800139974951
7, 3, -0.6129750294648705
9, 2, 0.4497992665388399
-2, 5, -0.3185001320880503
11, 0, 0.05711379951915527
-1, 5, -0.01514788675135783
5, 4, -1.511978593150903
0, 5, -1.136241723569707
1, 5, -0.7692284921746259
8, 3, -0.6033852136156718
11, 1, 0.8368502945263264
2, 5, 0.7588582772701107
10, 2, 2.432265648442475
6, 4, 2.277317405056212
12, 0, 0.9081879290206955
3, 5, 0.2531385254482138
9, 3, -0.3106323079682736
7, 4, 0.06849279989083516
12, 1, -0.1276730524560078
4, 5, 0.1463082572012302
11, 2, 0.2847383339832077
13, 0, -1.709173204829131
-3, 6, 9.207942131564676e-14
-2, 6, 0.9446746152077817
10, 3, -1.160160552969838
5, 5, 0.1495587949270907
-1, 6, 1.342255576898278
8, 4, -1.38988406286718
0, 6, -0.366582237270614
13, 1, 0.2270980050964914
1, 6, 0.7236807499608856
12, 2, -0.7214010184736489
6, 5, -0.2219428466593346
14, 0, 1.882250805944099
2, 6, 0.2057993385775018
9, 4, -0.1536508255352392
11, 3, -0.8200045198230538
3, 6, 0.6481950312535881
7, 5, 0.3899920865789276
14, 1, 1.14411529954973
13, 2, 1.646063979023795
10, 4, -0.9609815634320874
4, 6, -2.083011031190665
15, 0, -0.7076633648719157
12, 3, -0.4308070863450517
8, 5, -0.7465747580615089
-3, 7, -1.12165107840878
5, 6, 0.9960007453015218
-2, 7, 0.6126875041454556
-1, 7, 0.2398295246077627
14, 2, 0.6701326733781807
15, 1, 0.2197782925306116
11, 4, 0.3291288610468535
0, 7, -0.5000628212463145
9, 5, -0.164480165300194
6, 6, 0.08041013243560474
13, 3, -0.9980152031592551
1, 7, 0.9859705222184103
16, 0, 0.7823447137216997
2, 7, 0.4467550589615437
7, 6, -0.2890961837847661
12, 4, -1.268249011578924
