d = 43, symClass = C, D = 12.648438
[9.390834291531831, 9.390834291531849], 9.390834291531842
1, 0, 1
2, 0, -1.117597220929027
3, 0, -0.03550599646088724
0, 1, -0.6806577794840178
1, 1, 0.1638682882423757
4, 0, 0.2490235482271073
2, 1, 0.3274692300668252
3, 1, -0.1793197531111346
5, 0, -0.201878276472587
4, 1, 1.066863658844451
6, 0, 0.03968140297022286
5, 1, -0.7460089230036256
-1, 2, -6.959366218177088e-15
0, 2, 0.7607012427550474
1, 2, -0.4050297621495238
7, 0, 0.3492908932935617
2, 2, -0.1831387435364744
6, 1, 0.8548603785190068
3, 2, -0.1710244104319186
8, 0, 0.8392891954846563
7, 1, -0.1813130821203166
4, 2, -0.3659787014626072
5, 2, 0.6379896748838448
9, 0, -0.9987393242161263
8, 1, -0.6036856549667353
6, 2, 0.200407257734936
-1, 3, 0.6973345571259765
0, 3, 0.02416743270995196
10, 0, 0.2256186007513341
9, 1, -0.04169473728386328
1, 3, -0.4464254058424811
7, 2, 0.1873327496715457
2, 3, -0.8195866867987422
3, 3, -0.005818306862276767
11, 0, -0.8830635749574537
10, 1, -0.8096536005006325
8, 2, -1.192323860232874
4, 3, 1.200791889109822
5, 3, -0.2932200713197417
11, 1, -1.719389924845909
9, 2, -1.496313474440718
12, 0, -0.008841829221876223
6, 3, -0.01162712132414065
10, 2, 0.8337374991361666
12, 1, -0.3324114237752813
13, 0, -1.893279837925297
7, 3, -0.9469854697078786
-2, 4, 9.395755299182313e-15
-1, 4, -0.8119853575172674
0, 4, -0.1694998153759073
1, 4, -0.7069890394796341
11, 2, 1.088964035240102
8, 3, 1.534752993213391
2, 4, 0.4526601365718226
13, 1, -0.1783588581125629
14, 0, -0.3903665316411523
3, 4, -0.7666145635940167
9, 3, 0.006366926519189782
4, 4, 0.04080706258013628
12, 2, -0.9553895833144411
14, 1, 1.620312758282342
5, 4, 1.512989113914595
15, 0, 0.007167889371490275
10, 3, 1.01508123013093
6, 4, 0.1911364058107219
13, 2, 1.283748329284738
15, 1, -1.112053392814033
11, 3, 0.3158495654729705
7, 4, 0.0717387955321888
16, 0, -1.1870108206565
14, 2, 0.2026349966945333
-2, 5, 0.7158354459977244
-1, 5, 0.9949762488146705
8, 4, 0.08154754960618921
0, 5, 0.137410019388607
12, 3, -0.03788005729423069
1, 5, -0.6814092447784516
16, 1, -0.02117793792692714
