d = 43, symClass = C, D = 12.445312
[9.709824066271228, 9.709824066408235], 9.709824066339628
1, 0, 1
2, 0, 0.9998175408337339
3, 0, -1.230746800799683
0, 1, -0.4532899215587599
1, 1, -0.09439673749427123
4, 0, -0.0003648850632100815
2, 1, 0.8185247870960508
3, 1, 0.7447336688565535
5, 0, -0.4591277413377872
4, 1, -0.3631803662517732
6, 0, -1.230522239746091
5, 1, -0.4245351382080467
-1, 2, -6.540811141804697e-14
0, 2, -0.453207214643035
1, 2, 0.01850401702969038
7, 0, -1.089499735025105
2, 2, -0.09437951394552707
6, 1, 0.05380251173166908
3, 2, 0.8166022757836744
8, 0, -1.000182359315337
7, 1, 0.2610193240122614
4, 2, 0.8183754397370798
5, 2, 0.571914367331907
9, 0, 0.5147376876415817
8, 1, -0.03587818537693895
6, 2, 0.7445977853629315
-1, 3, -0.7328368614896849
0, 3, 0.5578851207750468
10, 0, -0.4590439692587977
9, 1, 0.05805026788195172
1, 3, -1.331038415867939
7, 2, 0.630169010881671
2, 3, -1.00833948988215
3, 3, 0.1161784826744054
11, 0, 0.0779473538913785
10, 1, 0.6670038479435194
8, 2, -0.3631141006556926
4, 3, -1.092388151634953
5, 3, 0.2065260352696656
11, 1, -0.3133514465929567
9, 2, -0.3989296260610244
12, 0, 0.0004490811314732919
6, 3, -1.007396763076277
10, 2, -0.4244576778812782
12, 1, 0.7967056390578127
13, 0, -0.985691720476035
7, 3, -0.003513208574263442
-2, 4, -9.860518605930246e-15
-1, 4, -0.1273124140402107
0, 4, 0.0001653987208729012
1, 4, 0.5229148929284791
11, 2, -0.2931744917958428
8, 3, 0.4488835812594719
2, 4, 0.01850064080414678
13, 1, 0.7363652410931792
14, 0, -1.089300945790635
3, 4, 0.7337653344332881
9, 3, -0.9165785803878679
4, 4, 3.444396080843293e-05
12, 2, 0.05379269497037302
14, 1, 0.1401602388815659
5, 4, 0.2946923778017073
15, 0, 0.5650699987878329
10, 3, -0.6074136649209197
6, 4, 0.8164532792092677
13, 2, 0.3064135398562312
15, 1, 0.910252349088789
11, 3, -0.2366360726691072
7, 4, 0.4385244600010568
16, 0, -0.9996349818021413
14, 2, 0.2609716986462958
-2, 5, 0.37315895706182
-1, 5, -0.670905509254191
8, 4, -0.0002986674718576364
0, 5, 0.2081179778414116
12, 3, 0.4469830738630724
1, 5, -0.2963006530583632
16, 1, 0.1273698165861135
17, 0, 0.6224520786235201
2, 5, 0.2824864244582008
9, 4, 0.9310380897232526
15, 2, 0.2116089120733138
3, 5, 0.3522097693598144
13, 3, -0.2330022119911655
4, 5, 0.02341690344898553
10, 4, 0.5718100163019344
17, 1, -0.1846253985274322
18, 0, 0.5146437690522192
5, 5, 0.04334016087485318
16, 2, -0.035871639076837
14, 3, -1.141369644347627
11, 4, 0.1416199863526056
6, 5, -0.187632013090234
18, 1, 0.2820547229281614
7, 5, 1.142322700933625
19, 0, 0.07336713653064481
17, 2, 0.08816161435130013
12, 4, -0.0002717421886292512
15, 3, 0.5224952631814269
8, 5, 0.1060327872515347
-3, 6, 2.860753398481195e-14
-2, 6, -0.7327031486865483
-1, 6, -0.6712101096649324
19, 1, 0.5479558258169371
0, 6, 0.5577833295253842
13, 4, -0.1908379403696677
20, 0, 0.0001675288558774297
9, 5, 0.01223070744451491
1, 6, -0.09853250296152576
16, 3, -0.02996641957018538
18, 2, 0.05803967607327163
2, 6, -1.330795555696629
3, 6, -0.02277375976338497
10, 5, -0.3758074367178343
14, 4, 0.6300540307597309
20, 1, 0.8794577294170225
4, 6, -1.008155509079251
17, 3, 0.4341582041652817
21, 0, 1.340898313328967
19, 2, -0.3487167061001581
11, 5, 0.2058439046217696
5, 6, -0.1790310943753661
15, 4, 0.1709592098723448
6, 6, 0.1161572848514866
21, 1, 0.3942601731435
18, 3, -0.0662172691903445
12, 5, 0.1811115001840978
22, 0, 0.07793313169535476
20, 2, 0.6668821469568476
7, 6, -1.207876725095202
16, 4, 0.0001325190913196386
8, 6, -1.09218883538564
13, 5, 0.4148799191386617
22, 1, 0.5929092883526595
19, 3, 0.6096846572150394
21, 2, -0.2832267985973111
-3, 7, -0.3113174653157325
23, 0, 0.4747240755914449
-2, 7, -0.3654676005434292
9, 6, -1.005030638435296
17, 4, 0.07751513041887759
-1, 7, -0.002634333579616214
0, 7, 0.4938592494088759
14, 5, 0.3919936696917851
1, 7, 0.3021851832483241
10, 6, 0.2064883526884213
2, 7, 0.3777497076688824
20, 3, 1.101060114974819
23, 1, 0.3705159508335689
3, 7, -0.5720345203455858
22, 2, -0.3132942727515948
18, 4, -0.3988568376935284
15, 5, -0.3419278872735247
24, 0, 1.2309712389191
11, 6, -0.101602107599582
4, 7, -0.05282583494819859
5, 7, 0.4459503675877141
21, 3, -0.321248697988871
24, 1, 1.67751017566609
16, 5, 1.681003613342247
12, 6, -1.007212954307842
19, 4, -1.103181352713684
6, 7, 0.662772161919293
23, 2, 0.9467054310883888
25, 0, -0.7892017171540708
7, 7, 0.1028452204870556
13, 6, -0.6404536936817293
22, 3, -0.002224577159807088
17, 5, 0.738090585898962
20, 4, 0.0001549065283455079
8, 7, -0.6033661587536536
25, 1, 1.409599209299608
24, 2, 0.7965602727909121
26, 0, -0.9855118719791068
14, 6, -0.003512567551723589
9, 7, -0.2063072507995938
-4, 8, -1.858413368327153e-14
-3, 8, -0.2105585814590282
18, 5, -0.2207161446139218
-2, 8, -0.1272891847267354
23, 3, -0.3556772384641774
-1, 8, -0.3393078287748748
21, 4, 0.4919991034614908
0, 8, 0.4533725831868369
10, 7, -0.7419398456861809
15, 6, -0.7038817779057676
1, 8, -0.2886834634091315
26, 1, -0.2522618298151791
25, 2, 0.3589457630853236
2, 8, 0.5228194823140071
27, 0, 0.597235038463051
19, 5, -0.2406986153748043
11, 7, -0.1048744178647641
3, 8, 0.1317604399587049
24, 3, 0.04415696187908979
22, 4, -0.293120999423871
16, 6, 0.4488016783326615
4, 8, -6.75183983646353e-06
27, 1, 0.9504509903710392
12, 7, 1.10462017169928
5, 8, 1.401693929293512
26, 2, 0.7362308844885529
20, 5, 0.166746181245095
28, 0, 0.000397542179307719
17, 6, 0.02459786955291918
6, 8, 0.7336314522129187
23, 4, -0.1993554848633269
25, 3, -0.3519500446318266
13, 7, -0.3822420378333522
7, 8, 0.7905820897710202
21, 5, 0.7304457732348769
28, 1, 0.6428603700446132
27, 2, -0.753160808480316
18, 6, -0.9164113422063025
8, 8, 0.09441395161700558
14, 7, -0.8917825386388423
29, 0, -0.299611968143951
24, 4, -1.963172857673381e-05
26, 3, 0.3752096791485643
9, 8, 0.4097901827252269
22, 5, -0.4488118282425694
15, 7, 0.0696742091476437
-4, 9, -0.06218200129942678
19, 6, 0.01290325607769561
-3, 9, 0.9019366227848212
-2, 9, -1.35400978429809
29, 1, 1.113512429576863
-1, 9, -0.07597655961434129
28, 2, 0.1401346653569803
10, 8, 0.2946386084734899
0, 9, -0.2333254060693943
30, 0, 0.564966896599164
1, 9, -0.003100984380153573
25, 4, 0.09117836331194348
16, 7, -0.2626222725468773
27, 3, -0.0714451814845362
2, 9, -0.1004240162513309
11, 8, -0.06789757657119767
20, 6, -0.6073028367144117
23, 5, 0.5630332738360171
3, 9, 1.638171272057023
30, 1, 1.130733505139835
4, 9, -0.3055535339458023
29, 2, -0.3267776881438347
12, 8, -0.0002979659761692303
17, 7, -0.5028116962740663
26, 4, 0.3063576318974967
5, 9, -0.863949626394851
31, 0, 0.1277495832555093
21, 6, -0.7755784940889908
28, 3, -0.8997639358951117
24, 5, -0.01562553220403013
13, 8, 1.434939950708547
6, 9, 1.241010601264072
18, 7, -0.3120836134769209
7, 9, -0.8930348971437446
31, 1, 0.4437835107013378
30, 2, 0.9100862651931058
22, 6, -0.236592896243578
14, 8, 0.4384444471864614
27, 4, -0.685802788483848
32, 0, 0.000729770090836346
25, 5, 0.1949158591291644
29, 3, -0.5834003429442916
8, 9, -0.475426642143411
19, 7, -0.6927764645612993
15, 8, 0.1030077351050168
9, 9, -0.04858955837919839
23, 6, 0.1040274772203343
32, 1, 0.242541405681779
31, 2, -0.4218337212392553
28, 4, -9.524204711858462e-05
-5, 10, 2.626958153704606e-14
-4, 10, 0.3730908707776709
20, 7, -0.2316511493753916
-3, 10, 0.2384247166710554
26, 5, -0.462186689670791
10, 9, -0.4897478186559283
-2, 10, -0.6707830963822274
16, 8, -0.8186740527051097
33, 0, -0.09593345645109631
30, 3, -0.8209128519621207
-1, 10, 0.4073307828138352
0, 10, 0.2080800048214052
11, 9, 0.1177871868503221
1, 10, 0.1704143895975028
24, 6, 0.4469015177103994
2, 10, -0.2962465902794952
21, 7, -0.8113871348745689
17, 8, 0.1784959609441103
32, 2, 0.1273465767858305
33, 1, 0.5557745946681105
29, 4, -0.6509180035542502
27, 5, 0.2054437336018679
3, 10, 0.221857839641586
12, 9, 1.344453222838786
31, 3, -0.9310877367640472
34, 0, 0.6223385065349115
4, 10, 0.2824348822205444
25, 6, -0.2879450876231646
18, 8, 0.9308682132809246
5, 10, -0.008495707547795264
22, 7, -0.5833643668369408
13, 9, -0.01206584383026419
30, 4, 0.2115703020880989
6, 10, 0.3521455054556442
33, 2, 0.405858333322143
28, 5, -0.508281923189404
34, 1, 0.1126820009280411
14, 9, 0.987533546335977
19, 8, -0.6857788736411827
32, 3, 0.1011886266280647
7, 10, -0.02105154271773271
35, 0, 0.5002195525060364
26, 6, -0.2329596985961878
23, 7, -0.09661245266081601
8, 10, 0.02341263081380193
15, 9, -0.2541812571692395
31, 4, -0.1811796282488398
29, 5, -0.3195344459293717
20, 8, -0.000208683011565771
34, 2, -0.1845917119340327
35, 1, 0.1566014067784383
9, 10, 0.1517642471865197
24, 7, -0.1596385033826301
33, 3, 0.3856562904156839
27, 6, 0.490981361015931
16, 9, 0.1659493493939777
36, 0, -0.000187820094581214
10, 10, 0.0433322530651571
-5, 11, 1.26098867076512
-4, 11, -0.2142465104415467
-3, 11, -0.3838351817354074
21, 8, 0.3969540714473897
-2, 11, -0.4079135832474709
-1, 11, 0.5382121336168424
30, 5, -0.02470222569491716
32, 4, 1.309141236341632e-05
0, 11, 0.4179571716198335
11, 10, -0.6400249937455946
17, 9, 0.07112642661613432
35, 2, -0.007208989020343259
25, 7, -0.2585003568954586
36, 1, 0.5838591805027042
1, 11, -0.3523929909934069
28, 6, -1.141161390973931
34, 3, 0.3169073314659748
2, 11, -0.8993950862109369
22, 8, 0.1415941464998314
12, 10, -0.1875977779094126
37, 0, -0.5498545434978845
3, 11, -0.767393141522652
18, 9, 0.4213255561991763
31, 5, -0.8909222202769587
4, 11, -0.7719504228834219
33, 4, 0.7305350921796339
26, 7, -0.2598019869282237
13, 10, -0.159895624597607
29, 6, 0.02201357551693111
5, 11, -0.08074794362003652
36, 2, 0.2820032594615871
37, 1, -0.04783648536971933
23, 8, -0.2382044016330918
19, 9, 0.4767155766415844
35, 3, 0.4417374657795001
6, 11, 0.1165504738344458
14, 10, 1.142114273672625
38, 0, 0.07335375002251486
27, 7, 0.1017565628034379
7, 11, 0.1151971541711876
32, 5, -0.475883284271661
34, 4, 0.08814552846103273
20, 9, 0.8503904281083909
24, 8, -0.7448694779758923
15, 10, -0.3749247584462002
