d = 19, symClass = D, D = 16.000000, Y = nan
[21.44237695518002, 21.44240223481118], 21.44237695518002
1, 0, 1
2, 0, 0.7353529337263741
0, 1, -0.3661007022438996
1, 1, -1.170440031341933
3, 0, 0.4183718580796008
2, 1, -0.6986806811818314
4, 0, -1.312830953408446
3, 1, 0.3668835392957356
-1, 2, -1.982548528552843
0, 2, 0.6306812601702492
1, 2, -0.09692856722290501
5, 0, -1.08004430250203
4, 1, -0.8900273745041506
2, 2, 0.01370318565859644
5, 1, -0.2108079104974394
3, 2, -0.1995605794228089
6, 0, 1.51282744697684
-1, 3, 1.308141243302519
4, 2, -0.3621400867608737
0, 3, -0.7211697525721117
6, 1, 0.9109817615508425
7, 0, 1.399410110948552
1, 3, 0.03938890057681465
5, 2, -0.16101123893906
2, 3, -0.4496279471974725
7, 1, -0.5192435499085227
3, 3, -0.1946540299484583
8, 0, 0.8849522405456403
6, 2, -1.073822796470666
4, 3, -1.382834720161315
-2, 4, 2.131191740934343
8, 1, 1.248780151274379
-1, 4, 0.9577456289133167
0, 4, -1.291295248232292
9, 0, 0.04176380225639021
7, 2, -0.9676372889684492
5, 3, 0.566033679486094
1, 4, 0.6537268324861051
2, 4, 0.6013763666851077
9, 1, -1.054102402051253
6, 3, -0.5442203412080373
10, 0, 1.554725277800627
8, 2, -0.02507172675905264
3, 4, -0.8445130314476967
4, 4, 0.2357431278602747
10, 1, 0.08376292386094589
7, 3, 0.0561217393451011
9, 2, -1.163261597247621
-2, 5, 0.5830882267066602
11, 0, 1.193037112092376
-1, 5, -0.2024673854098527
5, 4, 0.04935363576013705
0, 5, -0.8605488914152204
1, 5, -0.9744749196742025
8, 3, -0.513340983393223
11, 1, -0.7077547995087293
2, 5, 1.027036783812151
10, 2, 0.8427848076020569
6, 4, -0.6665478392785706
12, 0, -1.718188446762462
3, 5, 0.1260665083867787
9, 3, 0.5294673938130923
7, 4, 0.6299157435699513
12, 1, -1.461502892098324
4, 5, 0.4172838859422759
11, 2, -0.2230376338676462
13, 0, 0.2651796948386777
-3, 6, -0.05220698321649705
-2, 6, -0.4252285310131967
10, 3, 1.114686173627128
5, 5, 0.1527418173345026
-1, 6, -0.1425889083617501
8, 4, 1.208194884568781
0, 6, 0.1104651045428525
13, 1, -0.7112365547254013
1, 6, -0.2506938138302787
12, 2, 0.1950771366879393
6, 5, -0.6213352567846763
14, 0, -1.381659285699398
2, 6, 1.115786589656957
9, 4, -0.8683274526311303
11, 3, 0.008483817715291516
3, 6, 0.6643511426907077
7, 5, 0.1301555256649299
14, 1, 0.8620422034487693
13, 2, 0.6752069733462442
10, 4, -1.025374944346092
4, 6, -0.9933263979330629
15, 0, 0.6080612879637567
12, 3, -0.8920747186713925
8, 5, -0.5414810678307054
-3, 7, -1.087293199053263
5, 6, 0.8995866479616947
-2, 7, -0.09522589352092095
-1, 7, -1.063423895039936
14, 2, 1.181028587478619
15, 1, -0.9872934336953801
11, 4, -0.6803755599915203
0, 7, 1.297263983064536
9, 5, -1.031574503919674
6, 6, 0.4066068546655058
13, 3, -0.5318806874489125
1, 7, 0.1028004205407074
16, 0, -0.1910174352381081
2, 7, 1.434708600076847
7, 6, 0.0191878767245602
12, 4, 0.009683223019276615
15, 2, 1.742433834207361
10, 5, 1.286594974653611
3, 7, 0.7384728991853544
16, 1, 1.024811755778879
14, 3, -0.4287112874067106
17, 0, 2.289752955813592
4, 7, -1.294471128892865
8, 6, 1.666106619752668
13, 4, -0.8221331123036894
11, 5, -2.007775860622292
-4, 8, -2.578143379707521
5, 7, -1.116492107009296
-3, 8, -0.1425384759241948
16, 2, -0.04502621729053025
-2, 8, 0.8243965398816434
17, 1, -0.5367422665808095
-1, 8, 0.3644485552894257
15, 3, 0.01406627867866024
9, 6, -0.2674464723594525
0, 8, 0.7786803721536051
6, 7, 0.329082412624575
18, 0, -1.273016413512641
12, 5, -0.9012068012018666
1, 8, -0.9759774821369669
14, 4, 0.2062877119532675
10, 6, -1.114272872497625
2, 8, 0.3119334102198083
17, 2, 0.1076940639695872
7, 7, 0.4357171942084417
18, 1, -0.8094877211306648
16, 3, 0.02814546423448283
3, 8, -1.949682654699122
13, 5, 0.6364566858350709
19, 0, 0.5820157531888943
15, 4, -0.597234199058884
8, 7, -3.054630033652451
11, 6, -1.929844047066487
4, 8, -2.271795379697192
18, 2, 2.164243663841242
19, 1, -0.0004535694804468835
17, 3, 0.4771520580503548
5, 8, 1.162327707499851
-4, 9, 0.826718621100475
-3, 9, -0.9063665082232788
9, 7, -0.1756008392425928
14, 5, 1.146500421588396
-2, 9, -0.4303616508825965
12, 6, -0.6891835117064526
-1, 9, -0.2536857077143967
20, 0, -0.8823083573190729
16, 4, 0.6236717119013693
6, 8, -0.9537615325548061
0, 9, 0.1946672160692741
10, 7, -0.7244604104196426
1, 9, -0.8462348837899906
19, 2, -0.06347032204478856
18, 3, 0.381652728145447
20, 1, -0.4401633207117843
15, 5, -0.2118776753649508
7, 8, 0.7433587713690744
13, 6, 0.6648093387346815
2, 9, -0.3775877813476214
17, 4, -0.417191107281441
21, 0, 1.458252019384364
3, 9, -0.298655743135645
11, 7, -0.8264082363901509
8, 8, 0.6488049301727759
4, 9, -1.108694083472379
20, 2, 0.5152464365225505
14, 6, 0.599431670590844
16, 5, 1.411735421312805
19, 3, -0.7333280387063977
21, 1, -1.053484471609463
12, 7, -0.7607250220140331
9, 8, -1.463867264029314
5, 9, -0.881634285138175
-5, 10, 0.7758210931138315
18, 4, 1.260942661271075
-4, 10, -1.88621320533685
-3, 10, 1.541617120664791
22, 0, -0.6321422891829673
-2, 10, 0.4009123788297654
-1, 10, 1.538764443741189
15, 6, -0.02484175852880009
6, 9, 1.164617608031139
17, 5, 0.1973723417566248
10, 8, -3.414025203459098
0, 10, 0.1646667781073953
21, 2, -1.15819773995106
20, 3, 0.4552905776542465
13, 7, -0.3600361424297522
22, 1, 1.073268317604461
1, 10, -5.757391462934429
19, 4, -0.1727570618490905
7, 9, 0.6601632351965313
2, 10, -0.9079241222037405
23, 0, 0.4307080053524858
11, 8, -1.156769854620691
16, 6, -0.7757822366607553
18, 5, -0.1376338007632347
14, 7, -1.47249300769058
3, 10, 0.6724787996709027
8, 9, 1.011154271346676
22, 2, 0.2710641064030428
21, 3, -0.4488739428748817
4, 10, 0.986218833831794
23, 1, -0.1726877441045545
20, 4, -0.6133070886906608
12, 8, 0.9572990595900144
9, 9, 0.1813446340497292
17, 6, -0.10579622546825
5, 10, -0.382209262334871
-5, 11, -0.4511725056802478
15, 7, -0.6194738383336517
24, 0, -0.1006541825574885
-4, 11, -1.375470542951392
19, 5, 1.217315636939913
-3, 11, 0.8440695244559342
-2, 11, -0.1295087579450208
13, 8, 0.8116234410173812
23, 2, 0.6472660130541578
22, 3, 1.02701397049709
10, 9, -0.7786778839551086
-1, 11, -0.8743213867276105
6, 10, -0.2871607102202344
24, 1, 0.5227907250301975
21, 4, 0.08698120075855659
0, 11, 0.2892144410810311
18, 6, 0.01698065926523195
16, 7, -1.010535997831737
1, 11, -0.4487164649639121
7, 10, 0.4600321560545741
25, 0, 0.2937729271928327
20, 5, 0.4838010919722083
11, 9, 1.492568229322608
14, 8, 0.8837064397482439
2, 11, 0.7571163237458607
23, 3, 0.05621811384873834
24, 2, 1.566129090427527
8, 10, -1.405541154361466
3, 11, -0.1783875105698798
22, 4, -0.917749223402758
17, 7, 1.525659263919199
25, 1, -0.8871665346475652
19, 6, -0.3079597870956606
12, 9, -1.409944034286619
15, 8, 0.8548307876004397
4, 11, -0.05419871202333959
21, 5, -0.09181956825474447
9, 10, -0.4639716350127964
26, 0, -0.5208390280571189
-6, 12, -0.454796673790107
5, 11, -0.6055951272296931
-5, 12, -0.6270147891614164
-4, 12, -1.335836157135621
13, 9, 0.06153733772257385
24, 3, -1.760170410569712
-3, 12, -1.487193798687994
25, 2, -0.8894330637129403
18, 7, -0.8322791805694053
20, 6, 2.364009847407363
10, 10, -0.7584798859499478
-2, 12, 6.827613913825783
23, 4, -8.534034647974053
16, 8, -4.657275754953574
26, 1, 2.388847097725121
6, 11, -0.06120842832401707
-1, 12, -1.164274141490403
22, 5, -0.08305871558706455
0, 12, 0.2606010405195565
14, 9, 0.3626442563686778
27, 0, -0.8320229656303064
11, 10, -0.5994698955505341
7, 11, 1.072601118181458
1, 12, -0.2782184759180599
19, 7, -1.301911424867938
25, 3, 0.01894623947107635
17, 8, 0.2235103253851538
21, 6, -0.1484390646557472
26, 2, 0.09147378926234412
2, 12, -0.4003410785184974
24, 4, -0.7920409715477539
8, 11, -0.1091846732421117
27, 1, 0.1833685781909618
12, 10, 2.886033644622837
15, 9, -0.3712313097691564
3, 12, 0.333270076497463
23, 5, -1.071351605022243
28, 0, 1.409621963532304
4, 12, -1.464127624038134
20, 7, 0.3162973868754282
9, 11, -0.5998108250870221
18, 8, -1.483356664635997
22, 6, -0.562948074875985
26, 3, 0.09163449170740691
13, 10, 0.09507574540530582
27, 2, 1.277190596091826
-6, 13, 1.320000071431653
25, 4, 0.9371216153626722
16, 9, 0.2993497221521335
5, 12, -0.6909885136646619
-5, 13, -1.201780609365624
-4, 13, -0.4738792218678254
10, 11, -0.4881424736532767
-3, 13, 0.7137908200389081
28, 1, 1.070692121607046
24, 5, 1.280813061210041
-2, 13, -1.630928303408772
6, 12, 0.768854866736111
21, 7, -0.7450398969481227
19, 8, 1.03142311719038
-1, 13, -0.3243282077439569
14, 10, -1.479317486404433
