d = 19, symClass = D, D = 16.000000, Y = 0.139197435794877
[22.92404279050173, 22.9240649095937], 22.92405668333215
1, 0, 1
2, 0, -0.4389214545056561
0, 1, -0.1023494599961102
1, 1, -0.2011958873152456
3, 0, -0.1068058794250649
2, 1, 0.5718481633041886
4, 0, -0.8142768504334679
3, 1, -0.9902504569977686
-1, 2, 0.7793385421285295
0, 2, -0.5608789736047933
1, 2, 0.007161168258466701
5, 0, 0.9403090519316336
4, 1, 0.5021980478998259
2, 2, 0.673712703742058
5, 1, 0.0484550836466129
3, 2, 0.1736236334607197
6, 0, -0.159858867063337
-1, 3, 0.3537166263054344
4, 2, 0.6143041110612597
0, 3, -0.223151309068503
6, 1, 0.9129133914769014
7, 0, 1.201573876378861
1, 3, 0.3114399747880841
5, 2, 0.1073330498196388
2, 3, 0.07856754118993005
7, 1, 1.594631815361385
3, 3, -0.5868471924837352
8, 0, -0.7294973969823171
6, 2, -0.1741956290741277
4, 3, -0.3067337365669993
-2, 4, 0.08109113768206191
8, 1, 1.055507586949648
-1, 4, 0.5413397476654188
0, 4, 0.1129325889424468
9, 0, -1.085383649029993
7, 2, -0.01971139085785393
5, 3, 0.3258776042322513
1, 4, 0.3740969574603183
2, 4, -0.708942421613449
9, 1, 1.677239044430031
6, 3, 1.266742598159467
10, 0, 0.01445912678674565
8, 2, 0.3088990684580766
3, 4, -0.3495470921717955
4, 4, 1.055299166463111
10, 1, 0.5911631838997852
7, 3, 0.3832614209382251
9, 2, 0.2100323358554455
-2, 5, 0.4814663653803588
11, 0, -0.1583258388471245
-1, 5, -0.7073570025215683
5, 4, 0.2065733782498049
0, 5, -0.8798010898475099
1, 5, 0.6416206807093366
8, 3, -0.1999989361327672
11, 1, 0.7281681564709218
2, 5, -0.6669664793886171
10, 2, 0.4881888090820403
6, 4, 0.5538283242976113
12, 0, -0.975495173366776
3, 5, 0.8066498630873482
9, 3, -0.8372643202152468
7, 4, -0.2232201508709662
12, 1, 0.03244861545199421
4, 5, -0.6473460401316725
11, 2, -0.3862970529596986
13, 0, 1.018393739737665
-3, 6, 0.2959691595232827
-2, 6, 0.4178723117956476
10, 3, -0.8983612916387734
5, 5, -0.593221096626534
-1, 6, -0.5581978463072538
8, 4, 0.6521596492524621
0, 6, -0.1007483513681148
13, 1, 0.03305955949962278
1, 6, -0.1308485885438647
12, 2, 0.1194978537068028
6, 5, -0.6822679207064075
14, 0, 0.673061493986097
2, 6, 0.5532031515148685
9, 4, -0.2989845822853713
11, 3, -0.07175138135634469
3, 6, -0.2375196302380622
7, 5, 0.09230338249404844
14, 1, -1.164471587991102
13, 2, -0.7153076437629388
