d = 19, symClass = D, D = 16.000000
[12.10025713752637, 12.10025713752638], 12.10025713752637
1, 0, 1
2, 0, 1.979414648735522
0, 1, -0.5787353955900695
1, 1, -0.6628137524424564
3, 0, 1.948418957272807
2, 1, 0.4112907215342758
4, 0, 2.918082351630755
3, 1, 0.794258766819591
-1, 2, 1.273733032594165
0, 2, -1.14555731977354
1, 2, 1.175421148914168
5, 0, 0.3349346581091547
4, 1, -0.6650653418908257
2, 2, -1.311983250968005
5, 1, 0.3835937792222952
3, 2, 0.3835937792222506
6, 0, 3.856729025901033
-1, 3, -0.06591302909360658
4, 2, 0.8141148790941436
0, 3, -1.127619016013238
6, 1, 0.05271215324184078
7, 0, 0.4393220704269571
1, 3, -0.5606779295731981
5, 2, -0.2380284984296502
2, 3, -0.2380284984296113
7, 1, 0.6968531583110915
3, 3, -1.291438880400114
8, 0, 3.796680304299817
6, 2, 1.57216743793016
4, 3, -1.250716248128173
-2, 4, 2.521245823296308
8, 1, -0.2726091464848577
-1, 4, -0.2726091464852771
0, 4, -1.688797544135719
9, 0, 2.79633643306123
7, 2, -0.8580264221972741
5, 3, -0.4596656616164902
1, 4, -0.4596656616165223
2, 4, 2.326645840594858
9, 1, -0.7371543904951862
6, 3, 0.8013666387877912
10, 0, 0.6629745686300856
8, 2, -1.316440080105455
3, 4, 1.174640295173244
4, 4, -1.93414511342056
10, 1, -0.6802578236019902
7, 3, -0.6802578236019952
9, 2, -0.5264456336461927
-2, 5, -0.5264456336460915
11, 0, 0.1691600576202105
-1, 5, -0.8308399423797403
5, 4, 0.9636322493227309
0, 5, 0.3848968537326464
1, 5, 0.9570231881998075
8, 3, -0.8442477709435966
11, 1, 0.3577953475079304
2, 5, -0.9033168183912431
10, 2, 0.759291145757186
6, 4, 0.7592911457569548
12, 0, 5.685646972801224
3, 5, -0.5370016008202593
9, 3, 1.547548838252044
7, 4, 1.138211861265269
12, 1, -0.7790853024120805
4, 5, -0.7790853024121154
11, 2, -1.192708696424917
13, 0, -0.9450269721590628
-3, 6, 2.481765587212109
-2, 6, -0.1304692153312046
10, 3, 0.4408144548780756
5, 5, -0.2219992975643889
-1, 6, 0.4408144548780705
8, 4, 1.200180195898722
0, 6, -2.232025598489307
13, 1, 0.3266712612901763
1, 6, 0.3266712612902218
12, 2, 0.1043392082932469
6, 5, 1.090946830380656
14, 0, 0.8696005417157319
2, 6, -1.109814107019797
9, 4, -0.7811663816325843
11, 3, 0.5639509238106332
3, 6, 2.290212849324214
7, 5, 0.523874578017772
14, 1, 0.03814620296745121
13, 2, 0.03814620296744297
10, 4, -0.4711570966085332
4, 6, -0.4711570966084708
15, 0, 0.652593037306786
12, 3, -1.295825919965825
8, 5, -1.477346498212301
-3, 7, -1.211516067157524
5, 6, -0.03050638885879189
-2, 7, -0.03050638885838496
-1, 7, 1.725682962450061
14, 2, 1.379361349579764
15, 1, 0.3244841633701646
11, 4, 0.3244841633702592
0, 7, -0.2542512322198348
9, 5, -0.05304004304442769
6, 6, -2.556293037811423
13, 3, 0.4834398124435496
1, 7, 0.4834398124436726
16, 0, 4.597122259268508
2, 7, 1.200571687899229
7, 6, 0.4122633744438381
12, 4, 2.317712490084734
15, 2, -0.2735352043336877
10, 5, 0.1377555172005657
3, 7, -0.2735352043337437
16, 1, -1.309107299654888
14, 3, 0.2382626706915252
17, 0, 0.6308469886702393
4, 7, -0.3691530113297742
8, 6, -2.475686062956865
13, 4, 0.04368806214838491
11, 5, 0.04368806214839274
-4, 8, 3.716857883102734
5, 7, -0.4032935882438772
-3, 8, -0.4032935882438951
16, 2, -0.5396065379314628
-2, 8, -0.539606537931394
17, 1, -0.5161299828500674
-1, 8, 0.4153897508488733
15, 3, 0.7474013913289548
9, 6, 0.7474013913289663
0, 8, -2.197273277839048
6, 7, 1.011673627726336
18, 0, 5.535109298396032
12, 5, -0.03493834008950753
1, 8, -0.03493834008956655
14, 4, -1.698390069100226
10, 6, -0.9098689441244926
2, 8, -0.9098689441244799
17, 2, 1.034438794854526
7, 7, 0.3716250424119916
18, 1, 0.6421994447882071
16, 3, 1.35564968957855
3, 8, -0.2553715650035333
13, 5, -0.6095120745324774
19, 0, 0.6223958383226927
15, 4, 0.7238337626315705
8, 7, 0.7238337626315287
11, 6, -1.620432440312631
4, 8, 3.429975710380368
18, 2, -1.459134198925644
19, 1, 0.1577685622325046
17, 3, 0.1577685622324231
5, 8, 0.1577685622323642
-4, 9, 0.157768562232458
-3, 9, -0.1284261954178904
9, 7, 0.8529021660826855
14, 5, 0.933588552230455
