d = 19, symClass = D, r = 17.12020736039655, D = 16, Y = 0.1204683168418768
max of |f(z) - f(z^*)| for 100 points = 5.387079671237416e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.857514142500349e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.847055924348751e-12, 
confident_r = 17.12020736039655
1, 0, 1
2, 0, 1.480903263414201
0, 1, 0.3438933198929454
1, 1, -1.115976038375748
3, 0, -1.151579333559665
2, 1, -0.2366793314305271
4, 0, 1.193074475595475
3, 1, 0.9867285510644312
-1, 2, -1.997927934058414
0, 2, 0.509272739697664
1, 2, 1.152663540559997
5, 0, 0.1182626154680911
4, 1, -0.8817373845317311
2, 2, -1.652652557125543
5, 1, -0.3837767047576586
3, 2, -0.3837767047593229
6, 0, -1.705377593152594
-1, 3, 0.3540054792765101
4, 2, -0.3504991943009472
0, 3, -0.3960204401383923
6, 1, 0.05071641612050048
7, 0, 1.245402518230479
1, 3, 0.2454025182322496
5, 2, -0.08139244103617452
2, 3, -0.08139244103599037
7, 1, 0.9193581803718035
3, 3, 1.285134942545533
8, 0, 0.2859246209936344
6, 2, 1.461249531377826
4, 3, -1.397361651894798
-2, 4, -2.958737997616815
8, 1, 0.26412846265624
-1, 4, 0.2641284626580443
0, 4, 0.4102903422930809
9, 0, 0.3261349614878583
7, 2, -0.7041606529548124
5, 3, 0.339329357258584
1, 4, 0.3393293572594589
2, 4, 1.706983198837707
9, 1, -0.6870740701506489
6, 3, 0.2725550267584386
10, 0, 0.1751354931859742
8, 2, -1.305767770228501
3, 4, -0.9039767912595873
4, 4, -1.331442526763757
10, 1, 0.3963932916850523
7, 3, 0.3963932916837403
9, 2, -1.10116541937276
-2, 5, -1.101165419372128
11, 0, 0.0560171059276578
-1, 5, -0.9439828940721946
5, 4, -0.6471169163330954
0, 5, -0.3032235964403913
1, 5, 0.4644020702299269
8, 3, 2.229639700813101
11, 1, -0.2889339616359864
2, 5, 0.7766604409059016
10, 2, -0.5683361744987024
6, 4, -0.5683361744995493
12, 0, -1.373919909494566
3, 5, -0.07727093134582586
9, 3, -1.136296207244335
7, 4, -0.4423037929575021
12, 1, -1.286344891577627
4, 5, -1.286344891576836
11, 2, 0.6247007764997746
13, 0, -1.290500660191223
-3, 6, 2.300772518807286
-2, 6, 0.5242478695258606
10, 3, 0.9839977932782658
5, 5, -0.1319782450959516
-1, 6, 0.9839977932790771
8, 4, -0.2823760692311859
0, 6, -0.5864679621797634
13, 1, -0.2335382537706597
1, 6, -0.2335382537708259
12, 2, 0.07510610613961946
6, 5, -1.413909805743452
14, 0, 1.844320653515332
2, 6, 0.363417390101572
9, 4, -1.673805957037984
11, 3, 1.855750227775644
3, 6, -1.32738351186082
7, 5, 0.472868247680347
14, 1, 0.1217401195278777
13, 2, 0.1217401195279531
10, 4, -0.120534331547022
4, 6, -0.1205343315470512
15, 0, -0.136188783903697
12, 3, 1.01539054965677
8, 5, -1.103596406310779
-3, 7, -1.378854859713611
5, 6, 0.01744103671177589
-2, 7, 0.01744103671146463
-1, 7, 1.726921035354993
14, 2, 1.361480529567213
15, 1, 0.08439228670528788
11, 4, 0.08439228670564597
0, 7, 0.4282856065963025
9, 5, 1.066553260550801
6, 6, 1.903160530344226
13, 3, -0.2728116361465641
1, 7, -0.2728116361460483
16, 0, -0.769647771277049
2, 7, 0.4726660699766156
7, 6, -0.6979889250105182
12, 4, 1.177240648617384
15, 2, 0.2086890146684748
10, 5, -0.02799031676130009
3, 7, 0.2086890146689123
16, 1, 1.926406529339737
14, 3, -0.2869451198602354
17, 0, 0.97363323348919
4, 7, -0.02636676651101324
8, 6, -2.069357430463477
13, 4, -0.3950616323260151
11, 5, -0.3950616323260856
-4, 8, -2.383676822205929
5, 7, 0.3161611368216012
-3, 8, 0.3161611368210292
16, 2, 0.3911487023088076
-2, 8, 0.391148702308962
17, 1, 1.02299792519776
-1, 8, 0.6142456045860234
15, 3, 0.4419493219036084
9, 6, 0.441949321903172
0, 8, 0.09832756715213323
6, 7, -1.971412535508618
18, 0, 0.4829743287816916
12, 5, -0.05659830514211448
1, 8, -0.05659830514155597
14, 4, -1.042793808930473
10, 6, 0.502513952537349
2, 8, 0.5025139525374271
17, 2, 0.8421127082701807
7, 7, -0.2738633301050102
18, 1, 0.02993592083951292
16, 3, -0.1386398771403317
3, 8, -0.8170117288741465
13, 5, -0.6831024799811557
19, 0, 2.991716029692509
15, 4, -0.4805433375633252
8, 7, -0.4805433375619816
11, 6, 0.2371262899855724
4, 8, 1.375213449192006
18, 2, -1.017490232696085
19, 1, 0.09083201390150061
17, 3, 0.09083201390121984
5, 8, 0.09083201390114644
-4, 9, 0.09083201390100933
-3, 9, -0.4076653939012777
9, 7, 0.9196080852122596
14, 5, 1.137366025244819
-2, 9, 1.137366025244852
12, 6, 0.4036276285849482
-1, 9, 1.188436072402376
20, 0, 0.1410961079330638
16, 4, -1.051978367663582
6, 8, -1.33870218022665
0, 9, 0.1121556346401364
10, 7, -0.2421561446831287
1, 9, -0.2421561446829827
19, 2, 1.706060150133859
18, 3, -0.05840397667561395
20, 1, -0.8700354518605937
15, 5, 0.1166930992050001
7, 8, -0.870035451860822
13, 6, -1.02598169998242
2, 9, -1.025981699982655
17, 4, -2.302938686258683
21, 0, -1.434179801961487
3, 9, -0.2826004684007749
11, 7, 1.533854018779475
8, 8, -0.3190850258090681
4, 9, 0.6968382566789564
20, 2, 0.5870201192499144
14, 6, 0.5870201192491667
16, 5, -0.1057279217387034
19, 3, 0.3776528892407756
21, 1, -0.01510468024263417
12, 7, -0.08378578015702978
9, 8, -0.08378578015752235
5, 9, 1.761647751061107
-5, 10, -0.2362801829968526
18, 4, -1.630719463109398
-4, 10, -1.63071946310949
-3, 10, 1.516341328858662
22, 0, 0.08295591497328486
-2, 10, -1.39794734844099
-1, 10, -0.3140570823335792
15, 6, 0.09372985300428158
6, 9, 0.09372985300496876
17, 5, -1.239958497425596
10, 8, -0.9583175532108017
0, 10, -0.4490448135137073
21, 2, -0.3057912567464993
20, 3, -0.3108715798530064
13, 7, -0.310871579851635
22, 1, 1.559422120461321
1, 10, 1.559422120461681
19, 4, -0.01200352745930079
7, 9, -0.01200352745930566
2, 10, 0.6877345413416288
23, 0, 1.328633237734949
11, 8, 0.3286332377395925
16, 6, 3.301880709180999
18, 5, -0.05808170394832472
14, 7, -0.2947610353707356
3, 10, -0.05808170394321981
8, 9, -0.03024614329657221
22, 2, -0.4278832466988769
21, 3, -1.058713880660698
4, 10, 1.150158981503935
23, 1, -0.4236581092621013
20, 4, -0.4578741907754013
12, 8, -0.4578741907748223
9, 9, -0.3639588022970935
17, 6, 1.418058909719261
5, 10, 0.1363170050594457
-5, 11, -1.016346535499316
15, 7, -1.016346535500155
24, 0, -0.3292648844905798
-4, 11, 0.3750167968002169
19, 5, 0.785826415867342
-3, 11, 0.7858264158658471
-2, 11, -1.400211476274858
13, 8, 1.396037136260389
23, 2, -0.3786834318194235
22, 3, -0.3786834318201197
10, 9, -0.3786834318197311
-1, 11, -0.3786834318201291
6, 10, -0.1144307743947027
24, 1, -0.3246294113660181
21, 4, -0.3246294113651726
0, 11, 0.0192639085274543
18, 6, -1.682744761513944
16, 7, 0.6307298224818128
1, 11, 0.2925923954787703
7, 10, 0.1010996425516515
25, 0, 0.7774608152817002
20, 5, -0.2225391847173557
11, 9, 0.6591981998145127
14, 8, -0.6550091304119593
2, 11, -0.9721081661013454
23, 3, -0.15038877385095
24, 2, -1.904952347814145
8, 10, -1.904952347814317
3, 11, -1.425363638651629
22, 4, 0.9251214185764686
17, 7, -0.4362392060643454
25, 1, 0.1597047696972205
19, 6, 0.1597047696967598
12, 9, 1.609172799833207
15, 8, 0.7667581988778857
4, 11, 0.7667581988792332
21, 5, -0.2175930794782911
9, 10, -0.2175930794783203
26, 0, -1.911106639122562
-6, 12, 3.407221531479417
5, 11, -0.09936245929779547
-5, 12, -0.09936245929849895
-4, 12, 0.4223549015459751
13, 9, 1.535726411965977
24, 3, -0.3041648790005479
-3, 12, -0.304164879000054
25, 2, 0.2670883374527122
18, 7, 0.2670883374536564
20, 6, 1.457205543261122
10, 10, -0.1954470138634551
-2, 12, 1.45720554326178
23, 4, -0.1406524041797347
16, 8, -0.06767244813523547
26, 1, 1.00881643829428
6, 11, 1.008816438293018
-1, 12, -0.6679960084483394
22, 5, -0.4717238759914117
0, 12, -0.4724818789425901
14, 9, -1.098089609067174
27, 0, 0.7760090519598529
11, 10, 0.3493073136348412
7, 11, 0.349307313634893
1, 12, 0.3756218199565233
19, 7, -0.8028498814168236
25, 3, -0.02657295711206917
17, 8, -0.02657295711100963
21, 6, 0.8108968554511637
