d = 19, symClass = D, r = 20.73581240787422, D = 16, Y = 0.1361717125606678
max of |f(z) - f(z^*)| for 100 points = 2.129185716626125e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -6.443456879168252e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.024597073850941e-13, 
confident_r = 20.7358124078742
1, 0, 1
2, 0, 0.5455940349833455
0, 1, -0.06765770456605044
1, 1, 0.1519433968174702
3, 0, 0.6603665072190338
2, 1, 0.2735726240381769
4, 0, -0.7023271489905414
3, 1, -0.2113803207395759
-1, 2, 1.91684726790728
0, 2, -0.03691364003183814
1, 2, -0.8973010759074493
5, 0, -0.2500652871967922
4, 1, -0.7407795828289186
2, 2, 0.08289941095882163
5, 1, -0.704630592830537
3, 2, 0.6840703099252706
6, 0, 0.3602920272415704
-1, 3, 0.9207958578012877
4, 2, 0.1492595918099816
0, 3, -0.04467888205074781
6, 1, 0.7646112656795954
7, 0, -1.870241625495197
1, 3, 0.9164152171681218
5, 2, 0.2866625538459906
2, 3, -0.3236811453949909
7, 1, -0.1436743461179178
3, 3, 0.1003383302514116
8, 0, -0.9287795380794311
6, 2, -0.1153278421083954
4, 3, 1.336360798710748
-2, 4, 1.045820435344476
8, 1, 0.8736985549553743
-1, 4, -0.7905634474100337
0, 4, 0.04751784275509741
9, 0, -0.563916076143353
7, 2, -0.636780434999061
5, 3, -0.7288624241764841
1, 4, 0.7574654387598712
2, 4, -0.4895621145992756
9, 1, -0.1296894861502056
6, 3, 0.1806581982068819
10, 0, -0.1364341290509805
8, 2, -0.4041649216289879
3, 4, -0.7291447582411696
4, 4, -0.1067139726948798
10, 1, 0.1412439663824491
7, 3, -0.01982530418143521
9, 2, -2.058549007589927
-2, 5, 1.994313319682991
11, 0, -0.2908853783114431
-1, 5, -0.5594306604423046
5, 4, 0.08332004900372249
0, 5, 0.08457654788944875
1, 5, 0.6028366755806551
8, 3, 0.2912522850662629
11, 1, -0.7073452015782733
2, 5, -0.2343866395793981
10, 2, -0.3844422483152258
6, 4, 0.3732246806044932
12, 0, -0.4637933263040111
3, 5, -1.271908003150157
9, 3, -0.1395884841016632
7, 4, 0.9053530157699218
12, 1, 0.08325980924545846
4, 5, -0.355937756128435
11, 2, 0.7152775626712962
13, 0, -0.3042322194164494
-3, 6, 1.26582173518044
-2, 6, 0.502380727453781
10, 3, -0.206512881517339
5, 5, -0.03799576916284086
-1, 6, -0.01860025069895878
8, 4, -0.1921374810826399
0, 6, -0.02437653153656891
13, 1, 0.8328027125716384
1, 6, -0.9484584506011977
12, 2, 0.4171673456358617
6, 5, 0.5293204155440139
14, 0, -1.020392674847752
2, 6, 0.4999906760550201
9, 4, -0.4186558380179173
11, 3, 0.6047686071879664
3, 6, -0.5925475774209844
7, 5, 0.5243969369617995
14, 1, -0.3086028581921962
13, 2, 0.184004989966699
10, 4, 0.156401379431357
4, 6, -0.1765985021641005
15, 0, -0.1651347402828918
12, 3, -0.4891860257319556
8, 5, -0.8528336823651491
-3, 7, 1.249823976009561
5, 6, 0.4434061212310175
-2, 7, -0.5468698074734671
-1, 7, 0.4624679403540061
14, 2, -0.07838786622219383
15, 1, 0.1490013823053805
11, 4, -0.2730064823512615
0, 7, 0.1265362553647688
9, 5, -0.249759265571207
6, 6, 0.05474399446539064
13, 3, -0.341992201250274
1, 7, -0.1489618185263048
16, 0, 0.1955905731996962
2, 7, -0.3857759451372476
7, 6, 0.6597352280907366
12, 4, 0.1484581380179285
15, 2, -0.161362560621242
10, 5, -0.06841101679920744
3, 7, -0.243951467995609
16, 1, 1.117473067668381
14, 3, -0.05673229460523944
17, 0, -2.124209512057379
4, 7, 1.213572792049043
8, 6, 0.729110480362187
13, 4, -0.5317033287420584
11, 5, 0.8115210295616935
-4, 8, -1.346253876719532
5, 7, -0.4954207323013454
-3, 8, 0.5148620852279822
16, 2, 0.4766847199573026
-2, 8, -0.4313267011828651
17, 1, 0.4069184651793037
-1, 8, 0.1968052152488395
15, 3, -0.4653144434672746
9, 6, 0.4517371212575996
0, 8, 0.06283909159429008
6, 7, -0.4051837902990131
18, 0, -0.3076692473750012
12, 5, 1.466301015932904
1, 8, -1.233945750028242
14, 4, -0.3474236069296338
10, 6, -0.3976629909543042
2, 8, 0.4132686250934203
17, 2, 0.5626573474310487
7, 7, -0.4361142622648111
18, 1, -0.2676789825819595
16, 3, 0.3239364368911619
3, 8, -0.06989935106127927
13, 5, -0.2392307717200805
19, 0, 2.674303448483533
15, 4, 0.1229399873908056
8, 7, -0.3037701956163627
11, 6, 0.6194517777177777
4, 8, 0.6301989064280958
18, 2, -0.07075781004375124
19, 1, 0.1970741357058484
17, 3, -0.09009871937703987
5, 8, -0.2954365611424668
-4, 9, 0.1772116837186821
-3, 9, 0.6080627444781129
9, 7, 0.04553161229298247
14, 5, 0.4247085698069083
-2, 9, -0.04536499135625309
12, 6, 0.09856603531255688
-1, 9, -0.6145399290574699
20, 0, 0.1756276402184853
16, 4, 0.5202696124387953
6, 8, -0.3978170307358631
0, 9, 0.03815326727979153
10, 7, 0.2730473855876431
1, 9, -0.1868811804985049
19, 2, -0.9701569012893737
18, 3, 0.5049236708972148
20, 1, 0.05602469437698528
15, 5, 0.05285888061350482
7, 8, 0.2571477572544616
13, 6, -1.39923076319804
2, 9, 1.355570026828631
17, 4, -1.719989115843379
21, 0, -1.235044929884044
3, 9, 0.6051699161237647
11, 7, -0.6622948345578222
8, 8, -0.1411219179104809
4, 9, -0.06118530101095658
20, 2, 0.07706186553556595
14, 6, -0.01081656770302606
16, 5, 0.160855443702217
19, 3, 0.4361337150679915
21, 1, -0.3478884201257628
12, 7, 0.5470827599519227
9, 8, -0.04327368190752462
5, 9, -1.419961319467222
-5, 10, -0.4793369625615784
18, 4, -1.123132059262172
-4, 10, 1.088085451106905
-3, 10, -0.6375348380938138
22, 0, -0.158705327270571
-2, 10, -0.3052220313241402
-1, 10, -0.7840198983312154
15, 6, 0.1893023494338032
6, 9, -0.2137481874372117
17, 5, 0.7307230209283626
10, 8, 0.04545892173085594
0, 10, 0.04614446002795582
21, 2, 0.5114931122691541
20, 3, 0.5993699655668446
13, 7, -0.5007054442890118
22, 1, 0.7848197538674977
1, 10, -0.378717355607648
19, 4, -0.3842119008368032
7, 9, 0.8025653214790356
2, 10, 0.3289040942660104
23, 0, 0.7796789300846
11, 8, -0.1693804884352017
16, 6, 0.1589055094072031
18, 5, -0.002167506164480906
14, 7, -0.5116469090717528
3, 10, 0.5035797375030862
8, 9, 1.590587673956361
22, 2, -0.3859233226551296
21, 3, -0.09487772612294686
4, 10, -0.1278799524342586
23, 1, 0.7862636713159138
20, 4, 0.4948811953542492
12, 8, -0.4804411504789006
9, 9, -0.08568332412922093
17, 6, -0.4161576135780135
5, 10, 0.2243838512486351
-5, 11, 0.6538047395601617
15, 7, 0.6755998938052377
24, 0, -0.613334899538152
-4, 11, -0.1719896017752422
19, 5, 0.530303284657762
-3, 11, -0.7238124492992876
-2, 11, 0.0344966220573783
13, 8, 0.3548029386159032
23, 2, -0.1010774924168199
22, 3, -0.1687838303735114
10, 9, 0.3989675738476373
-1, 11, -0.1204141726673038
6, 10, -0.6939454195664472
24, 1, 0.2048231217159031
21, 4, -0.129123533017121
0, 11, 0.0196806369884477
18, 6, -0.07615864427829977
16, 7, 0.5900325827996953
1, 11, -0.5761433588743569
7, 10, 0.5132947929870005
25, 0, 0.5440918135185823
20, 5, 0.4353085463263306
11, 9, 0.2941965499826953
14, 8, 0.4939552049583257
2, 11, -0.4417553431112516
23, 3, -0.6598390253942278
24, 2, 0.04542605527828453
8, 10, -0.1941975165690164
3, 11, 1.540045643316709
22, 4, 0.3902511715507985
17, 7, -1.419527262867909
25, 1, 0.2905128482085098
19, 6, -0.372085939604509
12, 9, 0.8824879130291367
15, 8, 1.311258304636779
4, 11, -1.35066922675111
21, 5, 0.5660716796669865
9, 10, -0.644682415415914
26, 0, -0.1659872841634747
-6, 12, 0.6906247880667152
