d = 19, symClass = D, r = 20.23498206565572, D = 16, Y = 0.1264572047851505
max of |f(z) - f(z^*)| for 100 points = 3.126832126554291e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 2.51465515077598e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 7.99638133486269e-14, 
confident_r = 20.23498206565572
1, 0, 1
2, 0, 0.5128086082276085
0, 1, 0.3747835744614529
1, 1, -0.2616844129413171
3, 0, 0.3951784177336443
2, 1, -0.6689387813385188
4, 0, -0.7370273313279456
3, 1, -0.1039316684156146
-1, 2, -0.3702088206649583
0, 2, 0.1921922432061208
1, 2, -0.848512192004402
5, 0, -0.5759721064334088
4, 1, -0.1431024381945682
2, 2, -0.1341940195953756
5, 1, 0.5058518772707078
3, 2, -0.7020019165968839
6, 0, 0.2026508943996736
-1, 3, -0.7464425640043636
4, 2, -0.3430375654469903
0, 3, 0.1481063799482522
6, 1, 0.2403573136575217
7, 0, -0.4406083188901304
1, 3, -0.4224342171571251
5, 2, -1.198100163983386
2, 3, 0.696685628851475
7, 1, 1.421698823078956
3, 3, -0.1034120322518181
8, 0, -0.8907625682310575
6, 2, -0.0532970542311665
4, 3, -1.263717969225663
-2, 4, -0.1898462700788716
8, 1, 0.9736664762951899
-1, 4, -0.6235647717181358
0, 4, -0.2762257377107355
9, 0, -0.8438340181575692
7, 2, -0.215339273662686
5, 3, -0.1435849928932526
1, 4, 0.06568122851618202
2, 4, -0.4351243562459382
9, 1, -0.1387481851060009
6, 3, -0.2643501691695556
10, 0, -0.2953634542781387
8, 2, -0.07338416216439572
3, 4, -0.1379100491923075
4, 4, 0.192868564520674
10, 1, -1.011701157694036
7, 3, 0.3756842931067318
9, 2, 0.1153989690996147
-2, 5, -0.0610043738287528
11, 0, -0.8053261271112152
-1, 5, 0.7002843134678713
5, 4, 0.1085999982378581
0, 5, -0.5906484593007302
1, 5, 0.3528583471925001
8, 3, 0.09687787790155825
11, 1, -0.3278289746835117
2, 5, -1.001911284638875
10, 2, 0.2594051971522365
6, 4, -0.3599926258229078
12, 0, -0.2912572946205138
3, 5, 0.1330573774495219
9, 3, -0.04107155227658845
7, 4, 0.1783854558066469
12, 1, 0.8067985924066423
4, 5, -0.3627137627299677
11, 2, -0.07014300767510941
13, 0, -0.249458124047973
-3, 6, -0.1462985359814283
-2, 6, -0.3827821723685167
10, 3, -0.4152360847630177
5, 5, 0.1507229225426966
-1, 6, 0.4901314398217864
8, 4, 0.493026164831427
0, 6, 0.07595022657090729
13, 1, -0.06883990389964546
1, 6, 0.2078877511247148
12, 2, 0.1232572994942467
6, 5, -1.478697918571873
14, 0, -0.2259477387831201
2, 6, -0.2166279029677649
9, 4, -1.538370310505656
11, 3, -0.2067262311066532
3, 6, -0.3353137054633961
7, 5, 0.2476470373363364
14, 1, -0.7961482115538834
13, 2, 0.2366393870183213
10, 4, -0.6143960776089791
4, 6, 0.3572663877040715
15, 0, -0.2276117456791495
12, 3, -0.05655099509932385
8, 5, -0.06215003753187622
-3, 7, -1.027031510335781
5, 6, 0.2795679800063358
-2, 7, -0.09940403368529925
-1, 7, 0.3265727808951678
14, 2, 0.7290593947814837
15, 1, 0.1577551050868681
11, 4, -0.4743979168485483
0, 7, -0.1651327606908936
9, 5, -0.2308513736181227
6, 6, -0.05303058033249634
13, 3, -0.3497166718136122
1, 7, 1.484922095153964
16, 0, 0.2802366184523111
2, 7, -0.7983133451703138
7, 6, 0.8889833331349761
12, 4, 0.0766004802126624
15, 2, 0.80586136288955
10, 5, 0.3852900789624651
3, 7, -0.6144078216651698
16, 1, -0.1464455080036661
14, 3, -0.451876739899863
17, 0, -0.004479553280322142
4, 7, -0.9739168633206389
8, 6, -0.6480454529895194
13, 4, 0.630632414174391
11, 5, -0.2399676458625896
-4, 8, 0.2728540191288759
5, 7, 0.6769750632269317
-3, 8, 0.3886836702151244
16, 2, 0.4993045505861772
-2, 8, -0.3197693827243449
17, 1, -0.2007075280606042
-1, 8, 0.08915484670786604
15, 3, 0.1999017444670958
9, 6, -0.2774160066465092
0, 8, -0.3338431793180343
6, 7, 0.03847642039407471
18, 0, -0.4327253484261557
12, 5, -0.2226271484699111
1, 8, 0.09683162342897933
14, 4, -0.1104278332236427
10, 6, -0.07363162036805423
2, 8, 0.03368189938207144
17, 2, 0.1057885709806264
7, 7, 0.376984742207902
18, 1, 1.100033482996033
16, 3, 0.04545130362062327
3, 8, -0.2288280518484049
13, 5, 0.4757064122408262
19, 0, -0.8629454291017861
15, 4, -0.1819685524307993
8, 7, -0.7652729228043131
11, 6, -0.6710736201911945
4, 8, 0.6253766764720653
