d = 19, symClass = D, r = 19.5395689323091, D = 16, Y = 0.124461105698833
max of |f(z) - f(z^*)| for 100 points = 8.004708007547379e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -4.983791157542328e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.77280412572145e-12, 
confident_r = 19.539568932
1, 0, 1
2, 0, -1.748844637849432
0, 1, 0.5771717045402811
1, 1, -0.7615434736040373
3, 0, 0.4816607039180069
2, 1, -0.7303988315406309
4, 0, 2.058457567333689
3, 1, -0.6779132448217241
-1, 2, 1.163922355104046
0, 2, -1.009383640598703
1, 2, -0.3243326374818799
5, 0, -0.2253734678321933
4, 1, -0.1083721791363858
2, 2, 1.331821220303424
5, 1, 0.4517814945581352
3, 2, -1.330864184038338
6, 0, -0.8423497393087551
-1, 3, 0.7659071542712705
4, 2, 1.277354080030654
0, 3, 0.2780009294893906
6, 1, 0.338136064209576
7, 0, -0.842532267048819
1, 3, 1.002429191434291
5, 2, -0.8426251108120096
2, 3, -0.0005059663731516504
7, 1, -0.7087556660148073
3, 3, -0.3668055655647822
8, 0, -1.851077841021282
6, 2, 1.185564943131166
4, 3, -0.2574822004417347
-2, 4, -2.035519369599526
8, 1, 1.228208225930205
-1, 4, -0.1157472993558462
0, 4, 1.188083462853333
9, 0, -0.768002966300681
7, 2, -0.1142851248563895
5, 3, 0.3359315032213478
1, 4, -1.11847618930381
2, 4, 0.5672073939389314
9, 1, 0.671783049641864
6, 3, -0.3518044153389421
10, 0, 0.3941431807272596
8, 2, 0.1895261043721182
3, 4, 1.318902540494733
4, 4, -1.567604926097306
10, 1, 0.4244304205515974
7, 3, -0.798821662978227
9, 2, -0.6442993943389865
-2, 5, 1.676820208865614
11, 0, 0.2160411660710025
-1, 5, -0.1490762598396675
5, 4, 0.004980477872777295
0, 5, -0.7072508931214649
1, 5, -1.158427130615789
8, 3, -0.8863774733157345
11, 1, 1.313041139624435
2, 5, -0.7122641276386967
10, 2, -0.7900956442365211
6, 4, 2.327474691958176
12, 0, 0.9914781208665616
3, 5, 0.4793336243769857
9, 3, -0.3265241706952851
7, 4, -0.9668931385596495
12, 1, -0.7291133668919781
4, 5, 1.22310017359204
11, 2, -0.6202256851357305
13, 0, 0.2055094550308785
-3, 6, 0.56061566086597
-2, 6, -1.339452619835477
10, 3, -0.9463625191591859
5, 5, 0.171631693548364
-1, 6, 1.111422770639664
8, 4, -1.503495001955394
0, 6, -0.486180434855701
13, 1, 1.043393751236111
1, 6, -0.05309966743094298
12, 2, -0.5913474427630341
6, 5, -1.100720875154261
14, 0, 1.473458037445177
2, 6, -1.753092916261402
9, 4, 0.5475353836000521
11, 3, 0.6743931660320285
3, 6, -0.1562182864721674
7, 5, -0.8501275281738051
14, 1, 0.4986574500669537
13, 2, 0.385462425427101
10, 4, 1.47362040676039
4, 6, 0.0008848565788992437
15, 0, -0.1085535431588135
12, 3, -0.0521986200883098
8, 5, -0.6983100707742163
-3, 7, 0.8379470912013458
5, 6, 0.7206951470813927
-2, 7, -0.3303700099859846
-1, 7, -0.02197706027619224
14, 2, 1.239503546054382
15, 1, 1.936135947381741
11, 4, -0.7789884171880993
0, 7, -0.4862857846989426
9, 5, -1.288083906996544
6, 6, 0.6414859464648185
13, 3, 0.6980035534592305
1, 7, -0.224219194565915
16, 0, 1.178789989178774
2, 7, 0.4109055391291468
7, 6, -1.045111997639259
12, 4, -1.395455648795353
15, 2, 0.5652022550297362
10, 5, 0.164612517563366
3, 7, -0.4068924290061465
16, 1, -0.516855330171303
14, 3, -0.06093076318958696
17, 0, -0.4872999241839208
4, 7, 0.4064326591888807
8, 6, 0.450296365581618
13, 4, -0.6735967463385734
11, 5, -0.4929464431048069
-4, 8, 2.395884779657442
5, 7, -0.7303184715704708
-3, 8, -0.08782896013428393
16, 2, -2.147945370084371
-2, 8, 0.2024240438248942
17, 1, 0.4671146113273847
-1, 8, -0.1884367109604516
15, 3, 0.2176053926850754
9, 6, -0.641024979703636
0, 8, -1.068389752733789
6, 7, -0.7890383804686577
18, 0, 1.343117869468968
12, 5, -1.096213727611545
1, 8, 0.5812031018295718
14, 4, 0.1998669277915687
10, 6, -0.5874920080915161
2, 8, 1.95604108622606
17, 2, -2.168411766247346
7, 7, 1.403168422879975
18, 1, -0.7007658720819802
16, 3, 0.4729185685006493
3, 8, 0.6539549614909326
13, 5, -0.3343707533436769
19, 0, 0.3547152487157
15, 4, 0.439330030909499
8, 7, -0.7365529119391231
11, 6, 0.7659451647555935
4, 8, -0.667624971948193
18, 2, -1.174844184169711
19, 1, 0.2635599250584061
17, 3, -0.3971720571896895
5, 8, -0.2627892942836028
-4, 9, 1.680563364861047
-3, 9, 0.3689073790621749
9, 7, -0.7313914872503666
14, 5, -0.5765071480940083
-2, 9, 1.016245929445966
12, 6, 0.6152512653390757
-1, 9, -0.1795548560426769
20, 0, -0.4639217203293586
16, 4, -0.2230795322274895
6, 8, -2.306555635786081
0, 9, -0.4432695811474728
10, 7, 0.2928626548599833
1, 9, -0.4247869354951248
