d = 19, symClass = D, r = 24.44168225466316, D = 16, Y = 0.1325542369391624
max of |f(z) - f(z^*)| for 100 points = 7.134293156241256e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 4.563016631209393e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -3.885780586188048e-14, 
confident_r = 24.441682254
1, 0, 1
2, 0, -0.3286560698567167
0, 1, -0.4325945209174714
1, 1, -1.097426164731705
3, 0, -1.05162828927454
2, 1, -1.212136872079514
4, 0, -0.8919851877464092
3, 1, -0.1726262346858605
-1, 2, -0.4439868859970086
0, 2, 0.1421748150862397
1, 2, -0.103893116279446
5, 0, -0.5643129579289871
4, 1, -0.06141100301543587
2, 2, 0.360675770258691
5, 1, 0.09381149696154754
3, 2, 0.8556695949871447
6, 0, 0.3456240205032007
-1, 3, 0.7028786581117964
4, 2, 0.3983761405060609
0, 3, 0.454928635981859
6, 1, 0.248449958656752
7, 0, 1.011241849380409
1, 3, 0.397446524695159
5, 2, 0.9556089851569343
2, 3, 0.09311855377023215
7, 1, -0.7101487146143612
3, 3, 1.154084400221972
8, 0, 0.6218124160318741
6, 2, 0.05673465984599738
4, 3, 0.6328402578654483
-2, 4, 0.1459189850197472
8, 1, 1.548839563189564
-1, 4, 1.111621874122643
0, 4, 0.385867904958474
9, 0, 0.1059220588023991
7, 2, -0.3458038943892794
5, 3, -0.06109491540113389
1, 4, 0.2104492419844542
2, 4, 0.03414510328163511
9, 1, 0.1920662942414579
6, 3, 1.274717425151544
10, 0, 0.1854648789221387
8, 2, 0.02018309889695193
3, 4, 0.7757178588641743
4, 4, 0.9788878835859082
10, 1, -0.6759500821834925
7, 3, 0.7658372679104193
9, 2, 0.1206183286258912
-2, 5, 0.258270764700847
11, 0, 1.22179134106483
-1, 5, 0.7167602522445945
5, 4, -0.1909865668257939
0, 5, 0.6767132146002052
1, 5, -0.05478352844062093
8, 3, 0.4872428254907168
11, 1, 0.8389100492177642
2, 5, -0.2806857420255616
10, 2, -0.03083171789872074
6, 4, -0.2812210061843587
12, 0, 0.9380368570479203
3, 5, -0.4768039295407462
9, 3, 0.181538631866631
7, 4, 0.004870277912415466
12, 1, -0.2514237740154515
4, 5, 0.4794538222965055
11, 2, -0.8844429607601593
13, 0, -0.5844474637944219
-3, 6, 0.4669091693812345
-2, 6, -0.231005337361198
10, 3, -0.2621815974108208
5, 5, 0.6192918051284169
-1, 6, 0.3969696804339718
8, 4, 1.081208135416061
0, 6, -0.1495150575672163
13, 1, 0.2871639615654653
1, 6, 0.1313292867363066
12, 2, -0.08165458696826103
6, 5, 0.7381644208427368
14, 0, -0.3323507718919588
2, 6, -0.130623212784425
9, 4, -0.2701550740246715
11, 3, -0.4840232352588446
3, 6, 0.1092569401402764
7, 5, 0.5381728752365981
14, 1, -1.022973048507823
13, 2, 0.4148501357698337
10, 4, -0.314066693381489
4, 6, -0.03060397791293756
15, 0, 0.5934474705623198
12, 3, 0.0645815480437929
8, 5, -0.475173300284895
-3, 7, -0.3592646379854956
5, 6, 0.06703616322050542
-2, 7, -0.2819923448947435
-1, 7, 0.231245731547755
14, 2, 0.2333946855589088
15, 1, -1.008016199526643
11, 4, 0.6641498216452549
0, 7, -0.4374576833645129
9, 5, 0.3850837400457667
6, 6, -0.3792968432598464
13, 3, 0.5396415651537307
1, 7, -0.2877762111587059
16, 0, 0.68762276290516
2, 7, 0.6502545886324735
7, 6, 0.5444937556817445
12, 4, 0.1539800443561458
15, 2, 0.4475471760679381
10, 5, 0.6840245436980141
3, 7, -0.2986700938550943
16, 1, -0.2462975380306076
14, 3, 0.6630865713176236
17, 0, 0.005268532885105808
4, 7, -0.94566889908166
8, 6, -0.2079867919971627
13, 4, -1.135791461448167
11, 5, -0.4069233986384895
-4, 8, 0.3960297258629513
5, 7, -0.385109376821652
-3, 8, 0.9995222627790568
16, 2, -0.5090355236763583
-2, 8, -0.3653412763158924
17, 1, -0.3242279144736025
-1, 8, 0.3185013675681788
15, 3, -0.09865482406379572
9, 6, -0.8998463523604322
0, 8, -0.2689926442138841
6, 7, 0.07664378437960639
18, 0, -0.03481192755688468
12, 5, -0.1841899022289196
1, 8, -0.361121068283913
14, 4, 0.1136505488711328
10, 6, 0.02007921478389606
2, 8, -0.06916542077501861
17, 2, 0.2374268338176874
7, 7, -0.01233709965001032
18, 1, -0.2994952638792072
16, 3, -0.7568758712025693
3, 8, 1.050802730204701
13, 5, -0.7833972078162754
19, 0, -0.802875645062877
15, 4, -0.9300920248571456
8, 7, 0.3825655685200763
11, 6, -0.08227170992791137
4, 8, 0.09267112083006696
18, 2, -0.06312375341721826
19, 1, -0.4693598949146826
17, 3, -0.4924031692400198
5, 8, 0.2649784202557682
-4, 9, -1.605017437887781
-3, 9, -0.739167080797749
9, 7, 1.360322178072
14, 5, -0.1123163112325821
-2, 9, 0.148185666178819
12, 6, -0.4189436191282527
-1, 9, 0.6424865258419924
20, 0, 0.5033587997256752
16, 4, 0.05477770505434085
6, 8, -0.2549443828119225
0, 9, -0.04582130228215994
10, 7, -0.5134055854635584
1, 9, 0.8125913255124922
19, 2, 0.2917766777644403
18, 3, -0.2612770049925542
20, 1, -0.1068673644533567
15, 5, 0.0974152211118165
7, 8, 0.1280696648910605
13, 6, 0.4283838023421752
2, 9, 1.130287758194707
17, 4, 0.04612718117337098
21, 0, -1.063450536106694
3, 9, -0.4179660088430832
11, 7, 0.1335636761603845
8, 8, -0.6823932149084405
4, 9, -0.06378503913693795
20, 2, 0.222155097429727
14, 6, -0.2516970666212532
16, 5, -1.002954337946163
19, 3, 0.5417363734494413
21, 1, -0.2854741366166884
12, 7, -0.4394137343482204
9, 8, -1.264556541841942
5, 9, 0.0272656799947578
-5, 10, 0.2505475529186301
18, 4, -0.03964194583884271
-4, 10, -0.08488225448552025
-3, 10, 0.5387117423808703
22, 0, -0.4015491403394756
-2, 10, -0.2355676075321494
-1, 10, -0.2040600922938101
15, 6, -1.00494544227593
6, 9, -0.09792610540116344
17, 5, -0.1470747395143847
10, 8, 0.06276889444840776
0, 10, -0.2224059055307263
21, 2, 0.4707807804901143
20, 3, 0.5072893248302233
13, 7, -1.178431915874929
22, 1, -1.027204724697442
1, 10, -0.3617861894565333
19, 4, -0.4013061831409395
7, 9, -0.2010045283680352
2, 10, 0.0180049391502377
23, 0, -0.6807851873657363
11, 8, -0.2976272534136074
16, 6, -0.1601353120916029
18, 5, -0.001945455595409343
14, 7, -1.225763532225182
3, 10, -0.9615737189290087
8, 9, 0.9152750159608972
22, 2, -0.275712879739394
21, 3, 0.7468124778803577
4, 10, 0.09224907283888117
23, 1, -1.271459404887954
20, 4, -0.08367846573004849
12, 8, -0.7632446043333994
9, 9, -0.1162416387521325
17, 6, 0.05906745911641961
5, 10, 0.05862823175608472
-5, 11, 0.630089488455761
15, 7, -0.6173291275014926
24, 0, -0.6539155273213028
-4, 11, 0.4288897602553672
19, 5, 0.04340395927179157
-3, 11, 0.7155845238663374
-2, 11, 0.4965063309343566
13, 8, -1.673114357652437
23, 2, 0.1030316612882689
22, 3, -0.3264846967337766
10, 9, -0.1354203122696898
-1, 11, 0.03106265609826566
6, 10, 0.1567045055750765
24, 1, -1.355523011632003
21, 4, 0.735389895767122
0, 11, -0.5285402398490185
18, 6, -0.0596637732764005
16, 7, -0.3945948583789285
1, 11, -0.327436351638971
7, 10, 0.1427327335298095
25, 0, -0.5587288794825106
20, 5, 0.5989679826900208
11, 9, -0.3723174949193903
14, 8, -0.001600646397783588
2, 11, -0.02812094283261429
23, 3, 0.7300608268740898
