d = 19, symClass = D, r = 22.01719027550191, D = 16, Y = 0.1356470226619819
max of |f(z) - f(z^*)| for 100 points = 4.160241595663194e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 3.175584795123143e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.242650509742816e-13, 
confident_r = 22.0171902755019
1, 0, 1
2, 0, -0.0678784105266198
0, 1, 0.7414323307850713
1, 1, 0.9333075801366596
3, 0, 0.1614765543774069
2, 1, 0.4323474922599762
4, 0, -0.9953925213845635
3, 1, 0.3733962841927387
-1, 2, 0.8984964392283348
0, 2, -0.0503272481270552
1, 2, 0.05726190383247103
5, 0, -0.0173248598608642
4, 1, 0.1167686621273325
2, 2, -0.06335143507234656
5, 1, 1.132032543036063
3, 2, 0.2519362859240416
6, 0, -0.01096077184831726
-1, 3, -0.210010491344351
4, 2, -0.0293470605700208
0, 3, 0.1197239380791022
6, 1, 0.6838607810324711
7, 0, 0.5295702932756586
1, 3, 0.2125557850055123
5, 2, -0.5193791466508411
2, 3, 1.160491964441643
7, 1, 1.417396782618251
3, 3, 0.150707292215074
8, 0, 0.1354440727290398
6, 2, -0.02534554626772526
4, 3, 0.1661359919824964
-2, 4, -0.06098851015891738
8, 1, 1.055332573796124
-1, 4, -0.2483061902375582
0, 4, -0.7380161971757045
9, 0, -0.9739253223864215
7, 2, 0.7121557886011339
5, 3, -0.04908737685208827
1, 4, 0.602783531442548
2, 4, -0.003886847015920278
9, 1, 0.6661743091391006
6, 3, 0.06981398334392507
10, 0, 0.001175983950112123
8, 2, -0.00792607118455704
3, 4, 1.299435414669941
4, 4, -0.9290073854189131
10, 1, 1.439526323667637
7, 3, -1.354614670020277
9, 2, 0.6014308999401554
-2, 5, 0.0955562649233499
11, 0, -1.057226544945092
-1, 5, 0.4310752530723295
5, 4, 0.1859973338741028
0, 5, -0.7542775420120131
1, 5, 0.5518435408754353
8, 3, 0.8385735374575928
11, 1, -0.2672244240478453
2, 5, 0.1355957032836207
10, 2, -0.07684056968579205
6, 4, -0.01710103464247339
12, 0, -0.1607325546063693
3, 5, -1.079600044421368
9, 3, 0.06029474538881101
7, 4, 1.397840735803273
12, 1, -1.030732622755745
4, 5, 1.137618560555586
11, 2, 0.5860778290482616
13, 0, -0.01084952164553011
-3, 6, 0.1450861091270599
-2, 6, 0.01425517834624562
10, 3, -0.5435507417400324
5, 5, -0.01616942303274461
-1, 6, 0.7615128967115754
8, 4, -0.4303554604349087
0, 6, -0.008126670618981953
13, 1, -0.3213535308449588
1, 6, 0.6442274250243943
12, 2, -0.04641938283794943
6, 5, -0.985080355796405
14, 0, -0.03594638976976333
2, 6, -0.01442794883469971
9, 4, -0.6354931393630462
11, 3, 0.3163247989061267
3, 6, 0.009246454927828928
7, 5, 0.3884626823050291
14, 1, -0.9648571350698603
13, 2, 0.6534399988962116
10, 4, 0.03525463093542159
4, 6, -0.07877234997560333
15, 0, -0.002797558675589767
12, 3, 0.01885540121973893
8, 5, 0.2791897133444897
-3, 7, -0.007696942049666439
5, 6, -0.0521448216240657
-2, 7, 1.066217807250994
-1, 7, -0.5138464238867008
14, 2, -0.09621064068998035
15, 1, -0.6638047769141374
11, 4, 0.9789962391109732
0, 7, 0.3926405368576762
9, 5, 0.380512421173081
6, 6, -0.01022977145068876
13, 3, 2.094161655139372
1, 7, -2.044647574091515
16, 0, 0.9861987930124954
2, 7, 0.9329669210980497
7, 6, -0.7428883841819045
12, 4, -0.3716758687980496
15, 2, 1.295995391560898
10, 5, -0.007490359714600282
3, 7, -1.195026115070319
16, 1, -0.4925819154640058
14, 3, -1.12923061471479
17, 0, -0.04792117577452971
4, 7, -0.6732292541275837
8, 6, -0.01127704706710929
13, 4, 0.4319232181176119
11, 5, -0.8239319850775969
-4, 8, -0.8943566360984743
5, 7, 1.014659735665594
-3, 8, 1.087147864701812
16, 2, -0.07163429768641787
-2, 8, 0.01685462951704692
17, 1, -1.273878130445472
-1, 8, -0.7719797564303166
15, 3, 0.182796714492357
9, 6, 0.04068180337352711
0, 8, 0.1004226145343064
6, 7, 0.3354952317682583
