d = 19, symClass = D, r = 18.69220530156282, D = 16, Y = 0.1096313073101977
max of |f(z) - f(z^*)| for 100 points = 7.230993581686107e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -6.061817714453355e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -5.522804435997841e-13, 
confident_r = 18.69220530156282
1, 0, 1
2, 0, 1.068889184227447
0, 1, 0.7202130150885766
1, 1, -0.4644126480755273
3, 0, -1.310099042564316
2, 1, -0.6950899351735162
4, 0, 0.1425240881569839
3, 1, 0.1559182272253439
-1, 2, 1.333716327566334
0, 2, 0.769827902168625
1, 2, -0.4000130709592537
5, 0, 0.3257131924774894
4, 1, -0.2882996182605487
2, 2, -0.4964056565458067
5, 1, -0.7005286471613673
3, 2, 0.03157658013359935
6, 0, -1.400350696864245
-1, 3, 0.1758333910835306
4, 2, -0.7429741137731121
0, 3, -0.9435503815234511
6, 1, -0.1759137055677537
7, 0, -0.4786160382896087
1, 3, -0.09002574632337347
5, 2, -0.9072624679968893
2, 3, -0.0939631679535205
7, 1, 0.2124464475454368
3, 3, 0.6084265655934572
8, 0, -0.9165467279029655
6, 2, 0.1666593067051136
4, 3, -0.1873779305854165
-2, 4, 1.425594957362791
8, 1, -0.4484873371884681
-1, 4, 1.094104452073836
0, 4, 0.102647703254541
9, 0, 0.7163595013599164
7, 2, 0.7025413996248366
5, 3, -0.3985261749785202
1, 4, 0.6231148480663405
2, 4, -0.4275696450974181
9, 1, 0.9605598575466772
6, 3, 0.9106366585841446
10, 0, 0.3481513085992585
8, 2, -0.3081603437767836
3, 4, -0.5603596862206144
4, 4, -0.06618998919687616
10, 1, -0.1338991776824054
7, 3, -0.4422900621318128
9, 2, -1.041288061897911
-2, 5, 0.8964672683251216
11, 0, -0.3736863872752506
-1, 5, 0.3399864232479722
5, 4, -0.6498571550372353
0, 5, -0.4856301346799991
1, 5, 0.5089254938891937
8, 3, -0.6193947314676224
11, 1, 0.1462077629796637
2, 5, -0.1221279386516874
10, 2, -0.7487874941911962
6, 4, 0.03375186498148377
12, 0, -0.1867206714377416
3, 5, -0.8534012741298505
9, 3, -0.2042683202213227
7, 4, -0.2380146060326329
12, 1, 0.4782349532684429
4, 5, -0.1066926941683086
11, 2, -1.032206336445399
13, 0, -1.869425131077684
-3, 6, -1.747300483791048
-2, 6, 0.1879464099555762
10, 3, 0.6611617022717037
5, 5, -0.1512653262312128
-1, 6, -0.3933817239594324
8, 4, -0.0990670591980081
0, 6, -1.008550797583565
13, 1, -1.18470815694391
1, 6, 0.9679537760209648
12, 2, -0.1880322572385906
6, 5, 0.592703022289208
14, 0, -0.511587506727484
2, 6, -0.09622754654763854
9, 4, -0.1494717939020179
11, 3, 0.8276062695368663
3, 6, 0.5240567412694906
7, 5, -0.9270527956638719
14, 1, 0.1909310265660222
13, 2, 0.06234396693663109
10, 4, -0.9697630392956945
4, 6, -0.100436213941488
15, 0, -0.426716541615101
12, 3, 0.3777010538505728
8, 5, 0.2040547839072794
-3, 7, 0.9414476375909396
5, 6, -0.6044296601353175
-2, 7, 0.3510389795632998
-1, 7, 1.322055991878378
14, 2, 0.2270817100081458
15, 1, -0.4048366414725617
11, 4, 0.275161213082375
0, 7, -0.3447055000120317
9, 5, -0.9820912034292051
6, 6, 0.6503405753593093
13, 3, 0.6029445606816204
1, 7, -0.04685444156565739
16, 0, -1.122210972452038
2, 7, -0.5910679142626064
7, 6, -0.8568166763454996
12, 4, 0.02222210316258084
15, 2, 0.7861429040224385
10, 5, -0.2263999618454332
3, 7, -0.3853545780903345
16, 1, -0.830952958443933
14, 3, -0.3442324501433983
17, 0, -1.327742643155391
4, 7, 0.3763636303331204
8, 6, -0.2002862433660995
13, 4, 0.04028684114275296
11, 5, -0.2036053426842098
-4, 8, 0.1900867034474692
5, 7, 0.1417241895334878
-3, 8, 0.1642892035302285
16, 2, -0.4793832639831914
-2, 8, 1.169476415236522
17, 1, 0.5081533808644012
-1, 8, 0.8197320792540678
15, 3, 0.9177619099485108
9, 6, -0.04136844739585662
0, 8, -0.6601088823732267
6, 7, 0.2079506854139448
18, 0, 0.7657089230220502
12, 5, -0.8244262504808432
1, 8, 0.9878193501485779
14, 4, 0.7509389035304657
