d = 19, symClass = D, r = 15.63458971586149, D = 16, Y = 0.1183684060039994
max of |f(z) - f(z^*)| for 100 points = 1.041611241703322e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.21239823736019e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.167883927928216e-14, 
confident_r = 15.63458971586149
1, 0, 1
2, 0, -0.04593031391412241
0, 1, 0.1254415844930153
1, 1, -0.1226383119639001
3, 0, 0.9990979551264231
2, 1, -0.167554990876656
4, 0, -0.997890406263691
3, 1, 0.4120006865605024
-1, 2, -0.2821521259687484
0, 2, -0.005761571353636977
1, 2, 1.210535828328933
5, 0, -1.068183127799796
4, 1, 0.09965431004007892
2, 2, 0.005632816166378328
5, 1, -1.582314137942927
3, 2, 1.551546249598283
6, 0, -0.04588888270994444
-1, 3, -0.4726994221283647
4, 2, 0.007695853328858663
0, 3, 0.1253284305548042
6, 1, 0.4265225298998634
7, 0, -2.250139132602248
1, 3, 1.280219443725108
5, 2, 0.5729957351120957
2, 3, -0.615032462202625
7, 1, 0.3472659987534635
3, 3, -0.1225276867032427
8, 0, 0.09176373352576148
6, 2, -0.01892332086658098
4, 3, 0.1358075782464462
-2, 4, 0.01295933571801156
8, 1, 0.8792649196340494
-1, 4, -0.8381675971491538
0, 4, -0.1251769537120585
9, 0, -0.001803276062025854
7, 2, 0.3780149926212207
5, 3, -0.8291710827116827
1, 4, 0.932535120580438
2, 4, -0.05560029059951493
9, 1, -0.03539360974963518
6, 3, -0.1674038487561396
10, 0, 0.04906198637766106
8, 2, -0.00457715374302561
3, 4, -0.2409683001953471
4, 4, 0.1223795949491214
10, 1, 0.6909714252652447
7, 3, -0.3872683604828642
9, 2, -1.323902366297343
-2, 5, 1.222848228841867
11, 0, -0.2974596508490335
-1, 5, -0.6463909992154648
5, 4, 0.1589961731858386
0, 5, -0.2594361685729456
1, 5, -0.0377421957074184
8, 3, 0.03460266044578484
11, 1, 0.3716804339778918
2, 5, 1.029686811961277
10, 2, 0.0726761850666206
6, 4, -0.07126300629645696
12, 0, -0.9969902643384626
3, 5, -0.1223482891715445
9, 3, 0.4116290434533479
7, 4, 0.6303827655522166
12, 1, 0.6309022481276823
4, 5, -0.9278183892437603
11, 2, -0.3057229453345374
13, 0, 1.231736963623936
-3, 6, -0.2818976120898983
-2, 6, 0.02171123284532129
10, 3, 0.3808949762304565
5, 5, 0.1310001756618468
-1, 6, -0.4053378489567699
8, 4, 0.1672015179173862
0, 6, -0.005756374157886041
13, 1, 0.4136963781415091
1, 6, -0.5517619206971411
12, 2, -0.01959031368966524
6, 5, -0.1000020979682784
14, 0, 0.1033495967109416
2, 6, -0.05880088092932539
9, 4, -0.1245328290110118
11, 3, 0.6629700583345209
3, 6, 1.20944387069083
7, 5, 0.047275996892554
14, 1, 0.8027085056863108
13, 2, -0.9213008346877333
10, 4, -0.02631787398521353
4, 6, 0.02824863405635849
15, 0, -1.067219578685397
12, 3, 0.09956441738053366
8, 5, -0.08082035385578017
-3, 7, -0.4117112510025844
5, 6, -0.6620459906953461
-2, 7, 0.7690533146405457
-1, 7, 1.374099868646151
14, 2, -0.01595003633450113
15, 1, -0.2237385923387823
11, 4, 0.5449241033781138
0, 7, -0.2822610181234239
9, 5, -1.528697162979213
6, 6, 0.005627735113475965
13, 3, -0.4982822715225038
1, 7, 0.09261963217932093
16, 0, 0.9936756691768892
2, 7, -1.02064250694575
7, 6, -0.5909145416259253
12, 4, -0.4111315324928414
15, 2, -0.1657257165032552
10, 5, 0.1789794142329906
3, 7, 0.1323305624839039
16, 1, -0.1395588633178115
14, 3, -0.5163330736028611
17, 0, -0.5460860340558583
4, 7, -0.1144248344913777
8, 6, -0.006237684700813565
13, 4, 1.304098763525532
11, 5, -1.188156645133254
-4, 8, 0.2815568996111494
5, 7, 0.6870045198667448
-3, 8, -0.5998813256183186
16, 2, -0.04038491377251732
-2, 8, 0.0384973008497622
17, 1, -0.715008929093787
-1, 8, -0.198376280738986
15, 3, -1.580886819586686
9, 6, 1.550146685258031
0, 8, 0.01151098813245321
6, 7, -0.1162468696135931
18, 0, 8.282503560490522e-05
12, 5, -1.086717997425634
1, 8, 0.9821019912626672
14, 4, -0.01736234727539258
10, 6, 0.03808408811753292
2, 8, -0.04283163082431149
17, 2, -0.5899611679496973
7, 7, 0.3985915768700942
18, 1, 0.7984298918261713
16, 3, 0.9262001965458811
3, 8, 0.9515889321326969
13, 5, -0.4268730062209806
19, 0, -0.9203901778113411
15, 4, 0.7431091989179002
8, 7, -0.7090373633152081
11, 6, 1.017693558607957
4, 8, -1.207982089527945
18, 2, 0.001625639606345117
19, 1, -0.2948391594368861
17, 3, 0.08455701652241392
5, 8, 0.4456922453717434
-4, 9, -0.2250994759557883
-3, 9, -0.4722730260378756
9, 7, 0.03735445047458494
14, 5, 0.9368606335087077
-2, 9, 0.06062255124642531
12, 6, 0.00768891132372277
-1, 9, -0.3403518533122424
20, 0, 1.065929695364218
16, 4, -0.09944407993172348
6, 8, 0.01106774967122446
0, 9, -0.0002262058064946804
10, 7, 0.8912126744673533
1, 9, -0.7963750751924148
19, 2, -1.348354137563123
18, 3, 0.4261377874380588
20, 1, 0.2620488617074284
15, 5, -0.4400921820259675
7, 8, -0.1799335733970139
13, 6, 0.8875832392263775
2, 9, -0.9727594710055231
17, 4, -0.3415552575243649
21, 0, -2.248109406133147
3, 9, 1.279064628338882
11, 7, 0.1512989195772654
8, 8, -0.011253749379114
4, 9, 0.9944708783283801
20, 2, -0.03173653446827783
14, 6, 0.01778735736602344
16, 5, -0.5981755690484901
19, 3, -0.7499494094614951
21, 1, -0.8910125813351225
12, 7, -0.3931965983584898
9, 8, 0.5516028930827429
5, 9, -0.02811767543976459
-5, 10, 0.3013901404326182
18, 4, 0.06080725127569336
-4, 10, -0.05616580302004546
-3, 10, 0.372219980667321
22, 0, 0.01366241514027466
-2, 10, 0.02968894150526227
-1, 10, 1.318470666643922
15, 6, 0.5724788672467765
6, 9, -0.6144776753231009
17, 5, -0.05020036013200019
10, 8, -0.007302744145613884
0, 10, 0.01191598466327414
21, 2, 0.4551143343626293
20, 3, 0.7048605526860023
13, 7, -0.7653154434642311
22, 1, 1.032967907383956
1, 10, -1.066278331680019
19, 4, 0.3206728179244566
7, 9, -0.4636047751366065
2, 10, 0.001733510896620418
23, 0, 1.197249340170516
11, 8, 0.7335446431656265
16, 6, -0.00158931105653253
18, 5, -0.003884132443388768
14, 7, 0.377022041834527
3, 10, -0.4251301819837651
8, 9, -1.099157117085317
22, 2, -0.01707139900834093
21, 3, 0.3469527492396188
4, 10, -0.04729383850668659
23, 1, 1.21646091875848
20, 4, 1.578976097948796
12, 8, -1.548273117348731
9, 9, 0.0002211507322545519
17, 6, 0.003901255957011724
5, 10, -1.293073947418075
-5, 11, 0.2558912199385834
15, 7, -0.01462099443679737
24, 0, 0.09168095852046546
-4, 11, 0.6766724313981821
19, 5, 1.173442767419122
-3, 11, -1.266161008603262
-2, 11, 0.4470533085846931
13, 8, 0.7188444035967821
23, 2, -0.3841539587315179
22, 3, 0.6909459975724106
10, 9, -0.9196750636423321
-1, 11, 0.5875302425575764
6, 10, 0.005619495328572942
24, 1, -0.2801443649060492
21, 4, 0.1179757426187464
0, 11, -0.03731380992532952
18, 6, -0.01890625118199199
16, 7, 0.03106554593561071
1, 11, 0.5007124748701709
7, 10, 1.504400522717701
25, 0, -0.05829342556393073
20, 5, 0.9617340752025513
