d = 19, symClass = D, r = 22.41447458312885, D = 16, Y = 0.1350496963143061
max of |f(z) - f(z^*)| for 100 points = 9.878889373204913e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 9.992007221626409e-15, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -7.593925488436071e-14, 
confident_r = 22.41447458312885
1, 0, 1
2, 0, 1.948837161684337
0, 1, -0.5303895413395727
1, 1, 0.4070301631875807
3, 0, 0.08454768989150603
2, 1, 0.09412655368201524
4, 0, 2.797966282761671
3, 1, 1.630030627384936
-1, 2, 1.951304253599756
0, 2, -1.03364284833128
1, 2, 0.5130042503993421
5, 0, 0.281313065562542
4, 1, -0.7186869344377864
2, 2, 0.7932355079464731
5, 1, -0.2158845415644646
3, 2, -0.2158845415642533
6, 0, 0.1647696799948369
-1, 3, 0.5827073805353806
4, 2, 0.1834373257165421
0, 3, -0.04484321046278424
6, 1, 0.9793142581588369
7, 0, 0.165673553744719
1, 3, -0.8343264462554609
5, 2, -0.04992373963511749
2, 3, -0.04992373963525147
7, 1, 0.6615978288553991
3, 3, 0.03441346001358479
8, 0, 3.503943507301505
6, 2, 3.176664261331381
4, 3, -1.296272518455812
-2, 4, 3.802774243168053
8, 1, 0.03831234650531719
-1, 4, 0.03831234650551388
0, 4, -1.484012053397366
9, 0, -0.9928516881340833
7, 2, -0.1725086753658589
5, 3, -0.8645511968279486
1, 4, -0.8645511968278399
2, 4, 0.9997617472808463
9, 1, -1.034951368080554
6, 3, 0.007958182671083827
10, 0, 0.5482333562351602
8, 2, -1.400603805449141
3, 4, -0.3510093702833196
4, 4, 1.138856672665736
10, 1, -0.2720920890744519
7, 3, -0.2720920890747807
9, 2, 0.663471632265008
-2, 5, 0.6634716322659333
11, 0, 0.00885980810831538
-1, 5, -0.9911401918916622
5, 4, 0.9115735748627054
0, 5, 0.3811840335230353
1, 5, -0.3271115152081012
8, 3, 0.794239688771158
11, 1, 0.8694512950920833
2, 5, 1.595813189824449
10, 2, -0.4207238172340357
6, 4, -0.4207238172337615
12, 0, 0.2365615856016121
3, 5, -0.524322099682957
9, 3, 0.1378153239974171
7, 4, -0.4703219761547219
12, 1, 0.2088082037561269
4, 5, 0.2088082037558146
11, 2, 0.7052109473588165
13, 0, 1.996923807382075
-3, 6, 0.1649782669172096
-2, 6, 1.135601797575104
10, 3, -0.2925272602050161
5, 5, 0.1145029029826375
-1, 6, -0.2925272602050934
8, 4, 0.2633629235144386
0, 6, -0.0873921149990977
13, 1, 0.1534291653516025
1, 6, 0.1534291653515221
12, 2, 1.908524019266898
6, 5, 1.7729922741177
14, 0, 0.3228707782457206
2, 6, -1.625966383438982
9, 4, 0.9399978344556639
11, 3, -0.9950167233850288
3, 6, 0.04337332427634243
7, 5, 0.1836695445764526
14, 1, -0.3090619002976532
13, 2, -0.3090619002969281
10, 4, -0.0972932390514655
4, 6, -0.09729323905104564
15, 0, 0.02378436982925196
12, 3, -0.06076332006180627
8, 5, 0.8842002090859084
-3, 7, 0.3208193370732716
5, 6, -0.5194180402119355
-2, 7, -0.5194180402121016
-1, 7, 0.6919503916871503
14, 2, 1.289346434962914
15, 1, 0.4425180211568198
11, 4, 0.4425180211569658
0, 7, -0.08787152018264571
9, 5, -0.00410822811938847
6, 6, 0.0670662297366926
13, 3, 0.04828732211432266
1, 7, 0.04828732211438933
16, 0, 4.030649036709808
2, 7, -1.779782105694747
7, 6, -0.9692128296788202
12, 4, 4.560770735291451
15, 2, -0.06764752431500944
10, 5, 0.02647902936692815
3, 7, -0.0676475243146132
16, 1, 1.403036122334981
14, 3, -1.828548861674876
17, 0, 2.656999846212322
4, 7, 1.656999846212112
8, 6, -2.526224055636521
13, 4, 0.2371794801898806
11, 5, 0.2371794801898929
-4, 8, 5.459683508981546
5, 7, -0.3509045689978005
-3, 8, -0.3509045689977987
16, 2, 0.07466452462100184
-2, 8, 0.07466452462116224
17, 1, -0.4965816345816764
-1, 8, -0.03582945808184863
15, 3, -0.01825253927265807
9, 6, -0.01825253927259793
0, 8, -1.858454989716997
6, 7, 3.180685696713857
18, 0, -1.934906265876618
12, 5, 0.398610442310349
1, 8, 0.3986104423100302
14, 4, -0.3361913172658172
10, 6, -1.684869500556874
2, 8, -1.684869500556924
17, 2, -0.7466261927585498
7, 7, -0.3395960295710441
18, 1, 0.6981159523357224
16, 3, -1.240401672498589
3, 8, 1.728233650018792
13, 5, -1.367147506372993
19, 0, 2.807588290116296
15, 4, 0.687529386514928
8, 7, 0.6875293865143468
11, 6, 0.9850934422644746
4, 8, 1.435368595530891
18, 2, -2.016951686651444
19, 1, -0.02032046789015424
17, 3, -0.02032046789059946
5, 8, -0.0203204678909216
-4, 9, -0.02032046789059413
-3, 9, 0.04926656290654919
9, 7, -0.9619945284294159
14, 5, 0.8362126401296107
-2, 9, 0.8362126401291413
12, 6, 0.01550920212901987
-1, 9, -0.9346725893760742
20, 0, 0.7871044723440899
16, 4, -2.01086181041845
6, 8, -0.6840601049074749
0, 9, 0.5265981514877398
10, 7, 0.09149679720428677
1, 9, 0.0914967972044191
19, 2, -1.452067382527175
18, 3, 0.08279875820499838
20, 1, -1.17148171463477
15, 5, 0.4585489127499773
7, 8, -1.171481714634778
13, 6, 0.2692902722434826
2, 9, 0.2692902722435417
17, 4, 1.001027375919044
21, 0, 0.01400731624525285
3, 9, -0.07054037364626037
11, 7, 1.627392873306795
8, 8, 1.426210697576837
4, 9, 0.03274796260425412
20, 2, -0.5302631745889931
14, 6, -0.5302631745889205
16, 5, 1.582370865477019
19, 3, -0.8382885202729574
21, 1, 1.066890627209849
12, 7, 0.05484823753469605
9, 8, 0.05484823753494281
5, 9, -1.40237687217502
-5, 10, 0.5489273814251581
18, 4, 1.292998172681523
-4, 10, 1.292998172681578
-3, 10, -0.3350874788979923
22, 0, 0.0172663232865123
-2, 10, -1.931570838398156
-1, 10, -1.404850640669219
15, 6, -0.00422093685646915
6, 9, -0.004220936856943096
17, 5, -0.2050353782873504
10, 8, 1.776508458301996
0, 10, 0.7428656099708895
21, 2, 0.18131036260534
20, 3, 0.1861716989108598
13, 7, 0.1861716989100902
22, 1, -0.5276220147227926
1, 10, -0.52762201472356
19, 4, 0.09217947609149407
7, 9, 0.09217947609219036
2, 10, -0.6374870768520486
23, 0, 0.2631733609279203
11, 8, -0.7368266390719463
16, 6, 1.547843820762067
18, 5, -0.07853227303188601
14, 7, 0.0155942806499137
3, 10, -0.07853227303184135
8, 9, -0.2296398093327098
22, 2, 1.694418994149622
21, 3, 0.05593656806683681
4, 10, 3.109980047435945
23, 1, -1.471159031975378
20, 4, -0.6040376682666279
12, 8, -0.6040376682665224
9, 9, -0.4041205846421104
17, 6, 0.6292651607998152
5, 10, 0.1443147983264368
-5, 11, -0.3686894520730747
15, 7, -0.3686894520731164
24, 0, 0.2962503290522361
-4, 11, -0.6985626231631868
19, 5, -0.07021623428539897
-3, 11, -0.07021623428547151
-2, 11, -0.3603455700802124
13, 8, 0.3710672354880556
23, 2, -0.3518984147287062
22, 3, -0.3518984147289616
10, 9, -0.3518984147287592
-1, 11, -0.3518984147290177
6, 10, -1.021818392554299
24, 1, 0.5256903917808875
21, 4, 0.5256903917806061
0, 11, -0.004699149558574513
18, 6, 0.268579624856162
16, 7, -0.9178105864991494
1, 11, -0.7487647620646115
7, 10, -1.104184836265208
25, 0, 0.5165109097314936
20, 5, -0.4834890902686692
11, 9, 0.2351978441691402
14, 8, -0.9165809450868598
2, 11, 0.9652503117753652
23, 3, 0.8279130467367437
24, 2, 0.4069331871443649
8, 10, 0.4069331871443552
3, 11, 0.5151275628609361
22, 4, 1.374341301040051
17, 7, -0.8754158049045295
25, 1, 0.1734965265179124
19, 6, 0.1734965265179277
