d = 163, symClass = C, D = 3.703125, Y = nan
[5.707768989696961, 5.70778547752373], 5.707768989696961
1, 0, 1
2, 0, -2.109844244579991
3, 0, 1.907573732816848
4, 0, -0.9194340133485384
5, 0, -2.859971991984698
6, 0, -1.107663269436222
0, 1, -0.4718303629129674
1, 1, 0.4985691652027114
2, 1, 2.421589417449049
7, 0, 0.8102765083252813
3, 1, 2.38022203652828
4, 1, 1.555652063521034
8, 0, 2.088299111112773
5, 1, 0.415458463421146
9, 0, -1.27609577832747
6, 1, -0.07072955978698216
7, 1, -1.012220636869115
10, 0, 1.275594004638204
8, 1, 0.1513372486077752
11, 0, -2.383816141243163
9, 1, -2.522825101978584
12, 0, -1.111050072282067
10, 1, 0.1194166460565224
-1, 2, -0.04716546175412825
0, 2, 0.5087384774924532
1, 2, 0.09452333474521839
13, 0, -1.358511193063314
2, 2, -0.9864168925257729
11, 1, -0.4525616021157382
3, 2, -1.660271325413174
4, 2, -2.378027202033733
14, 0, -0.417862399007437
12, 1, 0.6988634968192192
5, 2, -1.285467963263071
6, 2, -1.765445246632812
13, 1, -0.4147968359671709
15, 0, -1.684973490716877
7, 2, 0.5304517518754355
8, 2, -0.4954138213225359
14, 1, 0.3128630188008968
16, 0, 0.09860558049001321
9, 2, -0.348314632448448
15, 1, -0.01158581528399344
10, 2, 0.3492004586715435
17, 0, -1.156949121672072
11, 2, -0.9317640134639403
16, 1, 1.543161346443613
18, 0, -0.0251867790265343
12, 2, -0.839146467193267
17, 1, -0.5302823440500717
13, 2, -1.17437861643631
19, 0, -1.263784392359225
-1, 3, 0.9103711811978836
0, 3, -0.1039314966582772
1, 3, 0.7114106564059828
2, 3, 0.7978561079342943
18, 1, 0.1255265874195747
3, 3, 0.840081342279891
14, 2, 1.06297273936915
4, 3, 1.33149554381758
20, 0, 0.9372727483117653
5, 3, 0.02234864508072669
15, 2, -1.143642615188189
19, 1, -0.05401731756138368
6, 3, 2.719665899371497
7, 3, 1.433592615777342
21, 0, -1.500913943709597
16, 2, 0.2773435640704396
8, 3, 2.503124430828142
20, 1, 0.6532993512438388
9, 3, 2.477911745648781
22, 0, 1.019662354809066
17, 2, 0.2802556314026646
10, 3, 1.484096198319232
21, 1, -1.316658356678656
11, 3, 0.9057270532310463
18, 2, 1.672441203240207
23, 0, -3.527091902686816
22, 1, -1.51306543418679
12, 3, 1.092449152022839
19, 2, -0.0156913262479889
24, 0, 1.31685514368414
13, 3, 1.670864492180527
23, 1, 0.1897303785492165
20, 2, -0.386911526479442
14, 3, 0.2469305804787094
25, 0, 1.126941240415651
15, 3, 0.6004150624999769
24, 1, -0.5324542973161482
21, 2, 0.5260597970797836
-2, 4, 0.2502586774617999
-1, 4, -0.6555794959066702
0, 4, 0.01355929224180503
1, 4, -1.328729294385778
2, 4, 0.23773399417893
16, 3, 0.6313906465192456
26, 0, 1.550678271885859
3, 4, -1.579055413355906
4, 4, -0.7351789163799669
25, 1, 0.07785990850789103
22, 2, -0.04489978516784897
5, 4, 0.028278603659021
17, 3, 1.223067386563395
6, 4, 0.4238399266198054
27, 0, -2.579259526187151
7, 4, 0.04313947663141209
23, 2, 0.8437260435758869
26, 1, -0.9580934704699799
18, 3, -0.4261334416865405
8, 4, -0.4271061068621463
9, 4, -0.9213669416477309
28, 0, 0.4091277569434955
19, 3, -0.1335275730096386
24, 2, 0.3573502868124467
10, 4, -1.055193200767107
27, 1, -1.998324823086328
11, 4, 1.467681629955073
20, 3, 0.0926956212882573
25, 2, -0.5262920208394212
29, 0, 1.590959737649618
12, 4, -0.3610197048214013
28, 1, -0.2235592117224306
21, 3, -1.344741817105017
13, 4, 0.8014081546118867
26, 2, -0.2642785897357967
30, 0, 0.9599364913095241
14, 4, 0.4452873214713207
29, 1, 1.638543757442014
22, 3, 1.009984197548577
15, 4, -1.864459544957255
27, 2, 1.490631228400592
31, 0, 2.113937351968564
23, 3, 0.1232234834244587
30, 1, -0.6141200641130061
16, 4, -0.26442986698964
28, 2, -0.2222933019994882
17, 4, 0.6587270457727274
24, 3, -0.01236138901663743
-2, 5, -0.6233003205392247
-1, 5, -0.5408220074097984
32, 0, -0.9524569565019094
0, 5, 0.5666908002421808
1, 5, 0.9331455967721521
31, 1, 1.048298799906082
2, 5, -1.034103670929612
3, 5, -0.8865069765975025
18, 4, 0.6262915138772988
4, 5, -0.8521407087306201
29, 2, 1.867051586450734
25, 3, -0.9731509201970004
5, 5, -1.412465575333926
33, 0, -2.596921101593272
6, 5, 0.8538632160811629
19, 4, 1.265428273374522
32, 1, 0.8718575242121257
7, 5, -0.5286779052551872
26, 3, 0.8629193488481276
30, 2, 0.3323198977473924
8, 5, -0.708788525069227
20, 4, -0.2397494250628646
9, 5, -0.6697318206083432
34, 0, 0.383690306777144
33, 1, -0.2269046282354313
10, 5, -2.989781282558093
27, 3, -0.4450810398946645
21, 4, 0.8410740413950891
31, 2, 1.647927679154813
11, 5, -0.1556403103336747
35, 0, -0.4728386841422004
22, 4, 0.678422460946886
12, 5, -0.2224198826910717
34, 1, -0.2989732403770621
28, 3, 1.802068668151437
32, 2, -1.198817184701927
13, 5, 0.4860445141833171
23, 4, 1.928274759243077
14, 5, -0.05089828858323919
36, 0, -0.930133604743393
29, 3, -0.2590268403604071
35, 1, 2.033172642278219
33, 2, 0.4614275097337218
15, 5, -1.78042461306978
24, 4, -0.1660141265913894
30, 3, -0.5398231249457396
16, 5, -0.8780697035810088
37, 0, -1.256450578461277
36, 1, 1.978173433098909
25, 4, 1.106200916985283
34, 2, 1.577509886009112
17, 5, -1.192824287064577
31, 3, 0.2109913544793049
26, 4, 1.679681857514467
18, 5, -1.371752712415345
38, 0, 1.508673316401548
37, 1, 0.4510368521561727
35, 2, 1.615520168168033
-3, 6, 0.01573039459964167
-2, 6, -2.11325374424981
-1, 6, -1.035375971194024
0, 6, -0.07221381063678099
19, 5, 0.7466678728441887
1, 6, 0.8170832768391572
32, 3, -0.8811299046889067
2, 6, -0.3433387434989053
27, 4, 1.527525186655769
3, 6, 0.6621302133128629
4, 6, -0.1016744493966884
39, 0, -3.079378981940439
38, 1, 0.5110661998815991
20, 5, -1.545263096593281
5, 6, -0.559158327969868
36, 2, -1.548727797427991
6, 6, -0.3593231601335252
28, 4, 0.6614646658197874
33, 3, 0.4858194302951542
7, 6, 0.1396518550208607
21, 5, -1.047098737455818
8, 6, -1.026041138538389
40, 0, -2.221556069006323
39, 1, 1.89007520858435
37, 2, 0.6923795485407324
9, 6, -0.3092706003012694
29, 4, 0.3004745380835723
22, 5, 0.8073615724523762
34, 3, -1.152643992881677
10, 6, 0.01594729605339766
11, 6, 0.875737647362845
23, 5, 0.3378156028889218
30, 4, 0.09727641234804571
41, 0, -0.9187753555977668
40, 1, 1.048293824497075
38, 2, -0.9301746437057514
12, 6, -0.5433669294139337
35, 3, -1.263608507257275
24, 5, -0.9056260846458355
13, 6, 0.548986671796706
31, 4, 0.1903138132230443
14, 6, -1.425545633489941
41, 1, 0.5601958003405718
39, 2, -0.2681953965895063
42, 0, -2.52890425771549
36, 3, -0.05617518143240283
25, 5, 0.3252660339225248
15, 6, 0.8331551997451322
32, 4, -1.05993387115138
16, 6, -3.061782001108573
26, 5, -1.19781397369472
40, 2, 0.9527180839134279
42, 1, -3.212033656124612
43, 0, 1.45561646255817
37, 3, 1.144281152795181
17, 6, -1.131525846390449
33, 4, 0.8117812470091917
27, 5, 0.6030969367643635
18, 6, -2.003723687823889
41, 2, 1.790785271211715
38, 3, -0.502675158252015
43, 1, -3.53797250303184
44, 0, 2.384507701829505
34, 4, -1.282244329440954
28, 5, 2.222245215532699
