d = 163, symClass = C, D = 3.773438, Y = 0.06481068745306375
[4.885441560299621, 4.885464061648408], 4.885454899296686
1, 0, 1
2, 0, -4.771036447928029
3, 0, 10.7668890938325
4, 0, 0.6412633596209858
5, 0, 13.59188759941003
6, 0, 10.06223566934241
0, 1, -1.970047711836498
1, 1, -2.770952483525078
2, 1, 4.083299323520448
7, 0, 11.46566071310279
3, 1, 6.84797152352208
4, 1, -5.41614541226102
8, 0, 1.385717042361127
5, 1, -3.865419973834903
9, 0, 6.968661168912027
6, 1, -7.569668020506229
7, 1, -4.472404552267654
10, 0, 3.262376575357017
8, 1, -3.083130988224112
11, 0, -2.631286348579692
9, 1, -1.292489780501817
12, 0, -6.607577835351118
10, 1, -5.696876893713704
-1, 2, 0.1065429317570415
0, 2, 2.114742484953013
1, 2, -5.989547540455604
13, 0, 6.899109646057014
2, 2, -1.866506662582839
11, 1, 2.842985495360802
3, 2, -0.8256807634950666
4, 2, -1.483047808421615
14, 0, 3.125821986342675
12, 1, -5.177698530799084
5, 2, 1.28165885714825
6, 2, 6.413219909760147
13, 1, -1.920326719318306
15, 0, 9.832492763345069
7, 2, 0.5594041009794087
8, 2, 1.377030840609457
14, 1, 3.83000098387325
16, 0, 7.381373401394427
9, 2, 4.652546306115063
15, 1, -1.461942423215708
10, 2, 2.050898195104901
17, 0, 6.665929318030277
11, 2, -3.713697426637385
16, 1, -3.868212661506241
18, 0, 3.840269667530387
12, 2, -3.983448953062954
17, 1, 3.922650826041379
13, 2, -0.950200502510578
19, 0, 3.107283552577141
-1, 3, 1.16290295427749
0, 3, 5.747857173957403
1, 3, 4.696106809843587
2, 3, 0.4669329706463782
18, 1, -6.248821677170483
3, 3, 2.31964672230689
14, 2, -4.160069735175151
4, 3, 7.07769756043318
20, 0, -3.746432315518183
5, 3, -0.1392565635706993
15, 2, -1.670502937393136
19, 1, -5.923130809818235
6, 3, 5.12465438504154
7, 3, 7.655484227147691
21, 0, 9.466550838091896
16, 2, 0.8785924587913145
8, 3, 2.231351303395402
20, 1, -3.326663252233153
9, 3, 7.42753781429959
22, 0, -1.469869855134926
17, 2, -1.006030971638041
10, 3, 3.538481304433232
21, 1, -8.337840464665886
11, 3, 0.667218490295228
18, 2, 2.676928816545383
23, 0, 7.96874446700406
22, 1, -4.37149270685764
12, 3, -3.662433740436875
19, 2, 7.201821916311296
24, 0, -4.585013568710719
13, 3, -6.770590547515027
23, 1, -2.713382553702779
20, 2, -2.868965290780737
14, 3, -7.588511630222698
25, 0, 12.08146053301948
15, 3, 0.4181581769678207
24, 1, -5.309850185803747
21, 2, 4.252752224251246
-2, 4, 0.04872047896527478
-1, 4, -3.998633752135078
0, 4, -3.82399665408432
1, 4, 2.566819456840721
2, 4, -3.951814150717445
16, 3, -0.09486284810005317
26, 0, 4.029772905912506
3, 4, 2.051476048373591
4, 4, -1.329850464486166
25, 1, -3.716966361262984
22, 2, 3.168934592726216
5, 4, -9.238709618717051
17, 3, -0.6148221981048342
6, 4, -3.520186513039746
27, 0, 11.49021174994416
7, 4, -6.276237653539648
23, 2, -3.286703988370025
26, 1, 1.342304749279581
18, 3, -7.942547496065551
8, 4, -0.2148902942369499
9, 4, -1.173696171107571
28, 0, 0.7372726479572818
19, 3, 5.417665408588259
24, 2, -2.481574440724878
10, 4, -2.998814851686837
27, 1, -6.543296812081817
11, 4, 0.3823649597612239
20, 3, 5.44868615870112
25, 2, 6.212135870975397
29, 0, 8.747346058665588
12, 4, -5.387774244339364
28, 1, 0.2450616544725561
21, 3, 2.306606470810801
13, 4, -4.129136725423077
26, 2, -5.005992792451941
30, 0, 2.243398483510322
14, 4, -2.303207042848474
29, 1, 0.5985080981348624
22, 3, 2.015337458866568
15, 4, 4.630438804670915
27, 2, -1.110544405987098
31, 0, 11.13643204420332
23, 3, 0.4197561957029195
30, 1, 0.7618218544374439
16, 4, -0.4779624497716484
28, 2, -0.07373936802654826
17, 4, -5.272667160032048
24, 3, 6.532646654889443
-2, 5, -0.2164752395729127
-1, 5, -6.200771920712595
32, 0, 0.7951938065648616
0, 5, -2.371643224309138
1, 5, -1.444099720771066
31, 1, -0.7280556071984469
2, 5, -0.0965149518659832
3, 5, -5.797251596023503
18, 4, 3.632124790196367
4, 5, -2.656937320752224
29, 2, 2.64529505308872
25, 3, 7.658244076660383
5, 5, 0.948952091351981
33, 0, -2.480051575715765
6, 5, -0.422294064521549
19, 4, 7.133341926563346
32, 1, 0.9764893204843138
7, 5, -1.328489940070348
26, 3, 4.267496371294319
30, 2, 0.5579671174527142
8, 5, -3.979560666062079
20, 4, -3.755677531935808
9, 5, 1.199935107383957
34, 0, -0.6875433268266686
33, 1, -3.624467070291651
10, 5, 10.50207963980262
27, 3, -0.5790821968611869
21, 4, 1.077125657069297
31, 2, 2.545899631108997
11, 5, -2.699293534648693
35, 0, 16.14965169283133
22, 4, -6.878745361046028
12, 5, -2.814518273494866
34, 1, 2.297509096997209
28, 3, 7.622110318950422
32, 2, 1.629081896023697
13, 5, -5.467745163010707
23, 4, 3.019496997219688
14, 5, 16.78903040236996
