d = 43, symClass = D, D = 12.546875
[7.331153231049671, 7.331153231431903], 7.331153231049675
1, 0, 1
2, 0, 0.5203770236752218
3, 0, -0.2887539410809188
0, 1, 0.8862058096826011
1, 1, 1.569507491198024
4, 0, -0.7292077532304089
2, 1, 0.6960242542799826
3, 1, -0.101903930194815
5, 0, -0.3324347665980343
4, 1, -0.7598306021864667
6, 0, -0.1502609164345272
5, 1, 1.17079237503039
-1, 2, -1.614447941087427
0, 2, 0.4611611416064457
1, 2, 1.442522095220559
7, 0, 1.391541298526697
2, 2, 0.816735636905861
6, 1, -1.816986902674893
3, 2, -0.8683460302076824
8, 0, -0.8998399839422703
7, 1, 1.206069974814103
4, 2, 0.3621950298481472
5, 2, 0.2432216174206982
9, 0, -0.9166211615100148
8, 1, -0.1173542225159357
6, 2, -0.05302846389575329
-1, 3, 0.2166419178151689
0, 3, -0.2558954201549965
10, 0, -0.1729914144081885
9, 1, 1.854335039985586
1, 3, -0.1425120979860394
7, 2, -1.382421492970463
2, 3, 0.6411934125154142
3, 3, -0.453201473639565
11, 0, 0.7853607371151825
10, 1, -0.2146392628845435
8, 2, -0.3953983872631355
4, 3, 0.6873627618573823
5, 3, -0.2443083693433537
11, 1, 1.39090665704056
9, 2, 1.390906657040649
12, 0, 0.2105616126123302
6, 3, -0.2009797465114024
10, 2, 0.6092534514597131
12, 1, -1.048737620130148
13, 0, 2.463353764926439
7, 3, 1.463353764926775
-2, 4, -0.84012161446144
-1, 4, -0.7379714902050752
0, 4, -0.6462281473804835
1, 4, -0.2380926295098766
11, 2, 0.6168207378221799
8, 3, 0.6168207378214421
2, 4, 0.750655354496167
13, 1, 1.367276410838728
14, 0, 0.7241261192491383
3, 4, -0.9930151266395932
9, 3, 0.02942516145561853
4, 4, -1.144497031335915
12, 2, -0.9455182364709279
14, 1, 1.0924152811488
5, 4, 1.092415281149192
15, 0, 0.09599184900754443
10, 3, -1.093321811735352
6, 4, -0.451867322719274
13, 2, -0.4617736527808197
15, 1, -0.580668921237749
11, 3, -0.09030785496833646
7, 4, -0.09030785496819674
16, 0, 0.2609517006029645
14, 2, 0.6276111038377964
-2, 5, 1.259337401967765
-1, 5, 0.5317343893413186
8, 4, -0.5075462826579825
0, 5, -0.2946056214998808
12, 3, 0.2194040809354891
1, 5, 1.924556673819589
16, 1, 0.3080464694588919
17, 0, 0.4844497625464009
2, 5, -0.515550237453584
9, 4, -1.287319133327151
15, 2, -0.1599389818234607
3, 5, -0.1599389818235073
13, 3, 0.826018859892252
4, 5, 1.140117807186453
10, 4, 0.126566941366707
17, 1, 0.6623358585565047
18, 0, -0.4769885918645908
5, 5, -0.5217588565097412
16, 2, -0.06106844102885548
14, 3, 0.04487437445377668
11, 4, -0.6733662940324605
6, 5, -0.6733662940325861
18, 1, 0.6552081451261886
7, 5, 0.8655479639690442
19, 0, 1.905738510531426
17, 2, -0.5409545086651735
12, 4, 0.07430913598215259
15, 3, -0.3380709124776462
8, 5, -0.1380401665283928
-3, 6, 0.4661782056588689
-2, 6, 0.1127354763961646
-1, 6, -0.07092760702184268
19, 1, -0.07092760702201552
0, 6, -0.1331620971122826
13, 4, -0.843444865743773
20, 0, 0.2424140092462768
9, 5, -1.190814226956632
1, 6, -1.192559822173084
16, 3, -1.192559822172912
18, 2, 0.964953349004811
2, 6, -0.07416002138757591
3, 6, -0.4165339400914169
10, 5, -0.2313826605177618
14, 4, -0.7193803819768958
20, 1, 1.475706854677486
4, 6, 0.333662319604364
17, 3, -1.845566682782322
21, 0, -0.401813034122761
19, 2, 0.295337465509702
11, 5, 1.037563004683145
5, 6, 1.037563004685573
15, 4, -0.8723532955200314
6, 6, -0.2358356339764858
21, 1, -1.430733144823487
18, 3, 0.5246621290398673
12, 5, 1.340706474993866
22, 0, 0.4086836828920208
20, 2, -0.1116933407835206
7, 6, -0.8651049481196171
16, 4, 0.5540743662559723
8, 6, 0.3576877882003965
13, 5, -0.8495929565475705
22, 1, 1.278371461380478
19, 3, 1.278371461380212
21, 2, -0.5288605282659704
-3, 7, -0.5288605282662946
23, 0, 0.01038441098873065
-2, 7, -0.989615589011134
9, 6, 0.250738338444476
17, 4, 1.837567403247872
-1, 7, 1.83756740324805
0, 7, 1.233191983168352
14, 5, -0.4697710869433215
1, 7, -1.013356937776539
10, 6, -0.1271324620974288
2, 7, -1.015360652975114
20, 3, -2.533888137685322
23, 1, 1.39301413126078
3, 7, 1.290152290093326
22, 2, 0.7237958664009538
18, 4, 0.7237958664009532
15, 5, 0.03387640924957663
24, 0, 0.2598323417060325
11, 6, -1.610224349268108
4, 7, -1.610224349268296
5, 7, 0.3016758836666909
21, 3, -0.3482574584475022
24, 1, 2.264049234667438
16, 5, 2.264049234667628
12, 6, -0.1045852423086224
19, 4, 1.040318361854359
6, 7, 0.7583935440511728
23, 2, -0.0163416079385516
25, 0, -0.8894871259568399
7, 7, 2.184034492349614
13, 6, 0.4212034212547201
22, 3, -0.7695332967849448
17, 5, -0.7695332967847086
20, 4, -0.853750877296243
8, 7, 1.223712679217974
25, 1, -0.7054091138688888
24, 2, -0.545738961379603
26, 0, 1.281872700452024
14, 6, 0.7614956767768378
9, 7, -0.2726085630619253
-4, 8, 1.177267955828224
-3, 8, -2.851774555156718
18, 5, -2.85177455515653
-2, 8, -0.3840234076304624
23, 3, 0.8148998897481098
-1, 8, 0.8148998897479657
21, 4, -1.167767540303197
0, 8, -0.7974434215545019
10, 7, 0.8956414553411296
15, 6, -0.07023120058648036
1, 8, 0.07742972464499021
26, 1, 0.07742972464508159
25, 2, -0.8978578365127386
2, 8, -0.1238979339033971
27, 0, 0.5534319139454588
19, 5, -1.123694924269804
11, 7, 1.068826218564033
3, 8, 1.068826218563883
24, 3, 0.03388649425421673
22, 4, 0.3209793396892497
16, 6, 0.3209793396893802
4, 8, -1.051898296042097
27, 1, -1.362875599362751
12, 7, -1.362875599362818
5, 8, 1.102646718492312
26, 2, 0.7114992292128908
20, 5, 0.2525941088917873
28, 0, -1.014722703826487
17, 6, -0.3643654551848586
6, 8, -0.5167422560646863
23, 4, 0.6071636911725407
25, 3, 1.004030365609163
13, 7, 1.004030365609442
7, 8, 0.4282827191475764
21, 5, 0.2500047277183442
28, 1, 0.1540107759058905
27, 2, -1.65224088246372
18, 6, 0.01531217793953626
8, 8, -1.412305595677011
14, 7, 0.9685464946072102
29, 0, 1.828821166984311
24, 4, 1.324960936949361
26, 3, -0.8894771981450976
9, 8, -0.9512794081713078
22, 5, 0.215544410398546
15, 7, 0.2155444103984792
-4, 9, 1.892935860379884
19, 6, 1.89293586038008
-3, 9, -0.06255620757257702
-2, 9, -0.4932562558791709
29, 1, 1.374426184696355
-1, 9, -0.6946611153232527
28, 2, 0.5684678126211103
10, 8, 0.5684678126212874
0, 9, -0.8123149986083041
30, 0, 0.04995195268323988
1, 9, -1.264666953971407
25, 4, -1.2646669539715
16, 7, 1.632752064777078
27, 3, -0.535446550880562
2, 9, -0.1039999937848101
11, 8, -0.1039999937851478
20, 6, -0.5689395503104442
23, 5, -0.7435654622825901
3, 9, 0.04115092994544838
30, 1, 0.1221947469990222
4, 9, -0.1193083444581005
29, 2, -0.1193083444577715
12, 8, 0.6332046577146851
17, 7, -0.9198349913687675
26, 4, -0.2402963990454094
5, 9, -0.4226574559801984
31, 0, 0.577342544019649
21, 6, 0.3991796543305155
28, 3, -1.563864916068854
24, 5, -0.35077363547943
13, 8, 0.5913026770390414
6, 9, -0.1851471248586472
18, 7, 0.1645185902918591
7, 9, -0.6043898981323658
31, 1, -0.6043898981324722
30, 2, -0.302166764974555
22, 6, -0.04699413278224562
14, 8, -0.04699413278240235
27, 4, -1.524337983753511
32, 0, 1.035633253225467
25, 5, -0.3892120899270321
29, 3, 0.3817381505628212
8, 9, 0.3817381505629139
19, 7, -0.01478015593960937
15, 8, 0.07562855671813073
9, 9, -1.438643779580836
23, 6, -1.866361024718103
32, 1, 0.1919893261886071
31, 2, 0.1919893261889934
28, 4, -0.8794755765740274
-5, 10, 0.536698624478978
-4, 10, 0.6553302490392545
20, 7, -0.1841883313635599
-3, 10, -0.1841883313638085
26, 5, -0.1469986708962877
10, 9, -0.1469986708969991
-2, 10, 0.2767023589107728
16, 8, -0.6263104537953607
33, 0, -0.226776008011926
30, 3, 0.06197793306867729
-1, 10, 1.355838742650473
0, 10, -0.1533059964743667
11, 9, 1.6433224855337
1, 10, 1.643322485533131
24, 6, 0.114172842619742
2, 10, 1.001495073815153
21, 7, -0.141803527348244
17, 8, -0.2612927684915378
32, 2, 0.1603003049321027
33, 1, -0.1262950491857771
29, 4, -0.1262950491851224
27, 5, 0.8394539548305389
3, 10, 0.8394539548308179
12, 9, -0.1984787064387044
31, 3, -0.7889014489220599
34, 0, 0.2520965255542721
4, 10, -0.268280498120792
25, 6, 1.147954778490433
18, 8, -0.6698912991196575
5, 10, -0.4795444960408919
22, 7, -1.225109958498751
13, 9, -1.225109958494653
30, 4, -0.08322857133384721
6, 10, -0.08322857133822378
33, 2, 0.568229327307347
28, 5, 0.5682293273069436
34, 1, 1.205267565861983
14, 9, -0.3886230500066585
19, 8, -1.018748692535635
32, 3, 0.1851581064973993
7, 10, 0.1851581064982304
35, 0, -0.462596706783467
26, 6, 0.4298412358100139
23, 7, 1.493179315830325
8, 10, 0.5932911111408308
15, 9, 0.07054500448771728
31, 4, 0.3400211129190118
29, 5, 0.3400211129193731
20, 8, -0.1773590891765144
34, 2, 0.344664362748372
35, 1, -0.8896038753543623
9, 10, -0.8896038753546515
24, 7, 1.675350568616021
33, 3, -0.4016297788959639
27, 6, -0.4016297788962336
16, 9, -0.5149522914786152
36, 0, 0.6684072577499872
10, 10, -0.2715113208259369
-5, 11, -0.7162927442998157
-4, 11, -1.565731112094196
-3, 11, -0.8389971549938532
21, 8, 2.910392736448317
-2, 11, 2.910392736447963
-1, 11, 1.487309129740591
30, 5, 0.6040296169015952
32, 4, 0.0855756089339143
0, 11, -0.1902145617543216
11, 10, -1.076420371437519
17, 9, 1.226706951274958
35, 2, -0.2236738053761082
25, 7, -0.2236738053763302
36, 1, 0.1692881448898979
1, 11, 0.1692881448899851
28, 6, 0.02335159341743847
34, 3, 0.08848787324744346
2, 11, 0.08848787324711646
22, 8, -0.3504043479315129
12, 10, -0.3504043479317018
37, 0, -1.277142549700324
3, 11, -0.9088898053509956
18, 9, -0.6379905603978343
31, 5, -2.169720889210805
4, 11, -2.169720889211064
33, 4, 0.6091448729174498
26, 7, 0.6091448729174851
13, 10, -0.01158191090289097
29, 6, -0.08168138521367276
5, 11, -0.08168138521339841
36, 2, 0.3409552644484922
37, 1, 1.006357864250167
23, 8, 1.006357864250127
19, 9, -1.15095881212734
35, 3, -0.524941299329307
6, 11, -0.07378173978940299
14, 10, 0.4504112733381775
38, 0, 0.9917025340135879
27, 7, -1.096072432279257
7, 11, -1.09607243227939
32, 5, -0.01784161833112744
34, 4, -0.2815002971626598
20, 9, -0.1863142521482019
24, 8, 0.09169723091011243
15, 10, 0.2886684098777534
30, 6, -0.1759243352258779
8, 11, 1.201185797641823
37, 2, -0.9581935835447261
38, 1, -0.01196961093976422
36, 3, 0.3028271209722193
9, 11, -1.161508405731726
16, 10, -0.0718329310057491
28, 7, -1.057335662827123
39, 0, -0.7113031078991998
21, 9, -0.4225491668183508
33, 5, -0.2165074962663356
25, 8, -0.2165074962660285
35, 4, -0.1229032705232808
10, 11, -0.1229032705234053
31, 6, 1.49081621794332
-6, 12, 0.2425884271633669
-5, 12, -0.8416712271359099
-4, 12, -0.1579769661457007
-3, 12, 0.2130921762020707
17, 10, -1.090067814995756
-2, 12, -0.03690909703838831
38, 2, -0.03690909703840099
39, 1, -0.08123622479501805
22, 9, -0.3368779310020907
11, 11, 1.23262956019604
-1, 12, -0.3368779310021494
37, 3, 1.259620513861615
29, 7, 0.189596823522218
0, 12, 0.1866009243931246
26, 8, -0.4389093288694343
1, 12, 1.614140168216625
40, 0, 0.2991380950372141
34, 5, 1.767865601240167
18, 10, -0.619672363173995
12, 11, -0.8794081388109042
2, 12, -0.6205807308174535
32, 6, -0.6205807308173834
36, 4, -1.35219548824532
23, 9, 1.268074486470026
3, 12, 0.06875018511341922
39, 2, 1.380602252424614
13, 11, 1.380602252424545
4, 12, 0.1039209267802776
30, 7, 0.1507880292932085
27, 8, 0.150788029293425
40, 1, 1.078821003906055
19, 10, 1.078821003906373
38, 3, -1.777357867311219
5, 12, -1.910711675224431
35, 5, -0.4009395905782519
41, 0, 1.370754785429694
14, 11, 0.3707547854298219
33, 6, -0.1781094189869088
24, 9, -0.1781094189868684
6, 12, -0.2167546920042447
37, 4, 0.125320689631145
20, 10, -0.1204062202107129
28, 8, 1.008072470907577
31, 7, 1.290662163392202
7, 12, 1.29066216339224
15, 11, 0.3360896844524447
40, 2, 0.7679239408545284
41, 1, 1.421810069084733
39, 3, -0.3948064521766309
25, 9, 0.2382964474071827
8, 12, -0.4675632077266935
36, 5, -0.09919187672650348
21, 10, -0.09919187672637031
34, 6, -0.9603904973790715
16, 11, -1.890183339308163
42, 0, -0.2090942707728937
38, 4, 0.153686831280859
9, 12, 0.2867370313699302
29, 8, -1.695370279315131
32, 7, -0.6975582239032798
26, 9, 1.202279342062887
22, 10, 0.5399239482530478
10, 12, 0.5399239482530274
41, 2, -0.3834438158470252
17, 11, -0.3834438158468377
42, 1, -0.02478523872344873
-6, 13, -0.02478523872347498
-5, 13, -0.9621988887462719
40, 3, -0.9621988887460952
-4, 13, 0.9320315970776299
37, 5, 0.6597958870391336
-3, 13, 0.6597958870392665
35, 6, 0.5179791125329629
11, 12, -0.9293973717925483
-2, 13, -0.9293973717926495
30, 8, -0.4539526115147256
-1, 13, 0.9162934461982708
43, 0, 1.606442154479541
39, 4, 0.446286166795616
18, 11, 0.4462861667957042
33, 7, 1.296832608099797
23, 10, 1.296832608099946
0, 13, 2.183038417782565
27, 9, 0.09340729885736028
12, 12, 0.3304780283535694
1, 13, -0.8051133758495389
2, 13, 1.3957697039282
42, 2, -0.7445206555761212
19, 11, -1.145183397805827
43, 1, -0.6539946220006079
41, 3, -0.6539946220006623
3, 13, -0.108118103737837
36, 6, 0.2730221171448293
38, 5, 0.0119588564991757
13, 12, 0.01195885649917251
31, 8, 0.402692221518065
24, 10, 0.6976728450789541
4, 13, 1.688893869897872
28, 9, 1.688893869897811
34, 7, 0.8686556467665557
44, 0, -0.5726911385871095
40, 4, 0.156516614643386
14, 12, -0.4501807380695562
5, 13, 0.0436579054383129
20, 11, -0.8508304713853281
6, 13, -0.5568571472859442
25, 10, -0.0808553216189602
43, 2, 0.6377011702101922
