d = 43, symClass = D, D = 13.562500
[7.000394848124377, 7.000472334197156], 7.000441364709057
1, 0, 1
2, 0, 2.048628156770716
3, 0, 0.8391710144468016
0, 1, 1.16111062047015
1, 1, 2.463228610697393
4, 0, 0.9477811227476008
2, 1, -0.9131189885658487
3, 1, -0.6909115868648837
5, 0, 1.463794179361666
4, 1, 0.2652145446376913
6, 0, 1.838760645063397
5, 1, -0.2263477618308875
-1, 2, -0.5306965888808786
0, 2, 1.553844395143569
1, 2, -1.699965158344604
7, 0, 1.595030502478101
2, 2, 3.470469266145688
6, 1, 0.207111340686138
3, 2, 0.1965035430354103
8, 0, 1.022884875878431
7, 1, -0.9236827320664287
4, 2, -2.566257329310565
5, 2, -2.01189666418757
9, 0, 0.2425629719362111
8, 1, 1.039053048501021
6, 2, -0.8187210637768401
-1, 3, -0.4741092442713954
0, 3, 0.9012111234128486
10, 0, 3.067684672736138
9, 1, -1.073064813270681
1, 3, -1.896315101186217
7, 2, 1.180436930763718
2, 3, 0.9418540381587013
3, 3, 2.70930527085662
11, 0, 0.8577723762671846
10, 1, -0.2157982363967465
8, 2, 0.3316194296272733
4, 3, -1.446198033541311
5, 3, 0.6697398966005574
11, 1, 2.074330607767297
9, 2, 2.318877763592071
12, 0, 1.516615007124132
6, 3, -1.221936199997477
10, 2, -0.9239412294893566
12, 1, -1.527494851017767
13, 0, 3.971497842083733
7, 3, 3.401601785756078
-2, 4, -4.7156797138864
-1, 4, -3.034104081902129
0, 4, 6.799934354639507
1, 4, 2.620146826494656
11, 2, -1.584396628725563
8, 3, -0.7663417553746426
2, 4, -5.026730141873749
13, 1, -2.508217260894485
14, 0, 2.63308215644803
3, 4, 0.7563931385844351
9, 3, 0.2754918814955809
4, 4, 3.171808826040312
12, 2, 0.926025972889007
14, 1, -2.017180736178574
5, 4, -2.359688744436764
15, 0, 1.511543937962881
10, 3, 1.643904049236116
6, 4, 1.148985643639492
13, 2, 0.3344097500384382
15, 1, 0.3102564954003865
11, 3, -0.6784054459298816
7, 4, -0.7416255475167662
16, 0, -0.1775889752640367
14, 2, -0.490080632378017
-2, 5, 1.722117719022309
-1, 5, 1.005669323800106
8, 4, -0.8476165934795298
0, 5, 1.503159192336141
12, 3, 0.2383997370046578
1, 5, 1.88905429750028
16, 1, 2.172294923179412
17, 0, 0.1285054013685532
2, 5, -0.9461134709770646
9, 4, -0.4648737158543961
15, 2, -1.32403617034626
3, 5, -1.027274560684003
13, 3, -1.245224906706733
4, 5, -2.312953017693717
10, 4, -2.006704044021451
17, 1, -1.131478896240737
18, 0, 0.7075114545715442
5, 5, 3.422259356872104
16, 2, 1.815725041699628
14, 3, -0.823808416521889
11, 4, 0.4385727255219536
6, 5, 0.2769094608112262
18, 1, 0.4902898772634405
7, 5, -1.014082568153921
19, 0, 0.6942436204570182
17, 2, 1.481921086329651
12, 4, -1.392484509145449
15, 3, -0.08277426526713888
8, 5, -1.382902425030009
-3, 6, -0.8856977163799337
-2, 6, -1.770061284910073
-1, 6, 0.2537267511568185
19, 1, 0.7320153425367548
0, 6, 2.11094864215133
13, 4, 2.583727305745666
20, 0, 2.883663062732957
9, 5, -0.4275379877781167
1, 6, -0.395361898196196
16, 3, -0.3409889115527411
18, 2, -2.075934305228006
2, 6, -3.608622651485755
3, 6, -0.09089312775635361
10, 5, -2.436605416064626
14, 4, 3.459905991942233
20, 1, 3.460496833510782
4, 6, 1.116078409168394
17, 3, 0.8238104014919306
21, 0, -5.040423035622272
19, 2, -5.662452630103532
11, 5, 9.624552964326915
5, 6, 10.64127206975698
15, 4, -4.599018060320343
6, 6, 5.123233394215728
21, 1, -0.9061831618646164
18, 3, 1.649516193091058
12, 5, -0.8350858692118671
22, 0, 2.540744722641586
20, 2, 1.52858758295435
7, 6, -0.01498004028942927
16, 4, 0.1122597686258293
8, 6, -3.102780156711018
13, 5, 2.031693848032993
22, 1, -2.369424075633202
19, 3, -2.425879824266
21, 2, -0.9245080586678945
-3, 7, -0.3167705235541607
23, 0, 0.01574876640341935
-2, 7, -0.774379065535278
9, 6, 1.894490613734118
17, 4, -0.7854583743824769
-1, 7, -1.171495767483924
0, 7, 1.373275874359413
14, 5, 1.421674545026207
1, 7, 0.4606422074486859
10, 6, 0.2233186933206614
2, 7, -1.522069220571747
20, 3, -1.216924066651287
23, 1, 0.6893384688264361
3, 7, 1.070881612230825
22, 2, 4.017405418241701
18, 4, 3.844926158363949
15, 5, -0.311492969565181
24, 0, 1.069658686032761
11, 6, 0.4761314255176763
4, 7, 0.7964755078575599
5, 7, 1.8535530083959
21, 3, -0.4764503880094961
24, 1, -4.039470014908018
16, 5, -3.805108476695825
12, 6, -2.371133104393328
19, 4, -1.435354619360374
6, 7, 0.6344124961696117
23, 2, -1.325893327102462
25, 0, 0.459649473053035
7, 7, 2.571386198296086
13, 6, 0.2754431901044863
22, 3, 0.330996669413128
17, 5, 0.3980095700186433
20, 4, -0.9860891839138372
8, 7, 0.6662278347431064
25, 1, 0.925671904217175
24, 2, -0.4893380248312084
26, 0, 6.018037674919042
14, 6, 4.027433598399613
9, 7, -1.033250322253462
-4, 8, -0.4332649599908165
-3, 8, 1.05634328654527
18, 5, 0.9109342035928185
-2, 8, -3.253838187001538
23, 3, 0.5515594606604969
-1, 8, 0.397644972264339
21, 4, 0.5429939325859012
0, 8, 0.7262768538273591
10, 7, 0.5468404949684367
15, 6, -1.767745649840003
1, 8, -0.2754754987957853
26, 1, -0.09404334323555709
25, 2, -1.482519507529811
2, 8, 0.5684853014178276
27, 0, -1.134086266962274
19, 5, -0.3494858011277327
11, 7, -0.4465615635899631
3, 8, -0.8905891926426898
24, 3, 1.089231264219483
22, 4, -1.560089424422813
16, 6, -1.493323212932766
4, 8, -3.384192110461252
27, 1, 0.7619356876354765
12, 7, 0.8317463726460919
5, 8, 1.813548183663172
26, 2, -2.342659691660996
20, 5, 0.4735486530325598
28, 0, 1.606193507710504
17, 6, -0.13145017584596
6, 8, -0.2351513958140528
23, 4, 1.123096978159962
25, 3, 1.559216444334648
13, 7, 1.574940588627984
7, 8, -0.9560572657593772
21, 5, -1.220282716739264
28, 1, 1.198395329561868
27, 2, 1.221692119793431
18, 6, -0.701732916779999
8, 8, 1.302359529579813
14, 7, -1.108658594074534
