d = 43, symClass = D, D = 14.578125
[2.026129034648399, 2.026129035887369], 2.026129035267043
1, 0, 1
2, 0, -1.313894944306023
3, 0, 1.744409025598303
0, 1, -1.084335650918561
1, 1, -0.08449228486016523
4, 0, 0.7263199246725921
2, 1, 0.9948724339592231
3, 1, -0.1413978398691397
5, 0, 1.464150756103247
4, 1, -0.2872640726462325
6, 0, -2.291970199532677
5, 1, 0.4432755779394041
-1, 2, 1.570765401393604
0, 2, 1.424703129673075
1, 2, -0.6586064260588756
7, 0, 0.1652428303011761
2, 2, 0.1110139859118564
6, 1, -1.615683729073823
3, 2, -0.5604729262808178
8, 0, 0.3595868673322118
7, 1, -0.2149569131495058
4, 2, -1.307157861203777
5, 2, -1.549565318991665
9, 0, 2.042962848588028
8, 1, 1.764520594313122
6, 2, 0.1857819069397198
-1, 3, 0.7694625307690498
0, 3, -1.891524896241122
10, 0, -1.92374027614596
9, 1, -0.7050092090322494
1, 3, 1.095338070855591
7, 2, 0.1006474460297196
2, 3, 0.002539010266990807
3, 3, -0.1473891043044343
11, 0, 1.175783803853131
10, 1, 0.1757838038529785
8, 2, 0.3774348127306391
4, 3, 1.593645305462417
5, 3, 1.101690594205939
11, 1, 0.09161799670132108
9, 2, 0.09161799670132184
12, 0, 1.266999032068732
6, 3, 1.735464453115955
10, 2, -0.582417540788769
12, 1, -1.43539682237737
13, 0, 0.00713894620077667
7, 3, -0.9928610537994287
-2, 4, -2.063820719581911
-1, 4, -1.284495457711233
0, 4, -0.7875745882949299
1, 4, 0.6078284654443021
11, 2, -1.078775648258195
8, 3, -1.078775648258213
2, 4, 0.8653396534861915
13, 1, 0.2673356480000972
14, 0, -0.2171117193154952
3, 4, -0.680170926524063
9, 3, -0.2466556680682296
4, 4, -0.06136842997554239
12, 2, 2.122838683227539
14, 1, -0.08405904509010456
5, 4, -0.0840590450901085
15, 0, 2.554077793781396
10, 3, -0.2458763836720768
6, 4, 0.7364025442603209
13, 2, 0.1714409657856439
15, 1, 0.4668918266362854
11, 3, 0.1533227187329957
7, 4, 0.1533227187329902
16, 0, -1.198779291696989
14, 2, 0.2824308014298788
-2, 5, 1.262116805117445
-1, 5, 0.9193708950023141
8, 4, 0.7225956712910618
0, 5, -1.587630863162231
12, 3, -0.5011060410542636
1, 5, 0.01127775166664429
16, 1, -0.173487061844888
17, 0, 0.9897711598511373
2, 5, -0.01022884014901995
9, 4, 1.30632354117211
15, 2, 0.01194702656468968
3, 5, 0.01194702656469863
13, 3, -1.329364152432935
4, 5, -1.331008520602273
10, 4, 2.03596603849445
17, 1, -0.4344859741245554
18, 0, -2.684238558161034
5, 5, -0.1237094427634063
16, 2, -2.3183946879859
14, 3, -0.6701796611671794
11, 4, 0.3114906751983094
6, 5, 0.3114906751983127
18, 1, -0.0298916024927043
7, 5, 1.348106920143487
19, 0, 1.710047339128483
17, 2, 1.020753068399681
12, 4, -0.1027000684027721
15, 3, 0.7732539189843328
8, 5, -1.114080308363963
-3, 6, 2.740057343287663
-2, 6, -1.010992929008145
-1, 6, -0.1406728131074762
19, 1, -0.1406728131074959
0, 6, 2.485264998197251
13, 4, -0.7338548465382818
20, 0, 1.063441866881017
9, 5, -1.856860629714355
1, 6, 0.02427159785605238
16, 3, 0.02427159785605672
18, 2, 0.9263080354372893
2, 6, -1.439159153600841
3, 6, -1.14887899393359
10, 5, 1.456643226406719
14, 4, -0.1322401704945537
20, 1, 0.3751987084185429
4, 6, -0.003335992752222241
17, 3, -0.3545689047561529
21, 0, 0.2882510845928417
19, 2, -1.136406575498466
11, 5, -0.4806595123413458
5, 6, -0.4806595123413555
15, 4, 1.002658919323026
6, 6, 0.1936537989903969
21, 1, -1.703236923960995
18, 3, -2.81841327950741
12, 5, 0.7425739554916267
22, 0, -1.544856395479383
20, 2, -0.2309614511731669
7, 6, 1.104272586833775
16, 4, -0.2086456196054442
8, 6, -2.093882509862148
13, 5, 0.2861116839149887
22, 1, 0.7141504276996361
19, 3, 0.7141504276996464
21, 2, -0.2857911071427171
-3, 7, -0.2857911071427337
