d = 19, symClass = H, r = 15.06012889669297, D = 16, Y = 0.1121176140583239

confident_r = 15.0601289
1, 0, 1.721949065528266e-14
2, 0, 1.806396902123609e-14
0, 1, 1
1, 1, 0.5799583055132698
3, 0, -6.487396874040987e-14
2, 1, -0.4592693596540456
4, 0, -9.508651996732789e-15
3, 1, 0.02225130456359151
-1, 2, 0.3063136028821756
0, 2, 0.5165732509192651
1, 2, -1.206921731198377
5, 0, 1.03709366700248e-15
4, 1, -0.7291828827096483
2, 2, 0.2995909472766424
5, 1, 0.9812433625797724
3, 2, 0.5583476935142166
6, 0, 6.131672264251497e-15
-1, 3, -0.5751351926498126
4, 2, -0.2372462661640396
0, 3, 0.2551613330022074
6, 1, 0.002069457848788085
7, 0, 5.160975290640848e-14
1, 3, 0.8928986200756366
5, 2, 0.4262999496012676
2, 3, 0.7611913052140141
7, 1, -0.9200637185739928
3, 3, 0.1479829343204143
8, 0, 1.448815487887116e-14
6, 2, 0.01149442873566423
4, 3, -0.7139410483751262
-2, 4, 0.1582334136416731
8, 1, 0.6978912072079998
-1, 4, -0.009195791253506131
0, 4, -0.7331520764347598
9, 0, -2.828039171206985e-14
7, 2, 0.6867586223328395
5, 3, -0.5713312767860421
1, 4, -0.5875565471917724
2, 4, -0.6234634822902068
9, 1, -0.1116793179814046
6, 3, -0.1171877820164491
10, 0, 3.79436258683477e-14
8, 2, -0.3766763722359725
3, 4, -0.2577844845974629
4, 4, -0.4251976359326655
10, 1, -0.2838810565511184
7, 3, 0.5961856106090246
9, 2, -0.3531822640833578
-2, 5, -0.3189243545907558
11, 0, 1.606997768609123e-14
-1, 5, -0.5453783481938346
5, 4, -0.5275452310889264
0, 5, -0.9958375546522228
1, 5, -0.7911613782815207
8, 3, 0.2357988416786891
11, 1, 0.6517062971430692
2, 5, 0.1910468735351548
10, 2, 0.5068840737507677
6, 4, 0.2884274831818553
12, 0, 2.140960163142312e-14
3, 5, 0.1222419630576553
9, 3, 0.005677672533551446
7, 4, 0.3918989419361986
12, 1, -1.019644761367056
4, 5, -0.8385211413914525
11, 2, -0.3158962116932854
13, 0, 2.187938648418013e-14
-3, 6, 0.07815938722822394
-2, 6, -0.2970994561849877
10, 3, -0.1704066800515943
5, 5, -1.157502566275925
-1, 6, -1.293050124528206
8, 4, 0.336714284673241
0, 6, 0.131809519297887
13, 1, 0.2529092196258508
1, 6, 0.2793324492034165
12, 2, 0.001069026568592294
6, 5, -0.05653859812235885
14, 0, 3.333356889878461e-14
2, 6, 0.4612475429137498
9, 4, -0.5387589945993035
11, 3, 0.722398841754563
3, 6, -0.3079597577619883
7, 5, 0.1818723623267797
14, 1, 0.93890183465655
13, 2, -0.5195230969323906
10, 4, 0.2202151508322477
4, 6, 0.3932110671058208
15, 0, -1.109293504879256e-14
12, 3, -0.1860592763546184
8, 5, 0.6225489296521693
-3, 7, -0.4244673420378902
5, 6, 0.1048838961901324
-2, 7, 0.1033748829503114
-1, 7, 0.4530906203034123
14, 2, -0.4752803061566059
15, 1, 0.01694462618280918
11, 4, -0.6341417635713632
0, 7, -0.1234282586919805
9, 5, 0.5991895421728167
6, 6, 0.07644402546255193
13, 3, -0.6448885442426435
1, 7, -0.7883204568018662
16, 0, 3.471836116798087e-14
2, 7, -0.6148075071957887
7, 6, -0.4421892585610879
12, 4, -0.01631359014428119
15, 2, 1.012405346274142
10, 5, 0.91662703569878
3, 7, 0.1465070498954835
16, 1, 0.1380006383700217
14, 3, 0.1757863273175673
17, 0, -1.46870885707598e-14
4, 7, -0.02578676592645977
8, 6, -0.368802848323848
13, 4, -0.01982367330300454
11, 5, -0.8656493253455726
-4, 8, -0.2245744539932628
5, 7, -0.4304144134385645
-3, 8, 0.2404803011477572
16, 2, 0.3605119296953908
-2, 8, -0.004750299782618081
17, 1, -1.105778866726789
