d = 19, symClass = C, r = 23.42653467674515, D = 16, Y = 0.1301668319840328
max of |f(z) - f(z^*)| for 100 points = 7.438494264988549e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 2.577937863179613e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -2.323863323994146e-12, 
confident_r = 23.426534676
1, 0, 1
2, 0, -0.7680360754811775
0, 1, 0.9809228209970633
1, 1, 0.5022792789467446
3, 0, -0.9590077768500944
2, 1, -0.3518797596812528
4, 0, -0.4101205867604943
3, 1, 1.370742184366305
-1, 2, 1.716304148237005e-14
0, 2, -0.7533841137887678
1, 2, 0.455805953960545
5, 0, 0.1187154134775869
4, 1, -0.8057037480334093
2, 2, -0.3857686061954495
5, 1, 1.143789810325198
3, 2, 0.1583953958555915
6, 0, 0.7365525692871049
-1, 3, -1.137218341382431
4, 2, 0.2702563496653427
0, 3, -0.9407126138257287
6, 1, -0.1621280066943714
7, 0, -0.2502934858657362
1, 3, 0.2451375660149834
5, 2, -0.713679512211162
2, 3, -0.02334573917510509
7, 1, 0.4589813265461141
3, 3, -0.4816897346586704
8, 0, 1.08302348140976
6, 2, -1.052779447777803
4, 3, 0.9093338389507349
-2, 4, 1.020796777548618e-15
8, 1, 0.1077127458634154
-1, 4, 0.4611965697962477
0, 4, -0.4022966429152438
9, 0, -0.0803040839403157
7, 2, -0.1656828245580107
5, 3, 1.004895303399865
1, 4, -1.684289277300823
2, 4, -0.3500754160589083
9, 1, 1.174325733919393
6, 3, 0.3374554260502891
10, 0, -0.09117772026715701
8, 2, 0.6188095446406778
3, 4, 0.7723444221369163
4, 4, -0.2059950725991054
10, 1, -0.08665413902065909
7, 3, -0.9808750633937112
9, 2, 0.9507072808766637
-2, 5, 0.4262835110958421
11, 0, -0.03717944250140259
-1, 5, -0.7151818269528002
5, 4, -1.464215728530992
0, 5, -0.8644721627104923
1, 5, 0.6275609642467466
8, 3, -0.9064612757696853
11, 1, -0.05705297505844443
2, 5, -0.005595578009511283
10, 2, -0.8784718370951068
6, 4, -0.12165337820913
12, 0, 0.3933088321488254
3, 5, 0.7319307217594444
9, 3, -1.31455241486363
7, 4, 1.604932078691923
12, 1, 0.6409544369211688
4, 5, 0.183070665135923
11, 2, -0.08746267963112221
13, 0, 0.6916168106530246
-3, 6, -6.878092565538384e-15
-2, 6, 0.8734247118803617
10, 3, 0.8726548883021303
5, 5, 0.05962829228583953
-1, 6, -1.682031483513179
8, 4, 0.1443131335088686
0, 6, 0.722501224077457
13, 1, -0.6307460264289466
1, 6, -0.3339268344095759
12, 2, 0.124520157988966
6, 5, 0.06492841554296691
14, 0, 0.1922344266004474
2, 6, -0.1882744941535571
9, 4, -0.5229267377494308
11, 3, 0.9571323490106414
3, 6, -0.4371214545820263
7, 5, 0.5130490244223894
14, 1, -0.8308772592692015
