d = 19, symClass = C, r = 21.55491921335864, D = 16, Y = 0.139451061860361
max of |f(z) - f(z^*)| for 100 points = 7.221279130220637e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 1.752264999765885e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.057271020206031e-12, 
confident_r = 21.55491921335864
1, 0, 1
2, 0, 0.4481650744449334
0, 1, -0.8898322398876345
1, 1, -0.2986351694499842
3, 0, -0.2158208609681741
2, 1, -0.3243286462172296
4, 0, -0.7991480660474931
3, 1, 1.100095113794915
-1, 2, -9.31324178199914e-15
0, 2, -0.3987917320344958
1, 2, 0.04490418210197668
5, 0, 0.2618058856890192
4, 1, -0.3217969445973558
2, 2, -0.1338378529504847
5, 1, 0.1035349956097044
3, 2, -0.4279354078686812
6, 0, -0.09672337222252159
-1, 3, 0.405964304410407
4, 2, -0.1453527718769812
0, 3, 0.1920443601302915
6, 1, 0.8480135681356556
7, 0, 0.03954309879501512
1, 3, 0.861177169935644
5, 2, 0.6041760959301475
2, 3, 0.02697992448295071
7, 1, 0.4764773930556538
3, 3, 0.06445169938756821
8, 0, -0.8063153269598017
6, 2, 0.4930242085717856
4, 3, -0.6902455981685304
-2, 4, 2.108999872288596e-16
8, 1, 0.1934356573323637
-1, 4, -0.0002762231084274304
0, 4, 0.711107713611277
9, 0, -0.9534213559706616
7, 2, -0.4668675850735311
5, 3, -1.423047578697359
1, 4, 0.5347526196993736
2, 4, 0.02012448611463943
9, 1, 1.282983026525679
6, 3, 0.069996887663365
10, 0, 0.11733225425007
8, 2, -0.1442181516323286
3, 4, -0.03268544095995387
4, 4, 0.2386537181168803
10, 1, 0.4109918292171752
7, 3, 0.4909062070966458
9, 2, -0.4644542990135205
-2, 5, -0.192599882426286
11, 0, -0.08271719446900544
-1, 5, -0.7069046640162504
5, 4, 0.3397272743207262
0, 5, 0.6568689222096129
1, 5, -0.6390976212828062
8, 3, 0.3926450315123912
11, 1, -0.7003361140208144
2, 5, 0.157993343997482
10, 2, 0.04640076901413197
6, 4, -0.191785703925974
12, 0, 0.1724728236568276
3, 5, -0.5351000416225172
9, 3, -0.2374234746064456
7, 4, 0.05693386769208424
12, 1, 0.1245987879574798
4, 5, 0.1514187240185191
11, 2, 0.3191300085405491
13, 0, -1.176657402568081
-3, 6, 1.431849888570429e-14
-2, 6, 0.1819390227073459
10, 3, 0.3847618305382168
5, 5, -0.07818444503546121
-1, 6, -0.1925620603849156
8, 4, 0.2591866103880684
0, 6, 0.086067574955658
13, 1, -0.09233130216826578
1, 6, -0.6212534157675087
12, 2, 0.3800500638941547
6, 5, 0.2092613373724763
14, 0, 0.01772183581369341
2, 6, 0.3859495304781665
9, 4, 1.482989816461801
11, 3, 0.8975119021546657
3, 6, -0.009691259242256164
7, 5, -0.7639332940344724
14, 1, -0.6911960867834277
13, 2, 0.03128416583429786
10, 4, 0.2707706250101587
4, 6, 0.01209145986408846
15, 0, -0.05650317165601309
12, 3, 0.06945049364016057
8, 5, 0.4921203064620768
-3, 7, -0.7316560013475794
5, 6, -0.9568042758051952
-2, 7, 0.5523753497757456
-1, 7, -0.9231977791463922
14, 2, 0.2135405263315459
15, 1, -0.6694258379768401
11, 4, 0.8631805821468718
0, 7, -0.03518672417650644
9, 5, -1.404076324331447
6, 6, 0.02888500065506848
13, 3, -0.2830746451283662
1, 7, -0.2539472199472215
16, 0, 0.4377856975114065
2, 7, 0.0606716363030001
7, 6, 0.4206276598225548
12, 4, -0.8791388826589329
15, 2, -0.4572550079648408
10, 5, -0.08491114847709216
3, 7, 0.6659909427605829
16, 1, 0.6376528672806764
14, 3, -0.6200630531141322
17, 0, 0.838004264104808
4, 7, 0.5824142546889386
8, 6, -0.3093439698884309
13, 4, -0.2222151740050495
11, 5, 0.02025526367285154
-4, 8, -5.507966196386371e-15
5, 7, 0.006608994039136448
-3, 8, 0.8545788858771939
16, 2, 0.08669110576888646
-2, 8, -0.0001237935522323118
17, 1, -0.9691850492885442
-1, 8, -0.6168973476369491
15, 3, -0.02234501189204769
9, 6, 0.09235738816606238
0, 8, 0.7174853734433738
6, 7, 1.075166951046792
18, 0, -0.4272901529779892
12, 5, -0.3151325326871126
1, 8, -0.191360818547119
14, 4, -0.209233746020518
10, 6, -0.6377602240485902
2, 8, 0.2396574476190246
17, 2, -0.5261645401468243
7, 7, 0.286826209435578
18, 1, -0.1909856439979746
16, 3, 1.288168160258329
3, 8, 0.4295652067453004
13, 5, 0.602626639608064
19, 0, -2.105772322362192
15, 4, 0.6088382537618132
8, 7, -0.619567319620572
11, 6, -0.3700782599305769
4, 8, -0.03588509028368992
18, 2, 0.5749881835965893
19, 1, -0.041390727054515
17, 3, -0.04188231150823415
5, 8, -0.02527641841553877
-4, 9, 0.318974150060281
-3, 9, -0.08761556569960781
9, 7, -1.134774644418229
14, 5, 0.4273037000698428
-2, 9, 0.3285059574314956
12, 6, 0.03137016037054285
-1, 9, -0.1305483945103804
20, 0, -0.2092216672282793
16, 4, 0.2571634059332823
6, 8, -0.01464847308171945
0, 9, 0.8483850607397918
10, 7, -0.3105391029991951
1, 9, -1.141406760916297
19, 2, -0.2166235521953258
18, 3, -0.1830190183897236
20, 1, 0.4364262466606652
15, 5, 0.2880113756091865
7, 8, -1.144440739431878
13, 6, -0.01051363353444021
2, 9, -0.2740721804944199
17, 4, -1.091631728893711
21, 0, -0.008534225625947276
3, 9, -0.1858599982639577
11, 7, -0.7509215160705344
