d = 19, symClass = C, r = 14.92779417001887, D = 16, Y = 0.1108755999341173
max of |f(z) - f(z^*)| for 100 points = 4.575007039875345e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -4.82058837292243e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.640909630395981e-13, 
confident_r = 14.9277941
1, 0, 1
2, 0, 0.0432396670400444
0, 1, 1.799208502896835
1, 1, -1.872257309613474
3, 0, 1.35612913991314
2, 1, -0.4182082871403638
4, 0, -0.9981303311954718
3, 1, 0.06826235176308923
-1, 2, -2.914632621537802e-15
0, 2, 0.07779717660135799
1, 2, 0.585354194498124
5, 0, 3.237151236891462
4, 1, -2.237151236890001
2, 2, -0.08095578268081184
5, 1, -3.36858127106301
3, 2, 3.368581271063681
6, 0, 0.05863857247380727
-1, 3, 0.3645532617288362
4, 2, -0.01808318708997342
0, 3, 2.439959079556676
6, 1, 0.2353123726272666
7, 0, 3.505347433397367
1, 3, -2.505347433397267
5, 2, -0.7524439062043136
2, 3, 0.7524439062035886
7, 1, -0.9538815079725383
3, 3, -2.539022694982102
8, 0, -0.08639849022355228
6, 2, 0.002951641362034779
4, 3, -0.2540122886522806
-2, 4, -1.405559633638741e-14
8, 1, 0.7829935225383716
-1, 4, -0.7829935225390297
0, 4, -1.795844578883234
9, 0, 0.839086244120316
7, 2, -0.8053333167732166
5, 3, 0.1228182037188981
1, 4, -0.122818203719002
2, 4, 0.02531052047125077
9, 1, 1.461616048739376e-13
6, 3, -0.5671444447432472
10, 0, 0.139973341641893
8, 2, -0.09673367460047003
3, 4, -1.039040767236325
4, 4, 1.86875680852531
10, 1, 1.053174243944768
7, 3, -1.053174243945629
9, 2, -0.1278046870596956
-2, 5, -0.1278046870594237
11, 0, 0.1748981714332104
-1, 5, -0.8251018285677486
5, 4, -2.22589302477656
0, 5, 4.025101527672249
1, 5, 0.1167526810492214
8, 3, 1.10006011595734e-13
11, 1, 1.399040892560403
2, 5, 1.347779817182402
10, 2, -0.1456563325581577
6, 4, 0.1456563325586757
12, 0, -1.353593627565039
3, 5, 0.4020257342896361
9, 3, 0.09257256438360187
7, 4, -0.09468356504199636
12, 1, -1.095933669363113
4, 5, 1.095933669361225
11, 2, -0.2004326543892143
13, 0, 1.443497528257889
-3, 6, 2.147551995000006e-14
-2, 6, 0.01576316165662021
10, 3, 4.188522755973373
5, 5, -6.060780065586534
-1, 6, 4.188522755973542
8, 4, 0.4174263761520293
0, 6, 0.1055030181923123
13, 1, -0.02854788120638007
1, 6, -0.02854788120653408
12, 2, 0.0101748286434575
6, 5, -0.3864198651962896
14, 0, 0.151570055879157
2, 6, -0.108330388839264
9, 4, -1.429280588308033
11, 3, -1.23314819866347
3, 6, 0.7938158803277852
7, 5, -1.21872986321869e-14
14, 1, 0.6559073282593035
13, 2, -0.6559073282602313
10, 4, -0.03253542397075692
4, 6, 0.03253542397028502
15, 0, 4.389995122651583
12, 3, -3.033865982737914
8, 5, -0.7544755121757021
-3, 7, 1.010521464332473
5, 6, 0.423376021668361
-2, 7, -0.423376021668089
-1, 7, -1.068358403188067
14, 2, -0.04124551879955553
15, 1, -4.507642404873943
11, 4, 4.507642404874911
0, 7, 6.306850907771593
9, 5, 0.154934625875062
6, 6, -0.1097864959385322
13, 3, -0.2447999750499645
1, 7, 0.2447999750543543
16, 0, 0.9943944892505433
2, 7, -0.1242872063358224
7, 6, -0.2804043307382774
12, 4, -0.06813472377202864
15, 2, 0.9355951868527862
10, 5, -1.353803473993927
3, 7, 0.9355951868530408
16, 1, 0.3175260454868742
14, 3, 0.5988071957289782
17, 0, 0.004659748667337697
4, 7, -0.9953402513328986
8, 6, -0.01098340678506991
13, 4, -0.682537509013559
11, 5, 0.6825375090130069
-4, 8, -5.727016978237443e-15
5, 7, -1.716231719898246
-3, 8, 1.71623171989715
16, 2, 0.03385637920903203
-2, 8, -0.03385637920897472
17, 1, -1.092633113624918
-1, 8, -1.320867044004613
15, 3, -4.568231221852161
9, 6, 4.568231221852188
0, 8, -0.1554488982476525
6, 7, 1.013365033612029e-13
18, 0, 0.03628180981486672
12, 5, -0.4405653096942468
1, 8, -0.4405653096941398
14, 4, -0.03482234447301438
10, 6, 0.005310618234920046
2, 8, -0.005310618234717837
17, 2, 2.818397735682665
7, 7, -4.690655045295714
18, 1, -0.8021902127830689
16, 3, 1.68861195834991
3, 8, 0.9311663428598088
13, 5, -1.610715146050603
19, 0, 1.000000000000184
15, 4, -0.4570210695839499
8, 7, 0.4570210695827761
11, 6, 0.1443896058532871
4, 8, -0.5842597760200279
18, 2, 2.708782498997741e-13
19, 1, -1.408768603463792
17, 3, 1.408768603463776
5, 8, 1.408768603464309
-4, 9, -1.408768603463653
-3, 9, 0.494381301281163
9, 7, 1.457865845507182
14, 5, 0.03995765392966056
-2, 9, -0.03995765392856956
12, 6, -0.02452313695322549
-1, 9, -1.353018288663402
20, 0, -3.231098836208361
16, 4, 2.232968505009125
6, 8, -0.04492777681806314
0, 9, 1.509691105078936
10, 7, -1.448962551202378
1, 9, 1.448962551200495
19, 2, 0.6613770982549056
18, 3, 0.3191139655000411
20, 1, -0.1527132046793853
15, 5, 0.2209755564409201
7, 8, -0.1527132046787954
13, 6, 1.785911625805199
2, 9, 1.785911625804897
17, 4, -1.568526292223408e-13
21, 0, 4.753703799949458
3, 9, -3.397574660035624
11, 7, 1.88040947335364
8, 8, 0.1617602048606969
4, 9, -0.3080598095909557
20, 2, 0.04553890364270897
14, 6, -0.04553890364322276
16, 5, -0.2106118535908397
19, 3, 0.6878246202991418
21, 1, 1.469682843473695
12, 7, -0.1524591951582256
9, 8, 0.1524591951586142
5, 9, -4.335589803086357e-13
-5, 10, -3.723115966658086e-16
18, 4, -0.005526232115504051
-4, 10, -0.005526232115669429
-3, 10, 0.5637384193526818
22, 0, 0.007562538698861581
-2, 10, -0.03567712834111572
-1, 10, -1.179286774846612
15, 6, -1.020411107352868
6, 9, 1.020411107352621
17, 5, -0.07845479598787641
10, 8, -0.09624687325784669
0, 10, 0.1740440498585993
21, 2, -1.225385522969837
20, 3, -1.86945098326131
13, 7, 1.869450983260874
22, 1, 0.4755763641598577
1, 10, -0.4755763641602622
19, 4, -0.09840958429920754
7, 9, -0.09840958429886944
2, 10, 0.005048347054446066
23, 0, 0.3426395330160944
11, 8, 0.6573604669859121
16, 6, -1.230070523600728e-13
18, 5, 1.047757058812322
14, 7, -1.465965345952914
3, 10, -1.047757058812965
8, 9, -1.047034299799629
22, 2, 0.0604940623700047
21, 3, -1.293586508985999
4, 10, 0.05827755053894162
23, 1, 1.064595656377467
20, 4, 3.362283139741005
12, 8, -3.362283139741463
9, 9, -1.570985353949358
17, 6, -0.4730883412723985
5, 10, 1.894880054736571
-5, 11, 1.309525860238921
15, 7, -1.309525860237449
24, 0, -0.1171675102375329
-4, 11, -0.3404837092135313
19, 5, 1.507791189003182
-3, 11, 1.507791189002257
-2, 11, 1.023355628801754
13, 8, 0.2598760537493153
23, 2, -0.2299472796669265
22, 3, 0.2299472796659998
10, 9, -0.2299472796668975
-1, 11, 0.2299472796660326
6, 10, 0.01738345889129653
24, 1, -1.484530225713813
21, 4, 1.484530225713291
0, 11, 0.3146782771835815
18, 6, 0.004002806861241982
16, 7, 0.8869871294259812
1, 11, -0.4980873081743785
7, 10, -1.124809186056649
25, 0, 5.004845656712035
20, 5, -4.004845656711487
11, 9, 1.76769441982048
14, 8, -0.004094085826437064
2, 11, 0.7471242208844789
23, 3, 1.201473118093489
24, 2, -0.0473878069641188
8, 10, 0.04738780696259472
3, 11, 1.080480322253645
22, 4, -0.008666641240445021
17, 7, 0.8848626028911557
25, 1, 0.2100624164779198
19, 6, -0.2100624164767265
12, 9, -0.3444734665322882
15, 8, -2.583788671167928e-12
4, 11, -3.174725490019115e-12
21, 5, 0.398921151584309
9, 10, 0.3989211515845056
26, 0, 0.06241635249362475
-6, 12, -8.059036279452897e-15
5, 11, 2.517166269789111
-5, 12, 2.517166269788587
-4, 12, -0.3638716678667143
13, 9, -0.2646914381507052
24, 3, 1.061840332278788
-3, 12, -1.061840332278847
25, 2, 2.424936907101508
18, 7, -2.424936907101039
20, 6, 0.1811103293576611
10, 10, -0.2620661120378244
-2, 12, 0.181110329357531
23, 4, -0.09292948477627362
16, 8, 0.03613256460741498
26, 1, 1.945351671438397
6, 11, -1.94535167143807
-1, 12, 0.8473170689771985
22, 5, 1.451693246168506
