d = 19, symClass = C, r = 10.02518769922103, D = 16, Y = 0.09204474946452731
max of |f(z) - f(z^*)| for 100 points = 2.264410881025469e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -2.332356530132529e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 8.444911436811253e-13, 
confident_r = 10.0251876992210
1, 0, 1
2, 0, 1.680242912900947
0, 1, 1.317050259154416
1, 1, -0.2194479687254021
3, 0, 1.567334522001045
2, 1, -0.9617625824964141
4, 0, 1.823216246359756
3, 1, 1.452651170624934
-1, 2, -3.520419163911502e-16
0, 2, 2.212964363880896
1, 2, -0.8199258861733298
5, 0, 1.734621385138707
4, 1, -0.7346213851402652
2, 2, -0.3687258942022101
5, 1, -0.2890240040823023
3, 2, 0.2890240040816635
6, 0, 2.633502722737687
-1, 3, -0.4911389042508159
4, 2, -1.615994763132589
0, 3, 2.0642583383825
6, 1, 0.8424773058583802
7, 0, 0.04815741097717409
1, 3, 0.9518425890217309
5, 2, -1.266689658521458
2, 3, 1.266689658522153
7, 1, -1.487109675511557
3, 3, -0.343948377166738
8, 0, 1.383203263730674
6, 2, 2.440806834362411
4, 3, -0.8947527168269023
-2, 4, 3.507691203673605e-14
8, 1, 0.211056845124774
-1, 4, -0.2110568451240721
0, 4, 2.401267429764804
9, 0, 1.456537503852222
7, 2, 0.9229211937229895
5, 3, 1.913214600733138
1, 4, -1.913214600732656
2, 4, -1.377674659350942
9, 1, -5.253416013154371e-13
6, 3, -1.50740369751463
10, 0, 2.914585288950103
8, 2, -1.234342376046436
3, 4, 0.2236728916063053
4, 4, -0.4001011018112037
10, 1, -1.079883600873291
7, 3, 1.079883600873058
9, 2, -0.3187813486605795
-2, 5, -0.318781348660798
11, 0, 0.9249872650897322
-1, 5, -0.07501273491021622
5, 4, 0.3495169734756695
0, 5, 0.9675332856778238
1, 5, 1.275847594128403
8, 3, -2.346063415567705e-13
11, 1, 1.904774422854708
2, 5, -1.464679323364972
10, 2, -0.4856305345160974
6, 4, 0.485630534515758
12, 0, 2.857589763991288
3, 5, -1.275447348639109
9, 3, 2.276790328145019
7, 4, -0.459807501999012
12, 1, 0.1799310702265057
4, 5, -0.1799310702268155
11, 2, 0.9172870160724396
13, 0, 0.3472918718837842
-3, 6, 5.36013174793205e-15
-2, 6, -0.8252326631172248
10, 3, 0.1612111707507054
5, 5, -0.3806591394763497
-1, 6, 0.1612111707517909
8, 4, -1.753501165547897
0, 6, 3.46845544346716
13, 1, -1.397105541326752
1, 6, -1.397105541326472
12, 2, 1.415566522449331
6, 5, 0.1653037889824287
14, 0, 0.08091614849966237
2, 6, 1.599326764402957
9, 4, 0.8305043125859838
11, 3, -1.7193662592019
3, 6, -1.285098146882829
7, 5, 1.103188702766085e-13
14, 1, -0.6468546211246101
13, 2, 0.646854621125891
10, 4, -2.128346321578825
4, 6, 2.128346321577697
15, 0, 2.7187319795297
12, 3, -1.151397457529572
8, 5, 0.01867005319881448
-3, 7, -1.0389734152276
5, 6, 1.109584954013307
-2, 7, -1.109584954012901
-1, 7, -1.343717847017014
14, 2, -2.49870549298577
15, 1, 1.253624528545529
11, 4, -1.253624528545593
0, 7, 0.06342573060863231
9, 5, 0.3993122053022364
6, 6, -0.5779168231403804
13, 3, 0.788574037742398
1, 7, -0.7885740377424182
16, 0, 0.50090123463026
2, 7, 0.03531047123057712
7, 6, 0.961711692896233
12, 4, 2.648497214576593
15, 2, 0.7065313605290195
10, 5, -1.668293943024957
3, 7, 0.7065313605284
16, 1, 1.220160828350497
14, 3, -0.282838696203265
17, 0, 2.110195423517042
4, 7, 1.110195423518773
8, 6, -1.503401911249254
13, 4, 0.1077794349002942
11, 5, -0.1077794348988918
-4, 8, 1.513146149864095e-15
5, 7, -1.958598183524979
-3, 8, 1.958598183523774
16, 2, 0.354626768239997
-2, 8, -0.3546267682414386
17, 1, -1.837023867705341
-1, 8, -0.2784928751288655
15, 3, -0.4529972992840154
9, 6, 0.4529972992830748
0, 8, 1.821748216960402
6, 7, 8.528472475015228e-14
18, 0, 2.447336818228135
12, 5, -0.1848799334673684
1, 8, -0.1848799334679577
14, 4, 1.550731794919172
10, 6, 3.214665273743848
2, 8, -3.214665273744616
17, 2, -0.4283278914328406
7, 7, 0.2088799227077133
18, 1, -0.5419785314150813
16, 3, -0.5799185326178096
3, 8, -0.2087811628217258
13, 5, 0.00425599263202163
19, 0, 1.000000000000174
15, 4, -1.178434297577523
8, 7, 1.178434297577226
11, 6, -0.3386276596316817
4, 8, -1.494902196482931
18, 2, 5.700096819756217e-13
19, 1, -0.2779724725683321
17, 3, 0.2779724725692126
5, 8, 0.2779724725695733
-4, 9, -0.2779724725685027
-3, 9, -0.7697789597307139
9, 7, 0.765670853609131
14, 5, -1.191066298377839
-2, 9, 1.191066298377781
12, 6, -2.532804379631526
-1, 9, -1.545459745998514
20, 0, 3.16258989066777
16, 4, -1.339373644310896
6, 8, 0.3758247909287493
0, 9, 1.918333096919386
10, 7, 1.215533597370427
1, 9, -1.215533597371572
19, 2, 0.5849233996559361
18, 3, 1.320443765474281
20, 1, -1.067148615088897
15, 5, 2.51979978571514
7, 8, -1.067148615089278
13, 6, 0.3263431975624584
2, 9, 0.3263431975632219
17, 4, 1.963420126690033e-13
21, 0, 0.07547877271574434
3, 9, 1.49185574928449
11, 7, -0.0640139420371354
8, 8, -0.3035411465606802
4, 9, 0.7081128790213224
20, 2, -1.814466767128657
14, 6, 1.814466767128663
16, 5, -1.645096715188912
19, 3, 0.1734698703964216
21, 1, -1.279818003391887
12, 7, 0.4723590209165011
9, 8, -0.4723590209169639
5, 9, -3.153174245563099e-13
-5, 10, -7.536086389906381e-15
18, 4, -0.5356301018531554
-4, 10, -0.5356301018526521
-3, 10, -0.4215761337011625
22, 0, 1.554203296691567
-2, 10, -0.1260396162098142
-1, 10, -1.244366071769963
15, 6, -1.985326430461632
6, 9, 1.985326430461948
17, 5, -0.4469385919274333
10, 8, 0.5872734176227137
0, 10, 1.625690946260653
21, 2, -1.243173503950805
20, 3, 0.294588439855784
13, 7, -0.294588439854942
22, 1, 0.1963516662206426
1, 10, -0.1963516662206857
19, 4, -0.8102631493769823
7, 9, -0.8102631493767086
2, 10, 2.143733877980287
23, 0, 0.6722784588198091
11, 8, 0.3277215411805235
