d = 19, symClass = C, r = 20.93364255258689, D = 16, Y = 0.1320920357517333
max of |f(z) - f(z^*)| for 100 points = 3.254951863596034e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 7.55506768257419e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -6.589173651150304e-14, 
confident_r = 20.9336425525
1, 0, 1
2, 0, 0.9791521409826888
0, 1, 0.2440623929968299
1, 1, -0.2684354905236523
3, 0, -0.3672897940045402
2, 1, -0.2141998583390871
4, 0, -0.0412610848092796
3, 1, -0.472316212570184
-1, 2, -1.223877074845107e-15
0, 2, 0.2389742146361289
1, 2, 0.2584941786825807
5, 0, -0.6207556516944094
4, 1, 0.2601114449548997
2, 2, -0.2628391852619065
5, 1, 0.02792367634782742
3, 2, 0.158953692712841
6, 0, -0.3596325881605207
-1, 3, 0.327471544790182
4, 2, -0.2097342498909078
0, 3, -0.08964162604804221
6, 1, 0.6080100962468968
7, 0, 0.05922429770087158
1, 3, 0.9151090725555578
5, 2, -0.8767730248697941
2, 3, -0.7722167648581093
7, 1, 0.9008489193190226
3, 3, 0.09859361601785918
8, 0, -1.019553020512863
6, 2, -0.4624694307588247
4, 3, 0.5331386437696211
-2, 4, 7.171495268390106e-16
8, 1, 0.1707389078256118
-1, 4, 0.05574121973893072
0, 4, -0.01007027909614278
9, 0, -0.8650982072203792
7, 2, 0.2468484224227887
5, 3, 0.2803760575418054
1, 4, 0.5109253077239345
2, 4, 0.2531051284885463
9, 1, 0.9650929990161838
6, 3, 0.07867342184514134
10, 0, -0.6078142253835271
8, 2, 0.2546886782217057
3, 4, -1.060067413956498
4, 4, 0.01107593954035758
10, 1, -0.8499848960080665
7, 3, -0.9761623116580954
9, 2, 0.07244588119826059
-2, 5, 0.1811269872086438
11, 0, -0.9533389785520142
-1, 5, 0.04510213717699464
5, 4, -0.02453626641574325
0, 5, -0.3955655028157172
1, 5, 1.207965523177787
8, 3, -0.1325504784144012
11, 1, 0.08356548640396162
2, 5, 0.03570527532571727
10, 2, 0.02734152748010712
6, 4, 0.1556398485367953
12, 0, 0.01515477534003922
3, 5, 0.1627169247982516
9, 3, 0.1734769244197754
7, 4, 0.1266246280987814
12, 1, 0.05601687476392991
4, 5, 0.1947948980681776
11, 2, 0.002779343687471464
13, 0, -0.0206854272572514
-3, 6, 2.787459052172958e-15
-2, 6, 0.3206444641921337
10, 3, -0.02421340542733092
5, 5, 0.1666328478578644
-1, 6, -0.1154328812072149
8, 4, 0.008838118521088081
0, 6, -0.0877727900661104
13, 1, 0.5806664196309894
1, 6, -0.3783262879834322
12, 2, 0.5953343874791868
6, 5, -0.7743723268658214
14, 0, 0.05798959789197167
2, 6, 0.8960310076254151
9, 4, -0.05853209206333796
11, 3, -0.4012361718430268
3, 6, -0.09494227363958183
7, 5, 1.169613991396863
14, 1, -0.4525689912299753
13, 2, -0.6124159689496822
10, 4, -0.8584941844569909
4, 6, -0.7561176986133636
15, 0, 0.2279972154378817
12, 3, -0.09553627903585649
8, 5, -1.399654503691894
-3, 7, 1.667818759463264
5, 6, -0.4109073491849403
-2, 7, -0.7076921472974941
-1, 7, 0.7363122401226684
14, 2, 0.8820681480529408
15, 1, 0.1731791918695687
11, 4, -0.2735082283327039
0, 7, 0.01445442382049003
9, 5, 0.04085432452784157
6, 6, 0.0965381502111289
13, 3, -1.161940144154003
1, 7, -1.051201311243407
16, 0, -0.9570364380712248
2, 7, 1.053350610919163
7, 6, 0.08295973700075661
12, 4, 0.01948827930370185
15, 2, -0.4581722287701027
10, 5, 0.1329657726561462
3, 7, 0.346740559446633
16, 1, -0.8520221531569633
14, 3, 0.4645917926761468
17, 0, -0.007013495253323136
4, 7, -0.5468212954336441
8, 6, 0.5220238444874614
13, 4, -0.01476992620963726
11, 5, 0.1610400433070858
-4, 8, -2.137070573649847e-14
5, 7, 0.8196624304503404
-3, 8, 0.3799357444950312
16, 2, 0.1671793671463783
-2, 8, 0.05457913464842686
17, 1, 0.2794515385578432
-1, 8, -1.187367039717533
15, 3, -0.01025608133357034
9, 6, -0.05838206905278097
0, 8, -0.2488345499735183
6, 7, -0.5612631163586272
18, 0, -0.8470627617598618
12, 5, -0.08639459173438357
1, 8, -0.2400283851242317
14, 4, 0.2417021613134744
10, 6, 0.2745308170223331
2, 8, 0.500273608940035
17, 2, -0.5071934089524773
7, 7, 0.2525375871193236
18, 1, -0.7462501931731507
16, 3, -0.409369599873005
3, 8, -0.5653342788891023
13, 5, -0.9810748835000164
19, 0, -0.3690639950351701
15, 4, 0.5655765120725988
8, 7, 0.3053383256776487
11, 6, 0.4129233263091259
4, 8, -0.01066575022931713
18, 2, 0.9449728762340095
19, 1, 0.2149134740252352
17, 3, 0.1877048030691905
5, 8, -0.1996672981052711
-4, 9, -0.2830091909483768
-3, 9, -0.1202769562282284
9, 7, -1.338416500970015
14, 5, 0.4089195296890779
-2, 9, 0.6531015125825627
12, 6, 0.07703324943812563
-1, 9, 0.4946122930632708
20, 0, 0.02561305159038268
16, 4, -0.01073248039009309
6, 8, -1.037967277961267
0, 9, -0.2111379386314218
10, 7, 0.1131737855364363
1, 9, -0.007319047831563021
19, 2, -0.07435773808443452
18, 3, -0.223315903002736
20, 1, 0.07027205226135683
15, 5, 0.2931929583400203
7, 8, -0.3159817573157742
13, 6, -0.3241990907740359
2, 9, -0.1594405523161205
17, 4, 1.295270193752371
21, 0, -0.02175248010255884
3, 9, -0.3361102227506555
11, 7, -0.164258367924027
8, 8, 0.2736842151761316
4, 9, 0.6063113497461532
20, 2, -0.8322645307290378
14, 6, -0.9558114174064762
16, 5, 0.05037391900605069
19, 3, 1.484313928519327
21, 1, 1.30509550184303
12, 7, -0.7154818085338457
9, 8, -0.5751930915255812
5, 9, 0.4710858136087957
-5, 10, 3.602100701258901e-15
18, 4, 0.07093553968072025
-4, 10, 0.1773508773151113
-3, 10, -0.09276722387517143
22, 0, -0.933463901931358
-2, 10, 0.04416185417966876
-1, 10, 1.298225325859264
15, 6, 0.3220297836930959
6, 9, 0.2836273364914765
17, 5, -0.0937133023179738
10, 8, -0.0240247377926835
0, 10, -0.3873188089808519
21, 2, -0.6769620473470477
20, 3, 0.3560550238843344
13, 7, 0.87350020346061
22, 1, -0.2029211334966741
1, 10, 0.08330553321802382
19, 4, -0.8080613488236944
7, 9, 0.5475899958540826
2, 10, 1.182782028252748
23, 0, -1.158634705427385
11, 8, -0.2922731862527992
16, 6, -0.1297870847276927
18, 5, -0.2568115378428816
14, 7, -0.01268583617775102
3, 10, 0.1352209295696356
8, 9, 0.5527295372254724
22, 2, 0.08182332492467637
21, 3, -0.3308726140055869
4, 10, 0.0349608967794984
23, 1, 1.255454445995323
20, 4, -0.001152161178038016
12, 8, -0.006558601795718887
9, 9, 0.2322230616062317
17, 6, -0.8609949340541035
5, 10, -0.1604617223471955
-5, 11, -0.5129311517969859
15, 7, -0.3784565631380667
24, 0, 0.3744714188808975
-4, 11, -0.637603320667647
19, 5, -0.07353217479305474
-3, 11, -0.0589935799226287
-2, 11, 0.103972387144947
13, 8, -0.1452545345567568
23, 2, -0.1061330047190936
22, 3, -0.1945455765878433
10, 9, 0.07975539461193144
-1, 11, 0.04439276435549478
6, 10, 0.1593246252902829
24, 1, 0.3642211148910754
21, 4, 0.3422056438336526
0, 11, -0.2326741924425237
18, 6, 0.1698603019567259
16, 7, 0.4911560329705508
1, 11, 0.7351520866827291
7, 10, -0.2295208733117226
25, 0, -0.09443953097967055
20, 5, -0.7822213012205563
11, 9, -0.510133096472404
14, 8, 0.1239847757040518
2, 11, -1.010400572052583
23, 3, 1.001386745615725
24, 2, 0.05484904285630952
8, 10, 0.1907338414960009
3, 11, 0.4815124027107306
22, 4, 0.002721400322097066
17, 7, -0.6984304337840487
25, 1, 0.4431861610834765
19, 6, -0.1464517514055635
12, 9, -0.1958163826458909
15, 8, -0.2914157995464696
4, 11, -0.2267146256371436
21, 5, 0.5339458570208859
9, 10, -0.9198692788270231
26, 0, -0.02025418038608698
-6, 12, -3.329150327760296e-16
5, 11, -0.5907329003247848
-5, 12, 0.6315232854921736
-4, 12, -0.01351183118215892
13, 9, 1.712630349862569
24, 3, -0.06271065828381743
-3, 12, -0.02047318111546236
