d = 19, symClass = C, r = 20.08371249932653, D = 16, Y = 0.13018722596928
max of |f(z) - f(z^*)| for 100 points = 1.159961016128364e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 1.080496803140818e-11, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 7.02149449693934e-12, 
confident_r = 20.0837124993265
1, 0, 1
2, 0, -1.126216691711115
0, 1, 0.3209454973450306
1, 1, 1.474823063124532
3, 0, -0.961625542002208
2, 1, -0.3629805744928189
4, 0, 0.2683640367012251
3, 1, 1.188979043896314
-1, 2, -3.782680625827922e-15
0, 2, -0.3614541762503038
1, 2, -0.03574921013566008
5, 0, -1.644462164694379
4, 1, -0.8504741892428405
2, 2, -1.660970351018385
5, 1, 0.504214662055842
3, 2, -0.4424609809361725
6, 0, 1.082998736589904
-1, 3, 0.3101743333022072
4, 2, 0.4087947817665946
0, 3, -0.3086293878468689
6, 1, -0.9148864872776701
7, 0, 2.174557490048071
1, 3, -1.175648645006652
5, 2, -1.255211362301547
2, 3, -1.022217400279326
7, 1, -0.6187150895704682
3, 3, -1.418227527443018
8, 0, 0.8239806341323099
6, 2, -1.339048045333795
4, 3, -0.317805741395245
-2, 4, 2.541533868655758e-14
8, 1, -0.5152116405063297
-1, 4, 0.5554526049571564
0, 4, 0.08613022922205651
9, 0, -0.07527631695638631
7, 2, 0.7991484918842263
5, 3, 0.3945475212497622
1, 4, -0.3686474199063366
2, 4, 0.04026135717082675
9, 1, -1.940540157067056
6, 3, 0.349051391689212
10, 0, 1.852020738792943
8, 2, 0.9578182277867435
3, 4, -1.192752025133303
4, 4, 0.3957894706357566
10, 1, 0.04986517269543864
7, 3, 0.0728122687496464
9, 2, 1.753304894951278
-2, 5, 1.75376253607409
11, 0, -0.6102731744926809
-1, 5, -0.1262170305826103
5, 4, -1.073694450610756
0, 5, -0.8487282246759271
1, 5, 0.4547571475339959
8, 3, 0.03428832056641724
11, 1, 0.5744438884570005
2, 5, -0.687479883625017
10, 2, -0.5678549686114541
6, 4, 0.4983069421609757
12, 0, -0.2580657122406315
3, 5, -0.2973320634219799
9, 3, -1.143352617520938
7, 4, 0.8841341545439516
12, 1, -0.05380758242317383
4, 5, 0.05163993676920251
11, 2, -0.7145095547764018
13, 0, 0.2288654676065739
-3, 6, 4.371735032595424e-15
-2, 6, -0.3493235115093762
10, 3, -1.234479382982292
5, 5, -2.425290726942495
-1, 6, -1.274118514783047
8, 4, -0.09741093221002851
0, 6, 0.3475835681318415
13, 1, -0.4231375682420911
1, 6, -0.4400150245894491
12, 2, 1.030360432988253
6, 5, -0.7196270545270297
14, 0, -2.449022942386367
2, 6, 1.324035127605437
9, 4, 1.340745115059086
11, 3, 1.118667585829022
3, 6, 0.03437735357267866
7, 5, -1.26452716761786
14, 1, -0.7754292717826095
13, 2, -0.9745273831205296
10, 4, 1.41363998784792
4, 6, 1.15123829876475
15, 0, 1.581356820447392
12, 3, 0.8178377031843608
8, 5, 0.6687557727441548
-3, 7, -0.4185283240299203
5, 6, 0.2177461837159881
-2, 7, 0.8050035810621028
-1, 7, 0.8482449366228646
14, 2, 0.6968072612966102
15, 1, -0.2862433859326926
11, 4, 0.4683948922325201
0, 7, 0.6979144351559826
9, 5, 0.07518413794996304
6, 6, 1.597231514054225
13, 3, 0.05294682986223422
1, 7, 0.0269942921983742
16, 0, -1.196344780502377
2, 7, -0.5319960527398325
7, 6, -0.6383787078391342
12, 4, 0.3190792157691966
15, 2, -0.4222248970818308
10, 5, 0.5969078212802539
3, 7, 1.039636116681327
16, 1, 0.1202233299043009
14, 3, -0.8176015823243858
17, 0, 1.413575197233714
4, 7, 0.4137671364204287
8, 6, 0.3579181306747935
13, 4, 0.4729126656707452
11, 5, -0.4419918550182386
-4, 8, -7.914040324144563e-15
5, 7, 0.5447002539320442
-3, 8, 0.9418478982209578
16, 2, 0.5802399493022089
-2, 8, -0.625559995157957
17, 1, 0.5986190035351938
-1, 8, -1.258060932787009
15, 3, -0.4848656976864887
9, 6, 0.4254817806078033
0, 8, 0.2644528744187658
6, 7, 0.01438085894591165
18, 0, 0.08477744465392752
12, 5, -1.358331415898541
1, 8, -1.340259967253044
14, 4, -0.9000143707231734
10, 6, -0.4443460041112838
2, 8, 0.4151768776625283
17, 2, -0.2606599331672292
7, 7, 1.732264475297548
18, 1, -0.1436052122869941
16, 3, -0.1745714808059921
3, 8, 0.5828933338267791
13, 5, 0.07282875076710228
19, 0, -1.154944021767637
15, 4, 2.09187659330239
8, 7, 2.295873236752072
11, 6, 0.4662738253411063
4, 8, -0.009593802336697143
18, 2, 2.185468715830199
19, 1, -1.512339912618317
17, 3, -1.868879937722118
5, 8, 1.502839682316715
-4, 9, 1.833549394720162
-3, 9, -0.2982715613820785
9, 7, -0.5411419236034155
14, 5, -0.04295962764230267
-2, 9, 0.04205049573099032
12, 6, -0.3931075035785982
-1, 9, -0.8295246494682017
20, 0, -0.4413145047061378
16, 4, -0.2282366865384206
6, 8, 1.343297239773736
0, 9, -0.0241595949868424
10, 7, 1.266296283814382
1, 9, 0.7533300634434158
19, 2, -0.9291325436405025
18, 3, 0.8797782141981566
20, 1, -1.002883467477113
15, 5, -1.955231052308434
7, 8, -1.019508509289797
13, 6, -0.9256285443104245
2, 9, -0.899362022903034
17, 4, 0.0681158331312591
21, 0, -2.091110024992072
3, 9, 1.130533765469605
11, 7, 0.5094094888867341
8, 8, 1.215225642781549
4, 9, 0.1901768769275708
20, 2, -0.05615898982445875
14, 6, -0.08200239242799179
16, 5, -0.7545355854633945
19, 3, -0.567486648846563
21, 1, -0.5296424058066994
12, 7, -0.6827552401070935
9, 8, -0.4575807247126344
5, 9, -1.245615251668848
-5, 10, 1.606194236174201e-14
18, 4, -1.974601238361162
-4, 10, -1.97511664143231
-3, 10, 0.2212482487715386
22, 0, 0.6872998356261731
-2, 10, 0.1421477266203282
-1, 10, 0.5988845947420032
15, 6, 1.207043306600429
6, 9, 0.9829903615999043
17, 5, 0.4927870441038858
10, 8, 1.209212612091662
0, 10, 0.9558518933376335
21, 2, 0.4067243983366483
20, 3, -0.2567956784984337
13, 7, 0.5088211053313906
22, 1, -0.5074718490554596
1, 10, 0.4299426249417415
19, 4, 0.6653166592051515
7, 9, -0.001144613716163174
2, 10, -0.5121550902303129
23, 0, -0.0008750738973916232
11, 8, 0.996568914034855
16, 6, -0.03861607895099924
18, 5, 0.486085923026812
14, 7, -0.7893221270107664
3, 10, -0.3673893181173168
8, 9, -1.358594981634339
22, 2, -0.6469482956328414
21, 3, 0.5949722333623306
4, 10, 0.7742513201634833
23, 1, -1.556129216632612
20, 4, 0.1353130820734955
12, 8, -0.1187406149270003
9, 9, -0.1110192483575969
17, 6, 1.04019819693931
5, 10, 0.05878822348560999
-5, 11, 0.008968991952946447
15, 7, 0.06977655296373014
24, 0, -0.7923608238912455
-4, 11, 1.026510248604799
19, 5, 1.160759760790425
-3, 11, 1.196445492603312
-2, 11, -0.1877963336002976
13, 8, 0.6340702095942214
23, 2, 0.6186731391390091
22, 3, -0.5070512396052835
10, 9, 0.5803281944825501
-1, 11, -0.5451024285451256
6, 10, 0.334860332806675
24, 1, 0.7861536129593072
21, 4, 0.8671711882676375
0, 11, -0.1958644275099782
18, 6, 1.287662802373374
16, 7, 0.5555799241628473
1, 11, -0.6766698547814703
7, 10, 0.3061477659835843
25, 0, 0.003307432670026509
20, 5, -0.2458895384461868
11, 9, -0.4071689287698909
14, 8, -0.9957266425578429
2, 11, -1.009172070253876
23, 3, -1.177062509913772
24, 2, 0.06059899746596734
8, 10, -0.05815775874828329
3, 11, 0.2374216377336436
22, 4, 0.804692586985803
17, 7, -0.1550721511730176
25, 1, -0.8573370838527613
19, 6, -1.149241601642625
12, 9, 0.3056101183161519
15, 8, -2.850948696470702
4, 11, -2.872958060665314
21, 5, 0.7089262184548513
9, 10, -0.2597631011267998
26, 0, -0.2577521097667339
-6, 12, 1.565982973269056e-15
5, 11, -0.9002436799155272
-5, 12, 1.26897403887302
-4, 12, 0.08323963616177739
13, 9, 0.2263255442819351
24, 3, 0.495440673047713
-3, 12, -0.534137412301203
25, 2, 0.423908768118141
18, 7, 0.8651959144622224
20, 6, 1.390291286696375
10, 10, 2.731402898940934
-2, 12, 1.434933538575057
23, 4, 1.300039823567559
16, 8, -0.2990889639456945
26, 1, -1.761324773402675
6, 11, 1.756871617102191
-1, 12, 0.2519711873378369
22, 5, -0.4495170954435077
0, 12, -0.08282502837242757
14, 9, -0.6242990793971657
27, 0, 1.034013171099348
11, 10, 0.3752750283322586
7, 11, -0.3623065361735275
1, 12, 0.5620716190297116
19, 7, 0.2093223565011798
25, 3, -1.391872228175534
17, 8, -1.201017454233479
21, 6, -0.7684816016381405
26, 2, 0.4765445922318212
2, 12, 0.4955522652897528
24, 4, -0.2455226308667598
8, 11, 0.5901650519934729
27, 1, 0.2299203197179347
12, 10, 0.8104560006101189
15, 9, -0.3794069739750434
3, 12, 0.3545007749820228
23, 5, 0.1722868234658591
28, 0, 0.583573026061418
4, 12, -0.3155018161096322
20, 7, -0.05821827359746064
9, 11, -0.6257360254980397
18, 8, -1.509969527910085
22, 6, -1.259862107635383
26, 3, -1.09157053258409
13, 10, -1.083991189248706
27, 2, 1.544966701715024
-6, 13, 1.314252080543955
25, 4, 0.1059335425114502
16, 9, 0.07278633213252642
5, 12, 0.0742982813429507
-5, 13, -0.1088368839479693
-4, 13, 0.2409630480689273
10, 11, 0.4231077330086335
-3, 13, 0.8817449818521444
28, 1, -0.9716517893502968
24, 5, -0.5883967189701002
-2, 13, -0.5461104308218547
6, 12, -0.0387163494112534
21, 7, 2.585503285420793
19, 8, -1.398496541586743
-1, 13, 1.397146662220516
14, 10, 1.424131603299669
29, 0, -0.05033797553085983
0, 13, 0.07345334132096305
23, 6, -0.2007544760574574
11, 11, -0.9000449525527666
17, 9, 0.171541099267797
7, 12, -0.5674097579395599
27, 3, 1.866072980325864
1, 13, -0.04194384377674765
28, 2, 0.8733013891343334
26, 4, 1.097529005398313
29, 1, -1.585253454336384
25, 5, -1.271622915572833
15, 10, 1.231825004559287
2, 13, 1.581765222702864
20, 8, -0.3368535881045765
8, 12, -0.2743263879172712
12, 11, -1.482428406779314
22, 7, 1.192933311411175
18, 9, 0.0273238407775276
3, 13, 0.5678750020573615
30, 0, -1.780950446726277
24, 6, -0.9210624724561429
9, 12, 1.146980812642134
28, 3, 0.3679559367743555
4, 13, -0.9481066941610364
16, 10, -0.7531639139457136
27, 4, 0.688413922569445
13, 11, -0.6529587360529027
29, 2, -1.038795487002501
21, 8, -0.4074997048111223
26, 5, 0.10113841193288
-7, 14, -4.773055483059105e-15
-6, 14, 0.4713535844849179
30, 1, -1.499828994083504
23, 7, -1.217387312264445
5, 13, -1.485011016796542
-5, 14, 1.213402822220429
19, 9, -0.06937325403142081
10, 12, -0.2452293866490033
-4, 14, -0.9066084698918512
-3, 14, -0.09796256610150784
25, 6, 0.3748821042723128
14, 11, 0.8368042301077522
-2, 14, -0.9553076062794241
17, 10, 0.8663675613717788
6, 13, 0.8280386289613288
31, 0, -1.178308624927597
-1, 14, 0.4493393527209109
29, 3, -1.025300087556395
11, 12, 1.002522288065848
28, 4, -0.1660408789985966
30, 2, 0.3223720791214934
22, 8, -0.5275141459365623
0, 14, -0.7860028862633546
20, 9, 0.4227214245925461
7, 13, -0.4378907909415169
27, 5, 0.01962454757158453
24, 7, 0.04180152241132962
15, 11, 0.8122619876761302
1, 14, 0.0941993382829098
31, 1, -0.6694043886529769
18, 10, -0.08467363111219905
12, 12, -0.3806012642225056
26, 6, -0.05962960356557998
2, 14, -0.03040142245355117
8, 13, -0.4635037205063258
32, 0, 0.5233628267231598
3, 14, -0.03955701172623484
23, 8, -0.07046746118482929
30, 3, -0.04795162371920773
21, 9, -0.07001813740192893
29, 4, -0.7411474943775617
16, 11, -0.7301310569098081
31, 2, -0.4156046883226284
9, 13, 0.461419680762254
25, 7, 0.2985340803216645
13, 12, 1.110222681764794
28, 5, -0.9158110591615252
19, 10, -0.308628973924213
4, 14, 0.5991428345274247
32, 1, 0.9922019509183631
-7, 15, -0.809981995344812
27, 6, -1.68602276990972
-6, 15, -1.686462849303979
-5, 15, -0.5100699555829001
10, 13, -0.8254359735848709
5, 14, -0.297845444306871
17, 11, 0.01475645365469765
-4, 15, 0.05065648491856559
14, 12, 0.7189527564054652
22, 9, -0.1992411544488996
24, 8, 0.979695706549071
33, 0, 0.5868542722009753
-3, 15, 0.1213735204336116
31, 3, 1.309983997786309
-2, 15, -1.297898886257633
30, 4, 0.4755167267300991
20, 10, -0.672247551754842
6, 14, -1.170855547927946
26, 7, -0.3323748581186969
32, 2, -0.135397520871735
11, 13, 0.09756875765486353
29, 5, 0.5150603229619274
-1, 15, -0.3508313076567938
0, 15, 0.8161587390563634
15, 12, 1.032492008028365
33, 1, 0.03883161665281726
18, 11, -0.04522540425799259
7, 14, -0.07773871266248739
28, 6, 0.9207965491924459
23, 9, -1.065303199665109
1, 15, -1.042247140756239
25, 8, 0.7287947008690251
12, 13, 0.2995263926967043
21, 10, 0.6646555943288998
34, 0, -1.591991982116522
8, 14, -0.4659914555247213
2, 15, 0.8253959707770024
27, 7, 0.5821577706666945
32, 3, -0.6840764340670801
31, 4, -0.4154268718371236
16, 12, -0.08528763164957012
33, 2, 1.106334275436025
30, 5, 1.504496213316944
19, 11, 0.4498404115970154
3, 15, -0.4373060884847993
13, 13, 0.3375360699742765
9, 14, -0.3771471865294997
34, 1, -0.1742429005929721
29, 6, -0.7187236866954717
24, 9, -0.03297252484845033
4, 15, -0.7394226149602079
26, 8, -0.532602137802533
22, 10, 0.4977786047243277
17, 12, -1.695009962605814
-8, 16, 4.649352423287876e-15
-7, 16, 0.7675630888703734
10, 14, -0.6134505179725495
-6, 16, -1.060724824022318
14, 13, 1.225327479252114
35, 0, -3.57597751735905
28, 7, -1.849405018308197
20, 11, 1.058319533974937
5, 15, 1.933309715707914
-5, 16, -0.9413981224110924
32, 4, -0.1382642755998344
-4, 16, 0.1490635032620232
33, 3, -0.5523999155885865
31, 5, -0.3941226261769341
-3, 16, -0.3616061069163736
34, 2, -0.6741747137640512
6, 15, 0.661098215716223
-2, 16, 1.416849221707098
25, 9, 1.21179628278362
11, 14, 1.163536261688363
23, 10, 0.5171766240685043
30, 6, 0.5460638419776472
18, 12, -0.4791846833441326
35, 1, 0.02710707215027501
27, 8, 0.009779679079503018
15, 13, -0.0459798571446039
-1, 16, -0.07996595043069327
