d = 19, symClass = C, r = 16.45193421161756, D = 16, Y = 0.1192353609199277
max of |f(z) - f(z^*)| for 100 points = 3.661959624423616e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -2.036149027162537e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 5.506706202140776e-14, 
confident_r = 16.45193421161
1, 0, 1
2, 0, -1.600357457801375
0, 1, 0.627112888429988
1, 1, -1.170142439884265
3, 0, -1.412384083590097
2, 1, -0.897670813804723
4, 0, 1.561143992741004
3, 1, 0.8794292605761802
-1, 2, 7.62889293935322e-15
0, 2, -1.003604787882089
1, 2, 0.6406568643571657
5, 0, -0.9446826125463939
4, 1, -0.7312237622160973
2, 2, 1.872646180358625
5, 1, -0.1638951562065375
3, 2, 1.303727654495583
6, 0, 2.26031940145433
-1, 3, -0.2222090723691927
4, 2, 1.436594181523075
0, 3, -0.8857242622328897
6, 1, -0.1395371659540358
7, 0, 1.126471075972903
1, 3, -0.6119955832615154
5, 2, -0.1129180076837125
2, 3, 1.012963866125101
7, 1, -0.2657789056009331
3, 3, 1.652690557626272
8, 0, -0.8980309736837773
6, 2, -1.407401175772226
4, 3, -0.3401353161268642
-2, 4, -2.486639592812183e-15
8, 1, 0.8587103743712395
-1, 4, -1.242095058184486
0, 4, 0.9790135185437813
9, 0, 0.994828799579908
7, 2, -0.5410947770661595
5, 3, -0.3842940745509283
1, 4, -1.487296922090674
2, 4, -1.025279990765919
9, 1, -1.40803877462232
6, 3, 1.267855969720804
10, 0, 1.511829864243179
8, 2, 1.170219401184474
3, 4, 0.9618887947782007
4, 4, -1.82676084067574
10, 1, -0.5444071393574068
7, 3, -1.347935492757601
9, 2, -0.6304448545842134
-2, 5, -1.427670146768773
11, 0, 0.6544468789970957
-1, 5, -0.04282109908368715
5, 4, -1.509542333027825
0, 5, -1.219535530234058
1, 5, 0.3100339058298505
8, 3, 0.5997699954315
11, 1, 0.1630324109100686
2, 5, 0.08002262953136009
10, 2, 0.2622908355327451
6, 4, -2.08643027481403
12, 0, -2.204934927539805
3, 5, 0.6353184680593503
9, 3, -1.242091890281495
7, 4, -0.9344569466256984
12, 1, -0.3466274437147628
4, 5, 1.152692129058661
11, 2, -0.3130331442580697
13, 0, -0.7010431251389972
-3, 6, -1.643413280849697e-15
-2, 6, 0.3556139461574856
10, 3, 1.570439607549951
5, 5, 1.105413217159794
-1, 6, 0.1408323068924598
8, 4, -1.401393398429655
0, 6, 1.417475428620784
13, 1, -0.4746815032829625
1, 6, -1.104194456767164
12, 2, 0.2233093441745905
6, 5, 0.283882975481519
14, 0, -1.802756387431476
2, 6, 0.9794116958145479
9, 4, 1.176583063741059
11, 3, -0.1314336492740815
3, 6, -0.9048535582609193
7, 5, 0.4735963408804845
14, 1, -1.445175756341306
13, 2, -1.166475409926222
10, 4, 0.1807091757171377
4, 6, -1.621104277636714
15, 0, 1.334254686005408
12, 3, 1.03276880329727
8, 5, -0.5004097162382416
-3, 7, 0.3093089988578397
5, 6, 0.5703929708867845
-2, 7, 0.7454040812557424
-1, 7, 0.889982834819628
14, 2, 0.4253412537049701
15, 1, -1.71755669853269
11, 4, -0.9499760626813842
0, 7, 0.7064245301864478
9, 5, -0.5166576788754245
6, 6, -2.644895659335145
13, 3, -0.2568525673436924
1, 7, 0.8933453702497479
16, 0, -0.1239734266696405
2, 7, -0.317344831608201
7, 6, -0.3270682457882425
12, 4, 1.372915707189465
15, 2, 1.220828587708917
10, 5, 0.8480140095909791
3, 7, 0.09196787169496244
16, 1, -0.07985184369248766
14, 3, -0.04084540716308342
17, 0, 0.1188787433887869
4, 7, 0.4279129053266935
8, 6, 0.5443380898248448
13, 4, 0.8162473998983689
11, 5, 0.2962148676837894
-4, 8, 1.499150587629931e-17
5, 7, -0.4207680711403434
-3, 8, -0.08742131679169669
16, 2, -1.374243551716649
-2, 8, 1.987796089664178
17, 1, -1.315239899955857
-1, 8, -0.3805342536934193
15, 3, 0.2314829100043051
9, 6, -1.841364188548309
0, 8, -0.5631667978042068
6, 7, -0.9848149839479254
18, 0, -1.592081688642416
12, 5, -0.1169609369117911
1, 8, 0.4435176565584858
14, 4, 0.865945061854777
10, 6, 0.6150078881966964
2, 8, 2.380206721233083
17, 2, 0.1141123966932468
7, 7, -0.1479891734139257
18, 1, 0.6438735837249475
16, 3, -0.835448914461649
3, 8, -0.2787001599501179
13, 5, -0.0736540890095532
19, 0, -0.4817956334637652
15, 4, -0.5959180200379004
8, 7, -0.1693115389312481
11, 6, 1.089399948127522
4, 8, 1.000157615198737
18, 2, 2.253365353840719
19, 1, -1.817121931215075
17, 3, -0.2592542919293174
5, 8, 0.55350208842892
-4, 9, -0.52351459796514
-3, 9, 0.3138445570437238
9, 7, 0.9158228172797268
14, 5, -0.09836177609668324
-2, 9, -1.225186561106127
12, 6, -2.029022756561651
-1, 9, -1.053280779514271
20, 0, -1.474785585622411
16, 4, -1.141545583733239
6, 8, -1.539365906299448
0, 9, 0.6238699619978053
10, 7, -1.374696306104804
1, 9, -0.6960412889832063
19, 2, -0.5484178774789324
18, 3, 0.1970800722624072
20, 1, -1.816758408385364
15, 5, -0.8307815314312139
7, 8, 0.5306392633424633
13, 6, 0.4192336775581496
2, 9, 0.2027646765824024
17, 4, -0.9957343149290789
21, 0, -1.591009818329616
3, 9, 0.8643728210263696
11, 7, -0.5699016764473853
8, 8, 1.050824154636725
4, 9, 1.09910816999585
20, 2, 0.8712460255511221
14, 6, 2.157178618469444
16, 5, -1.144841476885694
19, 3, 1.137538314563053
21, 1, -0.7120013400586441
12, 7, 0.6386873513399504
9, 8, 0.2397461536818443
5, 9, -1.765998525950331
-5, 10, -3.223801364446068e-14
18, 4, 1.008937124766084
-4, 10, 2.284782566660735
-3, 10, 0.1688045872513782
22, 0, -1.047348943531356
-2, 10, 0.06852906526564509
-1, 10, -0.6768978590753935
15, 6, 0.1594835968041121
6, 9, -1.430694041767766
17, 5, -0.4012560538052645
10, 8, 2.415807330528201
0, 10, 1.951692780864321
21, 2, -0.3820447923367655
20, 3, 0.5196158300296425
13, 7, -0.6868098908551269
22, 1, 0.5609858490233919
1, 10, -0.235027688382809
19, 4, -0.09602689558690006
7, 9, 0.3465437782227433
2, 10, -0.4961650733659105
23, 0, -0.2586705027817008
11, 8, -0.07955293847654726
16, 6, -0.9598463851542774
18, 5, 0.9979852626024954
14, 7, -1.011200207496081
3, 10, -0.1007558839402024
8, 9, -0.2386037509641437
22, 2, -0.2609101346633209
21, 3, 0.3753818960246657
4, 10, -0.1280648119632484
23, 1, -0.09475190457583775
20, 4, -0.2558639385503387
12, 8, 2.035306595985159
9, 9, -1.164091398807723
17, 6, 1.657872492943947
5, 10, -0.6052174003657379
-5, 11, -0.7182489312801753
15, 7, -1.655175976570217
24, 0, 1.268364653802328
-4, 11, -0.7337639428292396
19, 5, 1.074184978494083
-3, 11, 0.1921309467943634
-2, 11, -0.4655625410474558
13, 8, 0.2450416710443808
23, 2, 0.7009047037472307
22, 3, 2.491525402679093
10, 9, -0.9891730958166342
-1, 11, -0.1984529083074777
6, 10, -1.016736648437739
24, 1, -0.8347985613406826
21, 4, -0.7810912350761359
0, 11, 0.4104120726120278
18, 6, 1.987791019887433
16, 7, -0.1196965617404053
1, 11, -0.8124844729910315
7, 10, 1.601326886438869
25, 0, -1.570022285986955
20, 5, -0.253908238499552
11, 9, 0.9081749046298601
14, 8, 1.49546514352608
2, 11, -1.455908503559677
23, 3, -0.9338151287129617
24, 2, 0.5547278146277963
8, 10, -1.844719445288398
3, 11, 0.09951551307603167
22, 4, 0.5009649269524651
17, 7, -1.065816621183445
25, 1, 0.124100132309883
19, 6, -0.2647523840830157
12, 9, 0.4804017067641567
15, 8, 2.023729421416479
4, 11, 1.271482432959275
21, 5, 0.324047167774599
9, 10, 0.1531167651916371
26, 0, 1.121919593556701
-6, 12, -2.558015072780363e-15
5, 11, 0.6945396686692421
-5, 12, -0.4900602164422344
-4, 12, -0.3469003584620031
13, 9, -0.3780821406645085
24, 3, -1.212828865175925
-3, 12, 1.754315290486247
25, 2, -0.1223969324896626
18, 7, -0.2227633771785559
20, 6, -2.513264737969363
10, 10, -1.769056286034084
-2, 12, -0.2253820326346695
23, 4, 0.4322925873697014
16, 8, 0.806136194967687
26, 1, -1.089937803335313
6, 11, 1.161155999101699
-1, 12, 0.4260430591337993
22, 5, -0.5414046985813165
0, 12, -1.382743111210467
14, 9, -0.9941453735453052
27, 0, 0.007303721166214306
11, 10, -1.108741866791378
7, 11, -0.7179075463771638
1, 12, -0.7749871414752654
19, 7, 0.8127353642678099
25, 3, 0.839602672551032
17, 8, 0.04276987339578436
21, 6, 0.7642336508443284
26, 2, 0.7596600838607426
2, 12, 1.767105833748702
24, 4, -0.2178376083869785
8, 11, 0.3864749061235463
27, 1, 0.01114520829004348
12, 10, -0.4543142369556058
15, 9, 0.5427708343130981
3, 12, 2.100634500335531
23, 5, 0.6572282042714704
28, 0, 1.758583553252229
4, 12, -0.9554132283924486
20, 7, -0.5886012632360575
9, 11, 0.5834187265880467
18, 8, -1.882953480781887
22, 6, 0.210340820822519
26, 3, 0.3374364249909065
13, 10, -0.5828625583464305
27, 2, 0.4340227061883437
-6, 13, -0.1766363858736498
25, 4, 2.195144059967493
16, 9, 0.7494078789181168
5, 12, 0.524659917759541
-5, 13, -0.9594089926335403
-4, 13, 0.176035948312401
10, 11, 1.705008381754257
-3, 13, 2.097622620294834
28, 1, -1.374228240036643
