d = 19, symClass = C, r = 21.9073380687032, D = 16, Y = 0.1279211641288518
max of |f(z) - f(z^*)| for 100 points = 1.222408840817479e-10; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.41522349395018e-11, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -9.643619236499035e-12, 
confident_r = 21.907338068
1, 0, 1
2, 0, 1.294973806684496
0, 1, 0.4203109483336462
1, 1, -0.1718264535687176
3, 0, 0.03621904490345358
2, 1, 0.8836585219647294
4, 0, 0.6769571600153761
3, 1, -0.3020538413810984
-1, 2, -2.704314311721016e-14
0, 2, 0.5442916687689445
1, 2, -1.13308632281714
5, 0, -1.701139660887291
4, 1, -1.054462247469214
2, 2, -0.2225107566573353
5, 1, -1.490387362467796
3, 2, -1.345946283182733
6, 0, 0.0469027144399651
-1, 3, 0.4365822463712349
4, 2, 1.144314640001594
0, 3, 0.01522326110279214
6, 1, 0.2779882641080145
7, 0, -1.04151418055792
1, 3, -0.1005628408599813
5, 2, 0.6478994932426342
2, 3, -0.09492320949654408
7, 1, 0.8272354811102915
3, 3, -0.006223390046073242
8, 0, -0.4183320162031398
6, 2, -0.3911518127928558
4, 3, -0.655550506451988
-2, 4, 5.759484645905252e-14
8, 1, 0.05697552386331831
-1, 4, 0.3606473438282763
0, 4, 0.2845325059088396
9, 0, -0.9986881807799055
7, 2, -0.9805700611239196
5, 3, 0.3047590505302793
1, 4, 0.558672123536607
2, 4, -1.467317108773122
9, 1, -0.917079497873725
6, 3, 0.03200526768380143
10, 0, -2.202931302369092
8, 2, -1.36550099061452
3, 4, -0.0005343226057421805
4, 4, -0.1163191480238319
10, 1, 0.08848420818681187
7, 3, 1.040981381988592
9, 2, 0.3779443015084974
-2, 5, -0.2741426207886969
11, 0, 0.7401421620009011
-1, 5, -0.1784373951446395
5, 4, -1.60141167857678
0, 5, -1.135318572446135
1, 5, 0.812996096652491
8, 3, -0.6926036089778589
11, 1, -0.9620989211296138
2, 5, -0.1562624300181413
10, 2, -1.930012596222839
6, 4, -1.742965181937121
12, 0, 0.02451874178082413
3, 5, -0.8839317100213704
9, 3, -0.01094010165178977
7, 4, 0.2115006689248757
12, 1, 0.6211959121700306
4, 5, 0.2318075033368364
11, 2, -0.3354572583093531
13, 0, -0.6060763026473401
-3, 6, -1.266161813607511e-14
-2, 6, 0.565362573498601
10, 3, -1.010957576028889
5, 5, 0.2923007949305344
-1, 6, 1.373326592818399
8, 4, 0.5981989634419889
0, 6, 0.01971372439009322
13, 1, -0.3304784217477388
1, 6, -0.2033464802910544
12, 2, 0.3599875205847708
6, 5, -0.3587484521541495
14, 0, -1.348733583119565
2, 6, -0.1302262448222976
9, 4, 0.8082307212823274
11, 3, -1.006438155267529
3, 6, -0.04103930438324793
7, 5, 0.1350311414928222
14, 1, 1.676233800793613
13, 2, 1.30923320483043
10, 4, 0.8390128731239376
4, 6, -0.1229230699470795
15, 0, -0.06161365375314962
12, 3, -0.03819161548588773
8, 5, 0.8152895305717024
-3, 7, 0.3552961393710515
5, 6, 0.9695581593379873
-2, 7, 0.7358751375078402
-1, 7, -0.1282677540082124
14, 2, 1.071248279994034
15, 1, 0.4450894884282157
11, 4, 0.5296248144238965
0, 7, -0.4377598129350696
9, 5, 0.5798090170098771
6, 6, -0.00805912709222808
13, 3, -1.084412861400144
1, 7, 0.9181099091755022
16, 0, -1.218686163510699
2, 7, -0.2648873890487479
7, 6, 0.08071027792712038
12, 4, -0.2044775106370874
15, 2, -0.6993625648296805
10, 5, -1.503226558394118
3, 7, -1.164206537305641
16, 1, 0.3805429610444468
14, 3, -0.5264157064547366
17, 0, -0.008016993520147854
4, 7, -0.8095099602710342
8, 6, -0.8489207348526258
13, 4, 1.052336935049401
11, 5, 1.202369693214284
-4, 8, 7.983466570079622e-14
5, 7, 0.07502255128699845
-3, 8, -0.6203697078437437
16, 2, 0.07378181101908229
-2, 8, 0.4670288636907494
17, 1, 0.5384419783732156
-1, 8, 0.9906239517926848
15, 3, -0.05398040679709382
9, 6, -0.04874888886272368
0, 8, -0.1758295264621883
6, 7, 0.2108410440992295
18, 0, -1.293275035155945
12, 5, 0.5962292808386245
1, 8, -0.6917607559498146
14, 4, -1.269812544788715
10, 6, 0.3946549877782371
2, 8, 0.7234657665335591
17, 2, 0.213518400591766
7, 7, 0.3507861415344851
18, 1, 0.9254830266011643
16, 3, -0.8270500606091531
3, 8, 0.07418365843199518
13, 5, 0.05069457086819932
19, 0, 0.5521171700482532
15, 4, 0.9345558646882313
8, 7, 1.485625974772442
11, 6, 0.4731565429425714
4, 8, -0.7670508991627636
18, 2, -1.1875939284084
19, 1, -1.149099148375484
17, 3, -1.452267202486499
5, 8, -1.181719785164143
-4, 9, -1.229614658174552
-3, 9, 0.01581259197543602
9, 7, 1.00067389255227
14, 5, 0.2124182557067934
-2, 9, -0.472087897103282
12, 6, 0.04144598328242494
-1, 9, -0.6768589872870624
20, 0, -1.151598673618299
16, 4, -0.7138257683856508
6, 8, -0.0006919337824678942
0, 9, -0.4197595763301114
10, 7, 0.6063725260150746
1, 9, 1.430661190622572
19, 2, -0.1728432998473863
18, 3, 0.01006846942003989
20, 1, 0.6814139480335967
15, 5, 0.5138357692726325
7, 8, -0.04440520317997582
13, 6, -0.3480715096931818
2, 9, 0.06378963172799947
17, 4, 0.275803922148473
21, 0, -0.03772264886876949
3, 9, -0.003642290044700904
11, 7, -0.6313438354744941
8, 8, 0.07188050674173654
4, 9, -0.5430032958593654
20, 2, 0.114584731924007
14, 6, 1.348043622936392
16, 5, -0.07000302866863607
19, 3, 0.5212587239439536
21, 1, -1.063618935508
12, 7, 0.165998961784456
9, 8, -0.6055802833124047
5, 9, -0.7709171069211614
-5, 10, -3.277530129114003e-14
18, 4, 0.4894279708106314
-4, 10, -0.3550075132248048
-3, 10, 0.2356584389273833
22, 0, 0.9584647130738304
-2, 10, -0.2310717528564665
-1, 10, 1.569791700347685
15, 6, 0.02346630082922782
6, 9, -0.00343802798791771
17, 5, 0.1034064541936133
10, 8, -2.073786177488455
0, 10, -1.47020781358623
21, 2, 0.9228231081484713
20, 3, 2.103674806294996
13, 7, 2.104123969596325
22, 1, 1.026534796055068
1, 10, 0.8012529587272199
19, 4, 0.1200923680744805
7, 9, 0.3712010291100165
2, 10, 1.052808650068209
23, 0, 1.114045991152728
11, 8, -0.4537232387675295
16, 6, -0.8969035320422452
18, 5, -0.1606218676003821
14, 7, -0.9203428813763509
3, 10, 0.01710455501529255
8, 9, -0.5298436212033438
22, 2, -1.245892902311848
21, 3, 0.02996167904295165
4, 10, -0.2023557538484985
23, 1, -1.161951269006025
20, 4, -1.008928396226603
12, 8, -0.911147973391561
9, 9, 0.1716010483166487
17, 6, -0.4427604683119945
5, 10, 1.927538082957365
-5, 11, -0.7200699972195882
15, 7, 1.669523503896494
24, 0, -0.01515158606634323
-4, 11, 0.6403145790429126
19, 5, 0.9376997639206511
-3, 11, -0.6007240117890323
-2, 11, -0.8914089026654911
13, 8, -0.9455948947051074
23, 2, 0.2389574333326779
22, 3, 0.4694077232018484
10, 9, 0.6613970225640275
-1, 11, 0.3436887670319423
6, 10, -1.144668411380186
24, 1, 0.4136430148066917
21, 4, 0.563641396359807
0, 11, 0.3110898540446252
18, 6, -0.01416714507226306
16, 7, -0.4034639571279659
1, 11, 0.9259698381139434
7, 10, 0.6007612793254115
25, 0, -0.2150483491193185
20, 5, 0.09264788920908193
11, 9, 0.3843673643385684
14, 8, 0.2738878263840901
2, 11, -0.6989184959462471
23, 3, 0.4213215215318154
24, 2, 0.8044324350935801
8, 10, 0.3001846450010065
3, 11, 0.3671554648710429
22, 4, -0.4344083627783266
17, 7, -0.5031405662602163
25, 1, 0.5849555488610995
19, 6, -0.09846677192664335
12, 9, -0.02374341323049868
15, 8, -0.133530361954336
4, 11, 0.4486873974409865
21, 5, 0.7711422461328011
9, 10, 0.6908451189762701
26, 0, -0.784852936818671
-6, 12, -1.838593735389234e-14
5, 11, -0.0216476578476877
-5, 12, -0.787113762016157
-4, 12, 0.295547477599354
13, 9, -0.4641456490970909
24, 3, 0.00206359904369617
-3, 12, 0.01306230234728457
25, 2, -0.850342886805675
18, 7, -0.7189852664874805
20, 6, -1.309163580613865
10, 10, 0.378521873109056
-2, 12, 1.778421965715846
23, 4, -1.237341813184555
16, 8, -0.3696626511541793
26, 1, 1.589014376743485
6, 11, 1.588830755226907
-1, 12, 0.9490772081510672
22, 5, -0.5877527120325292
0, 12, 0.01030549554211949
14, 9, -0.3521703981573446
27, 0, -0.07239057709086787
11, 10, -0.4750580486458074
7, 11, -0.2113153595723974
1, 12, -0.312045516335501
19, 7, -0.1736987033495354
25, 3, 0.6859994236388152
17, 8, 1.429051774241979
21, 6, -0.03551531107162196
26, 2, -0.4279608998172937
2, 12, -0.2633283656549165
24, 4, 0.1881861457879213
8, 11, -0.2913787664271428
27, 1, 1.693941169623697
12, 10, -0.4645698486994115
15, 9, 0.01103808174447463
3, 12, 0.02023457072630293
23, 5, -0.2746157887761613
28, 0, -0.705060481782831
4, 12, -0.06807673513576873
20, 7, -0.6649691585657032
9, 11, -0.8427612520550305
18, 8, 1.046637613849033
22, 6, -1.303311049130812
26, 3, -0.2800111344937423
13, 10, 0.1120762884266709
27, 2, -0.7574570486501759
-6, 13, 0.4011085345535191
25, 4, 1.607300628587051
16, 9, 1.412438165492629
5, 12, -1.44284602086726
-5, 13, 1.965036906760937
-4, 13, -0.174268160173398
10, 11, -2.032706027184839
-3, 13, -1.750713310442557
28, 1, 0.7290204471145887
24, 5, 0.2297048502861276
-2, 13, 0.1702348918255508
6, 12, -0.05314482424020749
21, 7, 0.3145933590809375
19, 8, -0.08167039088619017
-1, 13, -0.1424211756562694
14, 10, 0.1748617912943276
29, 0, 0.7875101696189418
0, 13, -0.2547405055406893
23, 6, 0.39969627079296
11, 11, -0.1271760028336736
17, 9, 0.3383757412192797
7, 12, 0.2328848664803186
27, 3, -0.03321574351075334
1, 13, 1.322310167431086
28, 2, 2.170678865923728
26, 4, 1.695422707066825
29, 1, 0.853471811923
25, 5, 1.189410769209972
15, 10, 0.7992552412805588
2, 13, 0.3031420330997886
20, 8, 0.438600200923189
8, 12, -0.06425894631449092
12, 11, 0.7900376098995804
22, 7, 0.8814166140646142
18, 9, -0.8824993217345085
3, 13, 0.4164493334704798
30, 0, -0.07978806775051461
24, 6, -0.04945714169015237
9, 12, -1.935266612722656e-05
28, 3, -1.016455908741317
4, 13, -0.7165222730540584
16, 10, 1.055778586973756
27, 4, 0.04401060273848341
13, 11, 0.3233990748256397
29, 2, 0.2278419988902135
21, 8, -0.1429963999979749
26, 5, 0.238015243721277
-7, 14, 1.405565775613556e-13
-6, 14, 0.4600991940977943
30, 1, 0.212506100236046
23, 7, 0.3834436041949023
5, 13, -0.6039071617280285
-5, 14, 0.3260997640465777
19, 9, -0.1476400925151952
10, 12, 1.255552420391338
-4, 14, 0.9529390280412496
-3, 14, 0.2508290626269535
25, 6, -1.548386753351791
14, 11, -1.246814949076323
-2, 14, -0.1661033816831687
17, 10, 0.4543645518362311
6, 13, -0.1237364606862383
31, 0, 1.350047335686832
-1, 14, 0.3331081025983625
29, 3, -0.5657498291132773
11, 12, -0.6194498674557787
28, 4, 0.5600029819583988
30, 2, 0.5763792291632145
22, 8, 0.6858502620873556
0, 14, -0.5668874913865228
20, 9, 0.3374741372378404
7, 13, -0.341942304700337
27, 5, -0.9436123798128982
24, 7, 0.04575836445667771
15, 11, -0.7335509586733561
1, 14, 0.112482992336656
31, 1, 0.4423897303588961
18, 10, 0.750837490020511
12, 12, -0.004212968577412925
26, 6, -1.404286250980361
2, 14, 1.188928284118804
8, 13, 0.06426096280999119
32, 0, -1.159834644127244
3, 14, -0.1507863766870787
23, 8, -0.3561386808429998
30, 3, 0.003204813514448904
21, 9, 0.03770335140813948
29, 4, -0.1871806707964728
16, 11, -0.312558638751113
31, 2, 0.9505552104170615
9, 13, 0.6467895085682774
25, 7, -0.7536300465071615
13, 12, -0.8671401807327073
28, 5, 0.4811245012972759
19, 10, 1.167210221342337
4, 14, -0.3430222305373848
32, 1, 1.791915748606621
-7, 15, 0.5099975312432161
27, 6, 0.01368878162280188
-6, 15, -0.009929183885014436
-5, 15, -0.7426873745278334
10, 13, 0.7944649716387493
5, 14, 1.715183965080246
17, 11, -0.571432038113014
-4, 15, -0.05853736182191714
14, 12, 0.1045176958479645
22, 9, -0.07572720332816421
24, 8, 0.1263587924387413
33, 0, 0.02680724220743312
-3, 15, -0.006462832020926694
31, 3, -0.6056811051468671
-2, 15, -0.5329982854115067
30, 4, -0.9056562028654975
20, 10, -1.946639018631529
6, 14, -1.507616971391645
26, 7, 0.5933291322984201
32, 2, 0.4927931668595391
11, 13, 0.04846007203338754
29, 5, -0.3102511218079491
-1, 15, -0.3093068043600406
0, 15, -0.04112015435056542
15, 12, -0.0580016014968936
33, 1, -0.0326221722141515
18, 11, -0.260514931313837
7, 14, 1.18012547302804
28, 6, -0.6816945512621694
23, 9, -1.371030634858635
1, 15, 1.486311496900536
25, 8, -0.095334836575933
12, 13, -0.7806850681192725
21, 10, 0.1837607160349355
34, 0, -0.01038179655194875
8, 14, -1.048294194912673
2, 15, -0.1331681868060769
27, 7, -0.3576961407854404
32, 3, 0.02822459727242169
31, 4, -0.2704451172814966
16, 12, -0.4437796090990784
33, 2, 0.4236841565581267
30, 5, -0.4728968613288032
19, 11, -1.009940416057816
3, 15, 0.02944594213227487
13, 13, 0.1041399416650509
9, 14, 0.2140588892801896
34, 1, 1.126355660115391
29, 6, 1.234180342766161
