d = 19, symClass = C, r = 21.84328748476719, D = 16, Y = 0.1385846223375511
max of |f(z) - f(z^*)| for 100 points = 1.366196045182733e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 2.097189089056428e-11, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.369171442888728e-11, 
confident_r = 21.8432874
1, 0, 1
2, 0, 1.980023473956236
0, 1, -0.4619771450752656
1, 1, -1.079982348134903
3, 0, 0.6781419696740227
2, 1, -1.020229145519948
4, 0, 2.92049295730508
3, 1, -1.81181452001945
-1, 2, 1.265064668387033e-15
0, 2, -0.9147255917012833
1, 2, 0.8887642658401761
5, 0, 0.2134228825701735
4, 1, 0.7865771174454834
2, 2, -2.138390400751792
5, 1, 0.4989271619250523
3, 2, -0.4989271619449458
6, 0, 1.342737018600401
-1, 3, -1.504281746741991
4, 2, -2.020077656890589
0, 3, -0.3132860911123921
6, 1, -0.0483691254518912
7, 0, 1.166361872275903
1, 3, -0.1663618722463504
5, 2, 0.4713225479872925
2, 3, -0.4713225479632485
7, 1, 0.868663900031341
3, 3, -0.7323813567719829
8, 0, 3.802621136902179
6, 2, -3.587435280062182
4, 3, -1.358453276664946
-2, 4, -3.61101050113261e-14
8, 1, 1.101829468199681
-1, 4, -1.101829468233651
0, 4, -1.349200998656609
9, 0, -0.5401234689740732
7, 2, -0.7816326219260583
5, 3, 0.8370168993840581
1, 4, -0.8370168993730497
2, 4, 1.759774109143106
9, 1, -1.611240626707159e-11
6, 3, -0.6918602022487798
10, 0, 0.4225823173779547
8, 2, 1.557441156565023
3, 4, -0.3433301323653589
4, 4, -3.154080841716581
10, 1, -0.4105887781787346
7, 3, 0.4105887781911888
9, 2, 1.956727699686563
-2, 5, 1.956727699702522
11, 0, 1.040867509357761
-1, 5, 0.04086750932115447
5, 4, -0.8253577962094606
0, 5, 0.3633806511063137
1, 5, -0.5348656002987415
8, 3, 2.368062763358142e-11
11, 1, -0.7279184782943685
2, 5, -0.2784955855178251
10, 2, 0.9878874924410492
6, 4, -0.9878874924237454
12, 0, 1.980508846451339
3, 5, 0.1840071133256536
9, 3, -1.228667467280017
7, 4, -0.03819912601456688
12, 1, -0.9598497187632822
4, 5, 0.95984971874555
11, 2, -0.7958324692022234
13, 0, 0.7734270793829263
-3, 6, -1.477070249135365e-15
-2, 6, -2.978513169902244
10, 3, -0.8494894022391265
5, 5, -0.2304929458861751
-1, 6, -0.8494894022773243
8, 4, -2.979572034271695
0, 6, -0.6203138144503557
13, 1, 1.848465979600891
1, 6, 1.848465979583871
12, 2, -0.09577200380180929
6, 5, 0.1589479923688099
14, 0, 2.309423886177646
2, 6, -0.329400412245957
9, 4, 1.493358283265325
11, 3, -0.7202217597926868
3, 6, 0.6027083498033141
7, 5, -2.468514198113855e-11
14, 1, 0.6949437867644704
13, 2, -0.6949437867690117
10, 4, 0.9332297087589757
4, 6, -0.9332297087789182
15, 0, 0.1447310139656497
12, 3, 0.533410955707978
8, 5, 1.077305416495861
-3, 7, 0.6426304673371421
5, 6, 0.02234543047494459
-2, 7, -0.02234543049945098
-1, 7, -0.8493861055071765
14, 2, 1.719974913028965
15, 1, 0.07685538280102987
11, 4, -0.0768553827631234
0, 7, -0.5388325278858402
9, 5, -1.313191199095203
