d = 19, symClass = C, r = 12.70037199365083, D = 16, Y = 0.1016919622217025
max of |f(z) - f(z^*)| for 100 points = 5.451195050909519e-13; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.549871342376719e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 1.900701818158268e-13, 
confident_r = 12.70037199365083
1, 0, 1
2, 0, 1.999523757667187
0, 1, -1.477916622434746
1, 1, 0.8107437885710872
3, 0, 0.1155932074482411
2, 1, -0.4694797146437283
4, 0, 2.998095257475235
3, 1, 1.468630561659368
-1, 2, 7.962084201344962e-15
0, 2, -2.955129398409365
1, 2, -1.399668197186545
5, 0, 2.18423754286911
4, 1, -1.184237542868877
2, 2, 1.621101466628801
5, 1, -1.198211721664877
3, 2, 1.198211721664993
6, 0, 0.2311313645175483
-1, 3, -0.6155750009672487
4, 2, -0.9387358431730515
0, 3, -0.1708371227283962
6, 1, 0.7951069531741997
7, 0, 0.6573054907065282
1, 3, 0.3426945092935743
5, 2, 0.6938518741680748
2, 3, -0.6938518741681808
7, 1, -0.1748469701040298
3, 3, 0.09371647493961531
8, 0, 3.995238937403293
6, 2, 2.936561699273809
4, 3, 0.2337150443816925
-2, 4, -4.904682375323268e-15
8, 1, -0.3806277625076521
-1, 4, 0.3806277625076281
0, 4, -4.430934816665175
9, 0, -0.9866382103916543
7, 2, 0.5979339124414459
5, 3, -2.170513519291803
1, 4, 2.170513519291957
2, 4, -2.798669813125451
9, 1, -5.227044111807943e-14
6, 3, -0.05426866604777714
10, 0, 4.367434859355285
8, 2, -2.367911101687502
3, 4, 1.000616864261979
4, 4, 2.430687107542222
10, 1, 2.068592894515371
7, 3, -2.068592894515336
9, 2, 1.190683105570878
-2, 5, 1.190683105570739
11, 0, 0.2204112024622463
-1, 5, -0.7795887975378615
5, 4, 0.272287727082495
0, 5, -1.75020434951736
1, 5, -0.4011377572635651
8, 3, -1.682090008157316e-14
11, 1, -1.116169863523319
2, 5, -1.265996105469535
10, 2, -2.395852804184067
6, 4, 2.395852804184075
12, 0, 0.3465594470467806
3, 5, 1.131805361309612
9, 3, 0.1697637171786472
7, 4, -0.08283138401305114
12, 1, -1.134772296929478
