d = 19, symClass = C, r = 21.95950875982892, D = 16, Y = 0.1397389871055106
max of |f(z) - f(z^*)| for 100 points = 3.687050664780145e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 1.104116797989718e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -7.249756350802272e-14, 
confident_r = 21.959508759
1, 0, 1
2, 0, -0.909824050413466
0, 1, -0.408180216289839
1, 1, 0.988274637016044
3, 0, 0.5783763676667711
2, 1, 0.01372407476093009
4, 0, -0.1722201972894191
3, 1, -0.2976996823238429
-1, 2, -1.591897285897926e-15
0, 2, 0.3713721776833556
1, 2, 0.5016923994350188
5, 0, -1.134862394632697
4, 1, -0.4680845725733271
2, 2, -0.8991560331707625
5, 1, -0.623356025714236
3, 2, 0.1834322844675195
6, 0, -0.52622072949391
-1, 3, -0.4996201569708125
4, 2, -0.01248649328720441
0, 3, -0.2360817908511508
6, 1, 0.03874761339119819
7, 0, 0.9395110299368115
1, 3, -0.01386248640168763
5, 2, -0.842326063633658
2, 3, -0.8311222720251308
7, 1, -0.1308165143628674
3, 3, 0.571594694814436
8, 0, 1.066514127874382
6, 2, 0.2708543307786051
4, 3, 0.8857955429343218
-2, 4, 1.17463682092585e-14
8, 1, -0.1278514919110877
-1, 4, -0.1549778019165835
0, 4, 0.07029687737913004
9, 0, -0.665480777324677
7, 2, -1.205861634753778
5, 3, -1.156845110413497
1, 4, -1.399875351854273
2, 4, -0.4564518109154262
9, 1, -0.8225596437536834
6, 3, 0.007937680509954444
10, 0, 1.032525100546456
8, 2, 0.4258746017547893
3, 4, -0.1548486157239101
4, 4, -0.1702008529630732
10, 1, -0.3636415948551637
7, 3, 0.04592022936940572
9, 2, -0.5102645482038615
-2, 5, -0.07815354277273889
11, 0, -0.537746030956275
-1, 5, -0.4618772685876822
5, 4, 0.8453541018500559
0, 5, 0.8714085939901944
1, 5, 1.313913514561245
8, 3, -0.1390207024721711
11, 1, -1.379421975562432
2, 5, -0.5910451389072253
10, 2, 0.5671443041649524
6, 4, -0.1668911040308133
12, 0, -0.09960809214710056
3, 5, 0.7222953226787844
9, 3, -0.1721824609179814
7, 4, -0.4793931559898054
12, 1, 0.468960849831578
4, 5, -0.5226588980589113
11, 2, -0.6295662866285543
13, 0, 0.1412295394173977
-3, 6, 6.671695813587571e-15
-2, 6, 0.4545664348833858
10, 3, -0.2830279431996169
5, 5, -1.12155572111873
-1, 6, -0.6421642789060441
8, 4, -0.002363562862943989
0, 6, 0.2147928911806395
13, 1, -0.8259501885920703
1, 6, 0.8177788831989168
12, 2, -0.03525351055939617
6, 5, 0.9816416870661036
14, 0, -0.8547897306649253
2, 6, 0.01261242352679601
9, 4, 0.1552159719390785
11, 3, -1.108973546347139
3, 6, 0.2901670276712046
7, 5, -0.5288279339387041
14, 1, 1.119337919205429
13, 2, 0.711467791735389
10, 4, 0.7663685109839005
4, 6, 0.756175031922663
15, 0, -0.6563775896090689
12, 3, -0.2707290548459025
8, 5, -0.1764242802451104
-3, 7, 0.6387753391035697
5, 6, -1.91455789526119
-2, 7, -1.882925876831865
-1, 7, 0.6912127773725796
14, 2, 0.1190200109588389
15, 1, -0.4291070829978359
11, 4, -0.4404238683933343
0, 7, -0.3834898154058601
9, 5, -0.419029231471995
6, 6, -0.5200506004308617
13, 3, -0.09524710692234156
1, 7, -0.1090176349160257
16, 0, -0.7981200063560093
2, 7, -0.0389693645683405
7, 6, 1.196340530133279
12, 4, 0.05126989802278574
15, 2, 0.6766444759306152
10, 5, -0.01557493634716853
3, 7, -0.6894925312674092
16, 1, 0.7926346668574754
14, 3, 0.07368784599526912
17, 0, -1.167032352894605
4, 7, 0.3442825546060926
8, 6, -0.8059180887105906
13, 4, -0.3390498072084216
11, 5, 0.6484740513441213
-4, 8, -3.572144136782028e-15
5, 7, 1.401142940859906
-3, 8, 1.294349514606114
16, 2, 0.1163223622220183
-2, 8, 0.141002531463913
17, 1, -0.9240518408398334
-1, 8, 0.5763481100878199
15, 3, -0.3605343939157939
9, 6, 0.1060928984030351
0, 8, -0.4353299673919304
6, 7, -0.807951563791648
18, 0, 0.6054704162974406
12, 5, -0.2826128450320038
1, 8, 0.3591994121498385
14, 4, 1.097121916769711
10, 6, 1.052525504057354
2, 8, 1.273640262697857
17, 2, 0.9010950346500478
7, 7, -0.05977971493259535
18, 1, 1.169106398208129
16, 3, -0.3556826313722626
3, 8, 0.4284754858683678
13, 5, -0.3912356168220211
19, 0, 0.4801243543900595
15, 4, -0.1608541668496531
8, 7, 0.5622742657572053
11, 6, 0.6744980922130727
4, 8, -0.08640156400925497
18, 2, 0.7483845467866069
19, 1, -0.7666731736946273
17, 3, -0.8931909191075025
5, 8, 0.8760809497083722
-4, 9, 0.7717080504659507
-3, 9, -0.2889684916018481
9, 7, -0.1140897017611464
14, 5, -0.3053930968355653
-2, 9, -0.006685760963440562
12, 6, -0.007221892632281786
-1, 9, 0.9554678210409396
20, 0, 0.1954462255000348
16, 4, 0.08061361743677831
6, 8, 0.1408849947588824
0, 9, 0.2716360876251215
10, 7, 1.099168377914083
1, 9, 0.1147506521353868
19, 2, -0.06524917904528026
18, 3, 0.02241070388887129
20, 1, 1.182951339836749
15, 5, 0.3378481743633343
7, 8, -0.904254082725267
13, 6, 0.09849977807131721
2, 9, -0.3570650645670995
17, 4, -0.1004034183173877
21, 0, 0.5433909768777849
3, 9, -0.008017734531428703
11, 7, -0.7056794146787039
