d = 19, symClass = D, r = 15.53829227114553, D = 16, Y = 0.1175428494190419
max of |f(z) - f(z^*)| for 100 points = 9.554301794167941e-13; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 4.091171845743702e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -5.995204332975845e-15, 
confident_r = 15.5382922711
1, 0, 1
2, 0, 1.135327648930296
0, 1, -0.3148729574876494
1, 1, -0.5748165568833938
3, 0, -0.8978833118215452
2, 1, 0.4383249258881928
4, 0, 0.2889688704255469
3, 1, -0.1184727267924068
-1, 2, 0.2938292315859867
0, 2, -0.3574839745362229
1, 2, 0.1226953073118969
5, 0, -1.367818460606139
4, 1, 0.5661084193201286
2, 2, -0.6526051300926251
5, 1, 1.530687598092014
3, 2, -1.168699219534518
6, 0, -1.019391749424095
-1, 3, -0.2692093440787686
4, 2, 0.4976424075761979
0, 3, 0.2827191738721135
6, 1, 0.954236458162164
7, 0, -0.9113839477292397
1, 3, 0.57221209586388
5, 2, -0.2510886819699242
2, 3, -0.0249446495400283
7, 1, -0.2025455219701004
3, 3, 0.5161181937843602
8, 0, -0.8072533006560151
6, 2, -0.1345053623715827
4, 3, -0.6504156533219485
-2, 4, 0.3335924506830876
8, 1, -0.1479234605127997
-1, 4, -0.3559893888778259
0, 4, -0.09098848285274805
9, 0, -0.1938055583523553
7, 2, -0.6973116380365726
5, 3, 0.8750751058778695
1, 4, -0.8004673901442571
2, 4, 0.1392993747851935
9, 1, -0.09251887914573641
6, 3, -0.3935646361104081
10, 0, -1.552922117043425
8, 2, 0.6427185407463802
3, 4, -0.4511220679983817
4, 4, -0.1661040911442448
10, 1, -1.281334516044998
7, 3, 1.204067647478823
9, 2, -0.7026991734396266
-2, 5, 0.838899343238163
11, 0, 0.1834132672472686
-1, 5, -0.799155785937497
5, 4, -0.7871935084972237
0, 5, 0.745562001484998
1, 5, -0.9204100492327678
8, 3, -0.1688979072119446
11, 1, 0.3572380254482926
2, 5, -0.6186041480760149
10, 2, 1.737831951988555
6, 4, -1.326856537220788
12, 0, -0.2594603263910507
3, 5, 0.7027676649874244
9, 3, 0.1063746842929231
7, 4, 0.9298275544460852
12, 1, 1.072831438295653
4, 5, -1.213886026485111
11, 2, 0.7476455146315962
13, 0, 1.527622051765719
-3, 6, -0.2638243635656434
-2, 6, -0.3056408116829991
10, 3, 0.5245554182527516
5, 5, 0.7862446979676261
-1, 6, -1.175372403085445
8, 4, 0.1266622587130828
0, 6, 0.3209788949798547
13, 1, 0.01264498726905958
1, 6, -0.1165040856510216
12, 2, 1.083371034568805
6, 5, -0.148680169964475
14, 0, -1.034719394648271
2, 6, 0.649648213486526
9, 4, -0.07230602547786039
11, 3, -0.1923928547932129
3, 6, -0.1101660688741737
7, 5, 0.1287926761587121
14, 1, 1.367654859214266
13, 2, -1.198121374507485
10, 4, -0.2850679229738723
4, 6, -0.0283203503156613
15, 0, 1.228141369379743
12, 3, -0.5082993023892552
8, 5, -0.5178488321150302
-3, 7, -0.1376307893194061
5, 6, -1.504085093050554
-2, 7, 0.9031585816023974
-1, 7, -0.5971349542728687
14, 2, -0.2299555312597661
15, 1, 1.371478121269748
11, 4, -1.7318263511395
0, 7, 0.2869701590281557
9, 5, 0.9809212405281376
6, 6, 0.5859632555193471
13, 3, -0.04200569540797588
1, 7, 0.1495665183764628
16, 0, -1.205465862350585
2, 7, 0.4617385547050132
7, 6, -1.286294899646197
12, 4, -0.03423493003750857
15, 2, 0.1769327906338146
10, 5, -0.5995489253736107
3, 7, 0.3193460712526061
16, 1, -0.1832749755436691
14, 3, 0.3553622794237345
17, 0, -0.464408763752384
4, 7, -0.5075196622603884
8, 6, -0.7384348745135751
13, 4, -1.025587200983495
11, 5, 1.3350791774718
-4, 8, 0.08490750114945894
5, 7, 0.05919901816379643
-3, 8, 0.06835319689339701
16, 2, -0.1679415946457049
-2, 8, -0.4041645959184996
17, 1, 1.504174219048827
-1, 8, 0.8444773513612399
15, 3, -1.374378849939126
9, 6, 1.049355525758945
0, 8, 0.2541822342192515
6, 7, -0.03481075027733337
18, 0, -0.2200328089137395
12, 5, 0.5588925933621293
1, 8, -1.655914424028932
14, 4, -0.7916771825836788
10, 6, 0.9934969625936692
2, 8, -0.9087927600978903
