d = 19, symClass = D, r = 23.21039746981714, D = 16, Y = 0.1449833176414256
max of |f(z) - f(z^*)| for 100 points = 8.282874386367212e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -2.576133750764598e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 6.833422716567839e-13, 
confident_r = 23.21039747
1, 0, 1
2, 0, 1.127348270668725
0, 1, 0.103222321721747
1, 1, -0.877578398614299
3, 0, -0.04960397894288484
2, 1, -0.02209906600436439
4, 0, 0.2709141233769222
3, 1, 1.435673571362056
-1, 2, -1.351852637083614
0, 2, 0.1163675058876798
1, 2, 0.4660407479465133
5, 0, -0.8197427534979839
4, 1, -0.1589475510984509
2, 2, -0.9893364900547426
5, 1, -1.010344749177015
3, 2, 0.8291733895800936
6, 0, -0.05592095987954018
-1, 3, -1.224976133850871
4, 2, -0.0249133438435176
0, 3, -0.005120237872509947
6, 1, 1.01091720283622
7, 0, -0.2485931357985229
1, 3, 0.7888808272298434
5, 2, 1.245599391255689
2, 3, -1.250161625057625
7, 1, 1.341403460782871
3, 3, 0.04353138040410161
8, 0, -0.8219337021773634
6, 2, 1.618504117917874
4, 3, 0.4845108060178537
-2, 4, -1.524008732615505
8, 1, 1.401562172617424
-1, 4, -1.362774846707169
0, 4, 0.02796438480325997
9, 0, -0.9975394452738917
7, 2, 1.101531370587605
5, 3, -0.07068910906844222
1, 4, 0.3670762276111584
2, 4, 0.5253902312579959
9, 1, -0.1395413678260937
6, 3, 0.001096201604545832
10, 0, -0.9241355755494244
8, 2, -0.1791892468577501
3, 4, -1.066497432660546
4, 4, -0.2377483825561741
10, 1, 0.8917831303500557
7, 3, -0.7955715143095224
9, 2, -1.502353373918728
-2, 5, -1.017478853460992
11, 0, -1.874764835755687
-1, 5, 0.8757415731917105
5, 4, 0.05180187971788591
0, 5, -0.1878380719535742
1, 5, 0.6630444271879802
8, 3, 1.186356672414206
11, 1, 0.1789326358926917
2, 5, -0.05767723438298342
10, 2, -1.139010405761895
6, 4, 0.9347671868269749
12, 0, -0.0134384184699861
3, 5, -0.04955879953435644
9, 3, -0.07121512160190341
7, 4, 0.01644980462783828
12, 1, 0.5254805661236367
4, 5, -1.343455152668758
11, 2, -0.3445253724152902
13, 0, -0.3493875406940998
-3, 6, 0.06705726974218193
-2, 6, -1.380974726105564
10, 3, 0.3293682704897591
5, 5, 0.7193885328912428
-1, 6, -0.05039039577475826
8, 4, -0.005986949093510031
0, 6, -0.005772291311128799
13, 1, 0.2971990200421988
1, 6, -0.3606531100708122
