d = 19, symClass = D, r = 20.29480698383791, D = 16, Y = 0.1331519717025576
max of |f(z) - f(z^*)| for 100 points = 2.009281629966608e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 2.408850896529202e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.848499214280764e-12, 
confident_r = 20.2948069838379
1, 0, 1
2, 0, -1.923096358167576
0, 1, -0.3152731242680974
1, 1, 0.2011184604799738
3, 0, 0.4105012681363809
2, 1, 0.796086911407737
4, 0, 2.698299602801006
3, 1, 1.018098128555318
-1, 2, -0.7418093557699071
0, 2, 0.6063005971056828
1, 2, -0.1298245042583303
5, 0, -0.3676478346641551
4, 1, -0.4335578795787291
2, 2, -0.3867701789121556
5, 1, -0.4042602567877402
3, 2, 0.2774457660155081
6, 0, -0.7894334937768425
-1, 3, 0.6824755246366131
4, 2, -1.530951840122518
0, 3, -0.1294200173231451
6, 1, 0.4383089835695886
7, 0, -0.208308510249453
1, 3, -0.7107942194635049
5, 2, -0.6712142251015657
2, 3, 0.1692446095973319
7, 1, 0.2787066168930277
3, 3, 0.0825593830708177
8, 0, -3.265993781228968
6, 2, -1.957900803278517
4, 3, 0.1002621426826553
-2, 4, 1.426570870529919
8, 1, -0.1465788820097199
-1, 4, 0.4667944300706158
0, 4, -0.8507013459762334
9, 0, -0.8314887088661354
7, 2, 0.3164114557875021
5, 3, -0.2211777817065033
1, 4, -0.4207801738778225
2, 4, 0.2496650313382091
9, 1, 0.2338725531975731
6, 3, 0.3267946866770474
10, 0, 0.7070222119240308
8, 2, 0.833773579273818
3, 4, -0.2950984520524871
4, 4, 0.5426778620324165
10, 1, 0.8759927356744961
7, 3, -0.7941323815399269
9, 2, 0.2775940075877211
-2, 5, 0.131922648881651
11, 0, 0.2556478246805996
-1, 5, 0.01186091634728199
5, 4, 0.1574688130253807
0, 5, 0.4311826057219011
1, 5, -0.27575207030059
8, 3, -0.1491915556039153
11, 1, 1.411264108523161
2, 5, -0.267208995908654
10, 2, 0.7774314275833699
6, 4, -0.5335549422232652
12, 0, 1.107655408754918
3, 5, 0.3582754439477281
9, 3, 0.4179305728599078
7, 4, 0.5998552272578596
12, 1, 0.5833249639291794
4, 5, -0.6355451727828553
11, 2, -0.7876829106653684
13, 0, -0.9409834145577918
-3, 6, -0.3045136812528486
-2, 6, -1.312466195969805
10, 3, -0.3021200809107669
5, 5, -0.0739407665107657
-1, 6, 0.1277270943687983
8, 4, 2.148080996862735
0, 6, 0.2488871639835705
13, 1, 0.9002919386207329
1, 6, 0.720697250744281
12, 2, -0.8429104100586289
6, 5, 0.538073236622162
14, 0, 0.4005973374381499
2, 6, 1.36692577484264
9, 4, 0.3471481430056281
11, 3, 0.6540486010401472
3, 6, -0.05329312363207124
7, 5, -0.5905447188884593
14, 1, 0.6204868177714488
13, 2, -1.050819199545664
10, 4, 1.290809631834452
4, 6, -0.3254736923580593
15, 0, -0.1509199023587112
12, 3, -0.1779760593803006
8, 5, 0.2743299769578033
-3, 7, 0.9453416230148349
5, 6, -0.8440067360285615
-2, 7, 0.5676326507374072
-1, 7, 0.1421495991398993
14, 2, -0.5359796799355573
15, 1, 0.3611979800885575
11, 4, 0.08699064847078856
0, 7, 0.06567407483527962
9, 5, -0.3228967212543896
6, 6, -0.15876964892145
13, 3, 0.6480061377888431
1, 7, -0.8547093150228687
16, 0, 3.582521143664684
2, 7, -0.6965362938510314
7, 6, 1.531487437175195
12, 4, 2.747133775879419
15, 2, -0.6101238359015714
10, 5, -0.2926796291805209
3, 7, -0.08017567064366646
16, 1, 0.8396104038663738
14, 3, 0.4397689539855947
17, 0, 1.015197633309276
4, 7, 0.05784996539583274
8, 6, -0.1928137614664125
13, 4, 0.7471244101653681
11, 5, -0.4726075565049639
-4, 8, -2.001623890008233
5, 7, 1.063163713911532
-3, 8, -1.238901125635175
16, 2, 0.2818853141804497
-2, 8, -0.8976906684922655
17, 1, 0.6773717297220671
-1, 8, 1.180950787231057
15, 3, -0.1659493480696736
9, 6, 0.1138918387860192
0, 8, 1.029680063232069
6, 7, -0.7552347168443363
18, 0, 1.599032907866507
12, 5, -0.4269606047695508
1, 8, 0.6032646607501163
14, 4, -0.6084897183094126
10, 6, 0.4253461865130952
2, 8, 0.8092008199784156
17, 2, -0.2440129913856248
7, 7, -0.2430131473659257
18, 1, 0.236709376410464
16, 3, -0.8780222542810086
3, 8, -1.198015787242601
13, 5, -0.646657119960906
19, 0, -0.4497188796978619
15, 4, -0.8338230187581952
8, 7, 0.7706031008341099
11, 6, -0.09109199087945039
4, 8, -0.3503054082793142
18, 2, -0.449759455335406
19, 1, 0.2086967761979726
17, 3, -0.5030322529255716
5, 8, -0.1406203455509012
-4, 9, 0.2330451097097759
-3, 9, 0.28015706832838
9, 7, -0.1711430550920569
14, 5, -0.3106156614716379
-2, 9, 0.04626749181594009
12, 6, -0.6284576718210694
-1, 9, -0.5282364012922234
20, 0, -0.9920240062232433
16, 4, -1.16986905425066
6, 8, 0.56750275844447
0, 9, 0.2621460430314673
