d = 19, symClass = D, r = 21.45101723555859, D = 16, Y = 0.1243848293687583
max of |f(z) - f(z^*)| for 100 points = 8.522960115442402e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 2.483291350330319e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.062927523776125e-12, 
confident_r = 21.4510172355586
1, 0, 1
2, 0, 0.4245960437947316
0, 1, 0.3003935418534852
1, 1, -1.215421038900467
3, 0, 0.5765902281233595
2, 1, -1.344419698418113
4, 0, -0.8197181995946624
3, 1, 0.1806117055562159
-1, 2, 0.6905445464966862
0, 2, 0.1275459094522286
1, 2, 0.7068711384604282
5, 0, 0.09023627998841446
4, 1, -0.9097637200122867
2, 2, -0.516062964660958
5, 1, -0.3651046307197893
3, 2, -0.3651046307203999
6, 0, 0.2448179297503933
-1, 3, 1.192734852422073
4, 2, -0.5708352851473278
0, 3, 0.1732039808246668
6, 1, 1.347395014147622
7, 0, 1.477248301804154
1, 3, 0.4772483018032924
5, 2, -0.4038549949456723
2, 3, -0.4038549949456637
7, 1, 0.2550319948621037
3, 3, -0.7007998940857797
8, 0, -0.7726451483690583
6, 2, 0.07668701564251014
4, 3, -1.177520845321178
-2, 4, 0.2932024825053478
8, 1, 1.634035986570639
-1, 4, 1.634035986570525
0, 4, -0.2462380532993237
9, 0, -0.6675437088319416
7, 2, -1.109153702263881
5, 3, 0.05425458993179846
1, 4, 0.05425458993222725
2, 4, 0.3001346888623665
9, 1, 0.2074351221301844
6, 3, -0.7751792606041351
10, 0, 0.03831396748958255
8, 2, -0.3862820763046139
3, 4, -0.2107867746062485
4, 4, 0.9963027457573761
10, 1, 0.2123395249161662
7, 3, 0.2123395249161606
9, 2, -0.2195192668050204
-2, 5, -0.219519266805579
11, 0, 1.807464325495364
-1, 5, 0.8074643254955637
5, 4, -0.573680687957778
0, 5, -0.2732871461040803
1, 5, -0.3393205052071792
8, 3, -0.8393023701092361
11, 1, -1.060855948982976
2, 5, 1.696521786502869
10, 2, -0.1550219817751321
6, 4, -0.1550219817745604
12, 0, -0.4726415037003698
3, 5, -0.285166550669202
9, 3, 0.1041389445079076
7, 4, 0.7197654335785304
12, 1, -0.8591460534757559
4, 5, -0.8591460534769935
11, 2, -0.8408138069465196
13, 0, -1.040316824574876
-3, 6, 0.3981612375923054
-2, 6, 0.5064304996337753
10, 3, 1.105745965732003
5, 5, -0.1096750731690701
-1, 6, 1.10574596573197
8, 4, 1.102045294686582
0, 6, 0.0735417250272605
13, 1, -0.2428179347145838
1, 6, -0.2428179347146596
12, 2, 0.5720985924345897
6, 5, 0.596829613071708
14, 0, 0.6272337846466686
2, 6, 0.202637740852502
9, 4, -0.1077389728543205
11, 3, -1.190956115290088
3, 6, 0.4075749909758147
7, 5, -0.9283816909455344
14, 1, 0.3582898468114084
13, 2, 0.3582898468119559
10, 4, -0.1714752331204056
4, 6, -0.1714752331206932
15, 0, 0.05202935726253921
12, 3, -0.524560870858845
8, 5, -0.8928590721173206
-3, 7, -0.2954846317676513
5, 6, 0.4047487605756436
-2, 7, 0.4047487605761886
-1, 7, -1.877670207503834
14, 2, 0.1082855760592011
15, 1, 0.1433623077230927
11, 4, 0.1433623077222794
0, 7, 0.4437558495752482
9, 5, -0.9851516385306187
6, 6, -0.2975568625199366
13, 3, -0.9503314827896933
1, 7, -0.9503314827888835
16, 0, 0.4916561263401129
2, 7, 1.484449785352267
7, 6, -1.027437891429412
12, 4, -0.1480507021054586
15, 2, 1.223104266089776
10, 5, -0.1213154323257762
3, 7, 1.223104266092346
16, 1, -1.272777603387217
14, 3, 0.02053243688724723
17, 0, 0.03262058817945739
4, 7, -0.9673794118140463
8, 6, -0.4999706924088586
13, 4, -1.449675033465587
11, 5, -1.449675033464928
-4, 8, -0.5660519323928382
5, 7, 0.07660996422351031
-3, 8, 0.07660996422311481
16, 2, 0.6938052153148541
-2, 8, 0.6938052153151325
17, 1, 0.1400694198674526
-1, 8, 0.178714591503955
15, 3, -0.2105157623154724
9, 6, -0.2105157623147655
0, 8, -0.2320976127144225
6, 7, 0.124720428305545
18, 0, -0.2834364178294724
12, 5, -1.637652247905278
1, 8, -1.637652247905147
14, 4, -0.4709422739420199
10, 6, 0.02303628424323965
2, 8, 0.02303628424288224
17, 2, 0.6353634121084228
7, 7, -0.5800576267920179
18, 1, -0.3329188065233914
16, 3, 0.5883894402921024
3, 8, -0.5462269824058286
13, 5, 0.9494672930462598
19, 0, -0.5231482293047073
15, 4, -0.3537196573325528
8, 7, -0.3537196573319888
11, 6, -0.5167872955834379
4, 8, -0.5794351369649143
