d = 19, symClass = D, r = 24.193305906698, D = 16, Y = 0.1459710461408056
max of |f(z) - f(z^*)| for 100 points = 7.331135698507296e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 3.484990074298366e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.529332216421153e-13, 
confident_r = 24.1933059067
1, 0, 1
2, 0, -1.140427029480474
0, 1, -0.7890666447968853
1, 1, 0.4002526174270716
3, 0, 1.94800320796508
2, 1, 0.07829728241559321
4, 0, 0.3005738095693046
3, 1, -0.1732804690039481
-1, 2, 1.819459952870059
0, 2, 0.8998729297874878
1, 2, 1.181122758520413
5, 0, 0.622626169930861
4, 1, -0.3773738300699523
2, 2, -0.4564589035339869
5, 1, -0.3158259899041415
3, 2, -0.3158259899038828
6, 0, -2.221555511877449
-1, 3, 0.5138453288784323
4, 2, -0.08929233720162338
0, 3, -1.537104355361378
6, 1, -0.127849965012668
7, 0, 0.1602021577570807
1, 3, -0.8397978422432552
5, 2, -0.06178177393261312
2, 3, -0.06178177393273083
7, 1, -0.4652951254954727
3, 3, 0.7796933827432794
8, 0, 0.7976445326938695
6, 2, 0.1976137305333057
4, 3, 0.8735014171947534
-2, 4, -2.07496130930964
8, 1, 0.03133869222468436
-1, 4, 0.03133869222448939
0, 4, -0.2371727674303911
9, 0, 2.794716498238707
7, 2, -1.151971745606062
5, 3, 0.1367298382862033
1, 4, 0.1367298382860047
2, 4, -1.346984318950912
9, 1, -1.435675160352363
6, 3, 0.1525233573215721
10, 0, -0.710059713450825
8, 2, 0.4303673160302134
3, 4, -1.041205705034484
4, 4, 0.1203054540099904
10, 1, -0.9319845721588832
7, 3, -0.9319845721582271
9, 2, -0.06935596126819805
-2, 5, -0.06935596126800575
11, 0, 0.006130464433406156
-1, 5, -0.9938695355669919
5, 4, 1.086839746723823
0, 5, 0.2977731019274045
1, 5, -1.590893009227792
8, 3, 0.7282436084390559
11, 1, -1.709042911707834
2, 5, -1.792244154300884
10, 2, 0.3601764954988979
6, 4, 0.3601764954988284
12, 0, 0.5855187452707122
3, 5, 0.8711962863284232
9, 3, -0.3375509094983709
7, 4, -1.712905460663101
12, 1, 0.472747475600238
4, 5, 0.4727474756000877
11, 2, 1.070346893427966
13, 0, -0.7895765043169528
-3, 6, 3.544313824951654
-2, 6, -0.5860031020252038
10, 3, -0.1510448632335747
5, 5, 0.2492077541928875
-1, 6, -0.1510448632337979
8, 4, 0.02353411245473939
0, 6, 1.752955353985946
13, 1, -0.01356738981850207
1, 6, -0.01356738981830388
12, 2, 0.1458035558185016
6, 5, -0.1787736748080374
14, 0, -0.1826988708870919
2, 6, 0.9577281585933062
9, 4, 0.2056091596879937
11, 3, -1.165961448040901
3, 6, 2.300830922597267
7, 5, 0.142458769774578
14, 1, -0.4054582096025645
13, 2, -0.4054582096027924
10, 4, 0.07045760492198509
4, 6, 0.07045760492221499
15, 0, 1.212877776386547
12, 3, -0.735125431577317
8, 5, -0.4141436943428435
-3, 7, 0.9920944221235833
5, 6, 0.1008821429292627
-2, 7, 0.100882142930093
-1, 7, 1.967872762236095
14, 2, 0.5306351378004229
15, 1, 0.6626564656861615
11, 4, 0.6626564656863848
0, 7, -0.1264101791103507
9, 5, 0.002708317354440479
6, 6, -0.8891834083875394
13, 3, 0.09247870219156794
1, 7, 0.09247870219169126
16, 0, -1.210229194570573
2, 7, 0.6649414450537131
7, 6, 1.160659224656847
12, 4, -0.05208357069273344
15, 2, -0.0295473453494831
10, 5, 0.04874993706708097
3, 7, -0.02954734534957948
16, 1, -0.3865570343289059
14, 3, -1.738114116020433
17, 0, 0.03002612093790304
4, 7, -0.9699738790621359
8, 6, -0.9961646264581147
13, 4, 0.2056679378364132
11, 5, 0.205667937836202
-4, 8, 0.5468820093923943
5, 7, 0.3671488635145484
-3, 8, 0.3671488635149235
16, 2, -0.03573949168126588
-2, 8, -0.03573949168153812
17, 1, 1.623971963684566
-1, 8, 0.09493690695396857
15, 3, -0.6152300414914765
9, 6, -0.6152300414917159
0, 8, -0.6293946951531254
6, 7, -0.3152768739679996
18, 0, -3.187170234325433
12, 5, -0.05117228313419347
1, 8, -0.05117228313426864
14, 4, 1.313739715886646
