d = 19, symClass = D, r = 3.770910610764859, D = 16, Y = 0.05215317746708956
max of |f(z) - f(z^*)| for 100 points = 7.660816425669736e-13; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -9.960920976936904e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.314504061156185e-13, 
confident_r = 3.77091
1, 0, 1
2, 0, 0.6614729291887912
0, 1, -0.6931229650065427
1, 1, 0.9461149336774144
3, 0, 1.856182948129031
2, 1, -1.156733720288722
4, 0, -0.5624535639513054
3, 1, 0.05889577085365253
-1, 2, 1.877434150319481
0, 2, -0.4584820779499017
1, 2, -0.1742104620471355
5, 0, 0.4804194446192822
4, 1, -0.5195805553812061
2, 2, 0.6258294165289896
5, 1, -0.6557739880670888
3, 2, -0.655773988067061
6, 0, 1.227814771809173
-1, 3, 0.186487010841977
4, 2, -0.7651480422508492
0, 3, -1.286563028601211
6, 1, 1.244831165061329
7, 0, 0.8951334677272301
1, 3, -0.1048665322729198
5, 2, 0.8017587059290686
2, 3, 0.8017587059290622
7, 1, -0.9986521080735921
3, 3, 1.756162406862249
8, 0, -1.033520735668046
6, 2, 0.03895795806297055
4, 3, 0.7148320858068317
-2, 4, 1.241871866771047
8, 1, -1.094403047052618
-1, 4, -1.094403047052612
0, 4, 0.3898494819237376
9, 0, 2.44541513692477
7, 2, 0.02950967110598362
5, 3, -0.04082201131977228
1, 4, -0.04082201131976061
2, 4, -0.115235504626208
9, 1, -1.30129272487325
6, 3, -2.147109407124062
10, 0, 0.3177844572725437
8, 2, -0.3436884719158014
3, 4, -1.230124416194329
4, 4, -0.5321457163547202
10, 1, 0.1207492719893227
7, 3, 0.1207492719892718
9, 2, 0.05572216833426469
-2, 5, 0.05572216833423021
11, 0, 1.338032899652328
-1, 5, 0.3380328996522673
5, 4, 1.053256180111731
0, 5, 0.3601332151053331
1, 5, 0.01890387726396956
8, 3, 1.776268486613312
11, 1, 0.9705020847838968
2, 5, -0.06320247101940243
10, 2, -0.4337767407725805
