d = 19, symClass = D, r = 21.96547746918375, D = 16, Y = 0.1398080266902778
max of |f(z) - f(z^*)| for 100 points = 1.564259832775861e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 1.198152688175469e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 9.481304630298837e-13, 
confident_r = 21.9654774691838
1, 0, 1
2, 0, 1.93435989203508
0, 1, 1.135332049676206
1, 1, 1.802396038120569
3, 0, -0.90879425670411
2, 1, -0.9756348782136703
4, 0, 2.741748191912551
3, 1, 0.3637572799016824
-1, 2, -1.423104981109017
0, 2, 2.196140781034434
1, 2, 0.8100297577113009
5, 0, 1.288978863020873
4, 1, 0.2889788630202947
2, 2, 3.486482605702412
5, 1, 2.046317988286355
3, 2, 2.046317988286643
6, 0, -1.757935160278615
-1, 3, -0.1374695084202685
4, 2, -1.887228977686727
0, 3, -1.031783246196627
6, 1, -1.490254269745106
7, 0, 3.248631478231672
1, 3, 2.248631478231532
5, 2, -1.107669546017793
2, 3, -1.107669546017483
7, 1, 1.13673654354189
3, 3, -1.638007167749026
8, 0, 3.369167844458719
6, 2, 0.7036374926780534
4, 3, 0.6185568446630586
-2, 4, -2.752797197611196
8, 1, -1.75848043914426
-1, 4, -1.758480439144063
0, 4, 3.112794594418439
9, 0, -0.1740929989828579
7, 2, 0.4780729470413373
5, 3, 0.4129852981760033
1, 4, 0.4129852981758323
2, 4, 1.566889074671048
9, 1, -1.61569669510621
6, 3, 0.8866513739599733
10, 0, 2.493349014308123
8, 2, 0.55898912227266
3, 4, -0.3167726557810254
4, 4, 4.941716078626011
10, 1, 0.9196527451199374
7, 3, 0.9196527451202587
9, 2, 0.655634680132537
-2, 5, 0.6556346801329936
11, 0, 0.9518634155870879
-1, 5, -0.04813658441374075
5, 4, -0.8072450848098566
0, 5, 0.3280869648662479
1, 5, 0.3984286207447154
8, 3, -2.564998779780101
11, 1, -0.783762570926742
2, 5, 0.9041563069996358
10, 2, 3.95831544288989
6, 4, 3.958315442890512
12, 0, -2.491685010136469
3, 5, 0.9113609101303709
9, 3, -0.3305805268092546
7, 4, 0.3526245832130197
12, 1, 1.459994426057901
4, 5, 1.459994426057647
11, 2, 1.708275615677883
13, 0, 1.255729949797127
-3, 6, 1.293309633517715
-2, 6, -0.2659155034656612
10, 3, 0.52085435780901
5, 5, 2.323250395929326
-1, 6, 0.520854357808918
8, 4, -2.674945163308573
0, 6, -1.995840128715774
13, 1, -0.354894289476293
1, 6, -0.3548942894763996
12, 2, -2.882688088327165
6, 5, -0.2928930368737886
14, 0, 6.284022435492562
2, 6, 4.349662543457093
9, 4, -0.5184130151258839
11, 3, 0.1677919070800355
3, 6, -0.7361503915665021
7, 5, 1.388430854929091
14, 1, -0.1560735387621577
13, 2, -0.1560735387627347
10, 4, -2.14263154344476
4, 6, -2.142631543444174
15, 0, -1.17141658772549
12, 3, -0.2626223310217851
8, 5, 0.4408673891620513
-3, 7, 0.698413875333888
5, 6, -1.691933434607007
-2, 7, -1.691933434606679
-1, 7, -0.1397724400957201
14, 2, 2.19885757763801
15, 1, 2.552943385145537
11, 4, 2.552943385144837
0, 7, 3.688275434821692
9, 5, -1.000199876482537
6, 6, -3.168495368158661
13, 3, -0.7902932840143415
1, 7, -0.7902932840137168
16, 0, 3.775434955940125
2, 7, -0.1455487471595318
7, 6, -0.2805505648306696
12, 4, 0.9973308644665981
15, 2, -0.2819378578295846
10, 5, -1.257572736042714
3, 7, -0.2819378578292072
16, 1, -1.851610986063835
14, 3, 0.3026752895112267
17, 0, 0.1323193586814933
4, 7, -0.8676806413189081
8, 6, 1.196511551259454
13, 4, -0.2477744973389123
11, 5, -0.2477744973384719
-4, 8, -3.901795508856118
5, 7, 1.290573429920645
-3, 8, 1.290573429920274
16, 2, -3.401534032407594
-2, 8, -3.401534032408148
17, 1, 0.852110472385713
-1, 8, 1.586322819507964
15, 3, -1.859682035143639
9, 6, -1.859682035143706
0, 8, 3.825124234550385
6, 7, -0.5176647969435682
18, 0, -0.3367585147181944
12, 5, -2.686028391577771
1, 8, -2.686028391578534
14, 4, 0.9247651342241117
10, 6, 0.7988621967914804
2, 8, 0.7988621967909522
17, 2, 2.250528429435525
7, 7, 4.052924467556023
18, 1, -1.501472278377117
16, 3, 0.704470872398979
3, 8, 0.7364718583875252
13, 5, 0.652151600636487
19, 0, 1.025227787256201
15, 4, 0.7022674102922835
8, 7, 0.7022674102920941
11, 6, -1.453316268757459
4, 8, 2.22089762359925
18, 2, -3.125338884705864
19, 1, -1.99645920128819
17, 3, -1.996459201287772
5, 8, -1.996459201288093
-4, 9, -1.996459201287858
-3, 9, 0.1249314997238422
9, 7, 0.4211527302500286
14, 5, 0.29465422130495
-2, 9, 0.2946542213049558
12, 6, 1.715102856006009
-1, 9, 1.06213765928849
20, 0, 3.534055467100476
16, 4, 0.7923072751874682
6, 8, -0.6127523202354561
0, 9, -0.1976533613693092
10, 7, 0.5427715388590312
1, 9, 0.5427715388589562
19, 2, -1.125942581803011
18, 3, 1.354334521371549
20, 1, 0.1051181651612477
15, 5, 0.4688754450631813
7, 8, 0.1051181651614503
13, 6, 2.048849442466236
2, 9, 2.04884944246612
17, 4, -1.152757383045422
21, 0, -2.95233762956251
3, 9, -2.043543372859593
11, 7, -1.137066863951012
8, 8, 6.072574774612543
4, 9, 0.7043789280674906
20, 2, 1.778939384760275
14, 6, 1.778939384760039
16, 5, -0.5938445803873956
19, 3, -0.1529340947413637
21, 1, -0.6966609123988405
12, 7, 0.1341200471056034
9, 8, 0.1341200471056191
5, 9, -0.411247259399445
-5, 10, -1.834352240508523
18, 4, 1.26823342907576
-4, 10, 1.268233429075887
-3, 10, 1.107442141171312
22, 0, 1.841246413806173
-2, 10, -0.09311347822887175
-1, 10, -0.738064668088693
15, 6, 1.006643721745714
6, 9, 1.006643721745572
17, 5, 0.1905238265481592
10, 8, -1.561502515097953
0, 10, 0.6346382659365825
21, 2, -0.6634159284603143
20, 3, -0.359642148568191
13, 7, -0.3596421485688673
22, 1, 1.114884406172049
1, 10, 1.114884406172383
19, 4, 1.453944042969796
7, 9, 1.453944042969514
2, 10, 0.7707043438069817
23, 0, 0.6561482083775053
11, 8, -0.3438517916233399
16, 6, -4.961630762723303
18, 5, -2.193843298411204
14, 7, -3.169478176624985
3, 10, -2.193843298411706
8, 9, 0.4678550446403618
22, 2, -1.516078882078297
21, 3, -1.033059642155743
4, 10, 1.748963696390254
23, 1, -0.7137758169951548
20, 4, 5.610488644460944
12, 8, 5.610488644461592
9, 9, -0.3137845316312241
17, 6, -0.3651640892078757
5, 10, 1.044111236107281
-5, 11, 0.2340814783960758
15, 7, 0.2340814783969856
24, 0, -3.061880386913436
-4, 11, 0.5023103208139577
19, 5, 0.8616767856798564
-3, 11, 0.8616767856795181
-2, 11, 1.794438348004444
13, 8, -1.073437564197475
23, 2, 0.7443630652332726
22, 3, 0.7443630652339465
10, 9, 0.744363065233505
-1, 11, 0.7443630652336202
6, 10, 1.762899991723685
24, 1, -0.05465100704711689
21, 4, -0.05465100704531877
0, 11, 1.080681042630657
18, 6, -0.6394617121443555
16, 7, 0.9885591290977099
1, 11, -1.357523774241203
7, 10, 0.1622013802420243
25, 0, 0.083508783272459
20, 5, -0.9164912167280205
11, 9, -1.205470079748144
14, 8, 0.6821028507128606
2, 11, 0.9290668976598175
23, 3, -1.271998154975231
24, 2, 2.824154660359961
8, 10, 2.824154660360255
3, 11, -0.0006629695764789395
22, 4, 3.304419835508178
17, 7, -0.1866145487280539
25, 1, 0.4523487826388198
19, 6, 0.4523487826388087
12, 9, -0.5621409078742952
15, 8, -2.912125322062903
4, 11, -2.912125322062561
21, 5, -1.10903981921964
9, 10, -1.109039819219639
26, 0, 2.429033650113513
-6, 12, 2.501726283058629
5, 11, -0.8898307661089674
