d = 19, symClass = D, r = 23.9839700303253, D = 16, Y = 0.1410082251999388
max of |f(z) - f(z^*)| for 100 points = 6.130401741799574e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -9.861694794111031e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -2.999128723146782e-12, 
confident_r = 23.9839700303253
1, 0, 1
2, 0, 0.5076274217530778
0, 1, 0.1836816931446469
1, 1, -0.3897906647030993
3, 0, 0.08248466397918562
2, 1, 0.8147396047111805
4, 0, -0.7423144006862589
3, 1, -0.1401237940527952
-1, 2, -0.5809490607747986
0, 2, 0.09324186431524328
1, 2, 0.2828814141223877
5, 0, -0.1845763247766134
4, 1, -0.7479457464374586
2, 2, -0.1978684301436536
5, 1, 0.01761664939888326
3, 2, -0.1608114679378715
6, 0, 0.04187147731189031
-1, 3, -0.17692841598152
4, 2, 0.4135841649400501
0, 3, 0.01515092273832937
6, 1, -1.233751318236632
7, 0, 0.1154796350957105
1, 3, -0.8116061105319379
5, 2, 0.1093870749108474
2, 3, 0.189918425221537
7, 1, -0.2864167572192273
3, 3, -0.03215175200108285
8, 0, -0.8844465671053905
6, 2, -0.07113068030008018
4, 3, 0.454213529537613
-2, 4, -0.2949056738896593
8, 1, -0.3011234132413984
-1, 4, -0.3340323709165983
0, 4, -0.1363495659631613
9, 0, -0.993196280210295
7, 2, -0.7925703897139973
5, 3, 0.8158057293848164
1, 4, -0.8672820808729498
2, 4, 0.1435983629136577
9, 1, -0.106709707121159
6, 3, 0.06720352252375271
10, 0, -0.09369600386198611
8, 2, -0.3796777708728776
3, 4, -0.8426641401654457
4, 4, 0.2893472236643754
10, 1, -0.3088852214872206
7, 3, 0.4128054956958027
9, 2, -0.2892761033614808
-2, 5, 0.3985139970045812
11, 0, 0.656374095543967
-1, 5, -0.3287728485798513
5, 4, -0.2408645903354472
0, 5, -0.2175849849957258
1, 5, 0.5208139597139105
8, 3, 0.2264485205483334
11, 1, -0.3604793271816329
2, 5, -0.8612130072491666
10, 2, 0.008942694316142752
6, 4, -0.08163231085640191
12, 0, -0.06122955390562382
3, 5, 0.7370247154996452
9, 3, -0.01155806406815207
7, 4, 0.3676215310574488
12, 1, 0.0371941209436468
4, 5, -0.2577231898328196
11, 2, -0.8586271471511207
13, 0, 0.05198251219856887
-3, 6, -0.04791938806472537
-2, 6, -0.08981371564094315
10, 3, 0.2587682909621044
5, 5, 0.07194612832055892
-1, 6, 0.3243162483508818
8, 4, -0.6047929413843945
0, 6, 0.007691023846679496
13, 1, 0.04104842379453367
1, 6, -0.2693772329497305
12, 2, -0.626286000758373
6, 5, 0.3717626888786594
14, 0, 0.05862062942862481
2, 6, -0.4119935173664857
9, 4, -0.3396245925336695
11, 3, -1.157639960587793
3, 6, 0.02333337838915435
7, 5, -0.4733222081279274
14, 1, 0.5197854168476972
13, 2, -0.5847824388759078
10, 4, 0.05552787881137036
4, 6, 0.09640780053935413
15, 0, -0.01522471612793284
12, 3, -0.06169405356839163
8, 5, -0.2683151541805315
-3, 7, -0.8659682509840761
5, 6, -0.3626311232751959
-2, 7, -0.09060393884024108
-1, 7, 0.1743532633384516
14, 2, -0.1453930000127685
15, 1, -0.07952757008983349
11, 4, -0.218626799013389
0, 7, 0.02121149489690123
9, 5, 0.2704910943041733
6, 6, -0.01632111097222903
13, 3, 0.1639210294107238
1, 7, 0.2970283536326408
16, 0, 0.2933450701507536
2, 7, 0.5110690313093624
7, 6, -0.6612301524781811
12, 4, 0.1040159102059701
15, 2, -0.5945888870138243
10, 5, -0.1503816418870493
3, 7, -0.6241731565779817
16, 1, 0.2338355251269778
14, 3, 0.009906679832556838
17, 0, -3.224279877928151
4, 7, 2.263549233244749
8, 6, 0.2305712429259689
13, 4, -0.1567245572163439
11, 5, 0.29465464695633
-4, 8, 0.4312468538767833
5, 7, 0.005051087816803361
-3, 8, -0.1102701176521391
16, 2, -0.1528585018917551
-2, 8, -0.1695639912307049
17, 1, -0.5229221295672379
-1, 8, 0.295247539275747
15, 3, 0.001453103406587688
9, 6, -0.01326447989706371
0, 8, -0.1624566429439086
6, 7, 0.08140478654366962
18, 0, -0.5041736670171968
12, 5, 0.5364863991715543
1, 8, 0.4253230936424924
14, 4, -0.4023304634872135
10, 6, 0.4141253590574339
2, 8, -0.4402561666424177
17, 2, 0.6777258543180797
7, 7, 0.3447777809781321
18, 1, 1.260325546537411
16, 3, 0.943951685927942
3, 8, -0.2263717707528582
13, 5, -0.5964111901046751
19, 0, -0.662498188803762
15, 4, 0.03683447030320702
8, 7, 0.1300269500050323
11, 6, 1.494257872427384
4, 8, -0.2099869473884307
18, 2, -0.05416877350041174
19, 1, -0.1497370426345068
17, 3, 0.02702577971467727
5, 8, 0.001680184223512942
-4, 9, -0.1123019010066236
-3, 9, -0.01459388093810615
9, 7, 0.3822071321057901
14, 5, 1.351318732017331
-2, 9, -1.430595566047005
12, 6, 0.03411435087082666
-1, 9, 0.4630288524730522
20, 0, 0.137013663908603
16, 4, 0.5552108985144274
6, 8, -0.4277594248747041
0, 9, -0.1824319743742015
10, 7, -0.5753499704073198
1, 9, 0.2841886281621958
19, 2, 0.2063585459809492
18, 3, -0.1017655629177454
20, 1, -0.204347422973884
15, 5, 0.02586353491899896
7, 8, 0.4139574144395684
13, 6, 0.08807970076000961
2, 9, 0.1352054555797762
17, 4, -0.1643396918467978
21, 0, 0.009525298899038158
3, 9, -0.0669450573096185
11, 7, 0.711069029449994
8, 8, 0.3447490152810323
4, 9, -0.6228732878036888
20, 2, -0.1567986086023719
14, 6, 0.2095513894682467
16, 5, -0.3663766346007091
