d = 19, symClass = D, r = 20.78818808999441, D = 16, Y = 0.1283060886386017
max of |f(z) - f(z^*)| for 100 points = 9.239997655896559e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 3.310685059432217e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 5.417888360170764e-13, 
confident_r = 20.78818809
1, 0, 1
2, 0, -1.404106983104344
0, 1, 0.3735332577069586
1, 1, 0.9842737540380484
3, 0, 0.7104153696373643
2, 1, -0.1370614095831896
4, 0, 0.9715164200028714
3, 1, -1.238998051336674
-1, 2, -1.535660340221682
0, 2, -0.5244806555683862
1, 2, 1.115397826397813
5, 0, 0.1395270946132041
4, 1, -0.8604729053866783
2, 2, -1.382025651331693
5, 1, 0.3676589818215724
3, 2, 0.3676589818216851
6, 0, -0.997499181412712
-1, 3, 0.2761398396231248
4, 2, 0.1924488823102325
0, 3, 0.2653637673461351
6, 1, -0.02137865016699882
7, 0, 0.9687948228888079
1, 3, -0.03120517711130984
5, 2, -0.05119699482739853
2, 3, -0.05119699482778486
7, 1, -0.9167767765499963
3, 3, 0.6992432028000615
8, 0, 0.03999399357777501
6, 2, 1.73968581593487
4, 3, -1.294986213920133
-2, 4, 2.156231407381981
8, 1, -0.1349059481445779
-1, 4, -0.1349059481444275
0, 4, 0.362893693279485
9, 0, -0.4953100025826202
7, 2, -1.008787097406565
5, 3, -0.4628069784083857
1, 4, -0.4628069784084632
2, 4, -1.566137876984364
9, 1, -0.5736202096148947
6, 3, -0.09737053195239657
10, 0, -0.1959109678790285
8, 2, 1.208196015225336
3, 4, 0.5328373693684181
4, 4, 0.9562381138259967
10, 1, 0.4166381837342816
7, 3, 0.4166381837340247
9, 2, -1.219513263235673
-2, 5, -1.219513263235328
11, 0, 0.01878582999751179
-1, 5, -0.9812141700030932
5, 4, -0.6949485052253526
0, 5, -0.3214152475175526
1, 5, 1.823811881683469
8, 3, -1.511510167997725
11, 1, -0.3126062698365108
2, 5, 0.7846672596686052
10, 2, -0.5162325437768157
6, 4, -0.5162325437768067
12, 0, 0.6901801966254841
3, 5, -1.567729291618615
9, 3, -0.8802032586207578
7, 4, -0.07645536578002647
12, 1, 1.09785680583477
4, 5, 1.097856805834656
11, 2, -0.6243792106119131
13, 0, 1.905136809102727
-3, 6, -1.090956708236082
-2, 6, -0.3877298771284975
10, 3, -0.8469408968327726
5, 5, 0.1373328572049214
-1, 6, -0.8469408968329137
8, 4, -0.1331574099591251
0, 6, -0.3725991187933924
13, 1, 0.169818819387046
1, 6, 0.1698188193871157
12, 2, 0.03001791198899201
6, 5, -1.848729978018733
14, 0, -1.360291576013302
2, 6, 0.04381540709073369
9, 4, 0.2030010064499372
11, 3, -0.5758329056068973
3, 6, 0.7923957591336193
7, 5, 0.2104797708721275
14, 1, 0.1031474138771357
13, 2, 0.103147413876924
10, 4, 0.07188605795131119
4, 6, 0.071886057951508
15, 0, 0.09912219249460921
12, 3, -0.6112931771440184
8, 5, 0.4168953641044162
-3, 7, 1.160783623648666
5, 6, -0.007985636842402255
-2, 7, -0.007985636842191692
-1, 7, -1.280080176700361
14, 2, 1.28725267390156
15, 1, -0.01165617146384066
11, 4, -0.01165617146368584
0, 7, 0.3618770862434252
