d = 19, symClass = D, r = 21.40218869535336, D = 16, Y = 0.1327729206006785
max of |f(z) - f(z^*)| for 100 points = 5.471734176865084e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 1.831423901421658e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 4.930778008116476e-13, 
confident_r = 21.402188695
1, 0, 1
2, 0, -1.70408572023235
0, 1, 1.110913064828539
1, 1, 0.1150824831070425
3, 0, 0.3964951888539956
2, 1, -0.4765447358656923
4, 0, 1.903908141903702
3, 1, -0.4470859520787169
-1, 2, 1.443754821243501
0, 2, -1.893091090195699
1, 2, 0.5429834707163191
5, 0, 1.166174842633837
4, 1, 0.3020808325813417
2, 2, -0.1961104161120848
5, 1, 0.473346534344228
3, 2, -0.2176532663109022
6, 0, -0.6756617894669216
-1, 3, -0.4701427308004927
4, 2, 0.8120730794405807
0, 3, 0.4404716854395495
6, 1, -0.1345920337625128
7, 0, -1.743414152793979
1, 3, 0.7699021086317521
5, 2, -0.4197199905475505
2, 3, -0.6390795555499154
7, 1, 0.947555714953217
3, 3, 0.0456296508736478
8, 0, -1.540336957022639
6, 2, 0.7618727866534735
4, 3, 1.244827740035901
-2, 4, -2.460281974400677
8, 1, -0.612497341638415
-1, 4, 0.50281343860951
0, 4, 2.115076429075239
9, 0, -0.842791565215241
7, 2, 0.1816844719409398
5, 3, -0.8076182284239724
1, 4, -0.1857290221068228
2, 4, -0.9252903787705125
9, 1, 1.603886093330049
6, 3, -0.1889476950450348
10, 0, -1.987261896627757
8, 2, -0.5147716331584488
3, 4, -0.3935225633477079
4, 4, 0.219106476579153
10, 1, 0.3690506084991163
7, 3, 0.8373642547108628
9, 2, 1.529513572534325
-2, 5, -1.632417095590283
11, 0, 0.05006582726683093
-1, 5, -0.5958760567035581
5, 4, -0.6243477814581843
0, 5, 0.1846058037279744
1, 5, 0.2922765685226331
8, 3, 0.1661508898272659
11, 1, 1.072744816409467
2, 5, 0.3216864319530531
10, 2, -0.8066230698990524
6, 4, 0.3708998230822661
12, 0, 0.7548904182856052
3, 5, 0.1260377781028134
9, 3, -0.1772674290038832
7, 4, 0.4792381668084849
12, 1, 1.253033778526297
4, 5, -1.128058006334471
11, 2, -0.3651900777703508
13, 0, -0.6847578869809936
-3, 6, 0.5724418405088643
-2, 6, 0.8011635140283425
10, 3, -0.7328764940292621
5, 5, 0.1342062966281848
-1, 6, 0.8024049186550799
8, 4, -0.907297402595189
0, 6, -0.7506015093244613
13, 1, 0.7149377420507937
1, 6, -0.2888248281669255
12, 2, 0.2293563627932772
6, 5, 1.72501278849117
14, 0, 2.970927162231369
2, 6, -1.311979189297324
9, 4, -1.559547027786798
11, 3, -0.5762828518084567
3, 6, 0.21529033376666
7, 5, -0.6880137599448757
14, 1, -0.3707518627266787
13, 2, -0.6738235412344148
10, 4, 0.7152388423881947
4, 6, 1.089046344704777
15, 0, 0.4623827144680394
12, 3, 0.1197735967633482
8, 5, -0.5662888630974847
-3, 7, 0.2749453883318371
5, 6, -0.1496857909220377
-2, 7, -0.1493543065366672
-1, 7, 0.06806849662986807
14, 2, -1.614716162975415
15, 1, 0.7757723382316093
11, 4, 0.9348162840045754
0, 7, -1.936781559746798
9, 5, 0.1369427267128484
6, 6, -0.07775683647237142
13, 3, 0.1191857704896482
1, 7, -0.6366975997536151
16, 0, 0.7209580709065057
2, 7, -1.043668527317192
7, 6, -0.3225617996149936
12, 4, -0.8512105842933845
15, 2, -0.3876444372280984
10, 5, -0.5557344823559813
3, 7, 0.0997343760834711
16, 1, 0.07136948734798211
14, 3, 0.6426019655453393
17, 0, -1.222958667302967
4, 7, 0.6227303643954523
8, 6, -2.121293175947384
13, 4, -0.8245733286606823
11, 5, 0.7163629429077125
-4, 8, 2.748776559079744
5, 7, 1.271153015745888
-3, 8, 0.834151031043496
16, 2, 1.043747973568347
-2, 8, -0.8568372006749893
17, 1, 0.6521082783543414
-1, 8, -0.5178607145029173
15, 3, 0.1876796235284779
9, 6, -0.08629847293053652
0, 8, -1.711180449795873
6, 7, -0.6454824988247819
18, 0, 1.436189071417485
12, 5, -0.01464648659920657
1, 8, -0.01633188431298611
14, 4, -0.3096059142225118
10, 6, 1.376250690458271
2, 8, 0.3164981744047526
17, 2, 0.3778409226092765
7, 7, -0.3157189128960614
18, 1, 0.8951527052612974
16, 3, 0.881470967485685
3, 8, 1.528282281176645
13, 5, -0.0814794035281773
19, 0, 1.084427983868202
15, 4, 1.54811298328351
8, 7, 1.217677816453201
11, 6, 0.2140970452352764
4, 8, 1.033790650816031
18, 2, -2.733159388524887
19, 1, 0.7106059551487768
17, 3, 0.4065580810962605
5, 8, -0.8576996794600099
-4, 9, -0.5031629185397244
-3, 9, -0.1864093308376489
9, 7, -0.6507455125904964
14, 5, -1.314233297482672
-2, 9, 0.8287127335466504
12, 6, 0.3219830689963743
-1, 9, -1.018370646279793
20, 0, 2.220289777775217
16, 4, 0.5751341566660464
6, 8, 0.6705961807896549
0, 9, -0.9362681607249775
10, 7, 0.1927445194321779
1, 9, 0.2109267876805147
19, 2, 0.164620620948636
18, 3, -0.05336509384482593
20, 1, 0.5558087475350307
15, 5, -0.5213803898097642
7, 8, -0.8259209408134451
13, 6, -1.001898392787442
2, 9, 1.219992521905651
17, 4, 0.7839350037022371
21, 0, -0.6912553237634748
3, 9, 0.3052624819615093
11, 7, 0.5716169408569316
8, 8, -0.177265801835113
4, 9, 1.22138653883832
20, 2, -0.6288938719858087
14, 6, -1.426940469087059
16, 5, -0.4453775897885568
19, 3, 0.6125175195622284
21, 1, 1.201146575240919
12, 7, -0.02054293753204945
9, 8, 0.4686310244667806
5, 9, 0.4361306584453416
-5, 10, 1.683670551466565
18, 4, -2.606422237860029
-4, 10, 2.781778662060685
-3, 10, 0.76180105120382
22, 0, -0.08531646131544417
-2, 10, 1.015423879257255
-1, 10, -0.09638449027361995
15, 6, -0.1664169569179849
6, 9, -0.2533919690704091
17, 5, -0.1275930130762717
10, 8, 1.063942138842771
0, 10, -0.3145841140057604
21, 2, 0.01877216227571109
20, 3, -0.3434344700183448
13, 7, -0.5309042438365752
22, 1, -0.6967736665574501
1, 10, 0.9832894012872309
19, 4, 0.06440664197767985
7, 9, 0.06387160837980894
2, 10, -0.4980643267784286
23, 0, -0.5120416693587966
11, 8, 0.1017037683016821
16, 6, -0.2831353587595131
18, 5, -0.2385400629731239
