d = 19, symClass = D, r = 23.91916546799625, D = 16, Y = 0.1413298277736163
max of |f(z) - f(z^*)| for 100 points = 3.129940751023241e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.249417236337536e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 1.923461390163084e-14, 
confident_r = 23.919165468
1, 0, 1
2, 0, -0.2979999701715969
0, 1, 0.3955032527598353
1, 1, 0.8312015854579676
3, 0, -1.847969627325584
2, 1, -0.8119666612561814
4, 0, -0.9111960177773907
3, 1, 0.9265924203902356
-1, 2, -0.8254336737142732
0, 2, -0.1178599575250755
1, 2, 0.1217417978937625
5, 0, 0.156422822943692
4, 1, -0.8435771770564326
2, 2, -0.2476980476730777
5, 1, 0.3287429307475088
3, 2, 0.3287429307478528
6, 0, 0.550694893821246
-1, 3, 0.3956318669030279
4, 2, 0.2419660408346066
0, 3, -0.7308779986088573
6, 1, -0.307163031217201
7, 0, 0.6908960756675109
1, 3, -0.3091039243318914
5, 2, -0.3211354556594554
2, 3, -0.3211354556594709
7, 1, 0.1115148925191586
3, 3, -1.536035284111173
8, 0, 0.5695363562899802
6, 2, -0.2761245136376232
4, 3, -1.366052991134116
-2, 4, 0.2459792101458164
8, 1, -0.6749079761750745
-1, 4, -0.674907976175383
0, 4, -0.3603809889326745
9, 0, 2.414991743519368
7, 2, 0.03842026384261951
5, 3, 0.3664703162469027
1, 4, 0.3664703162469786
2, 4, -0.03627905214092178
9, 1, -0.3264617028917738
6, 3, 1.500489728402824
10, 0, -0.04661399657102627
8, 2, 0.2513859736002344
3, 4, -0.5465162583057579
4, 4, -0.7573875746394606
10, 1, 0.0481492770637759
7, 3, 0.04814927706388096
9, 2, 0.7701850889018095
-2, 5, 0.7701850889014056
11, 0, 0.6592898589915474
-1, 5, -0.3407101410081762
5, 4, -0.7291407702397928
0, 5, -0.3336375174798128
1, 5, -0.08715387512438751
8, 3, -0.6861017782817767
11, 1, -0.4980866358488372
2, 5, -0.2139996638191043
10, 2, -0.09796538355686342
6, 4, -0.09796538355683421
12, 0, 1.683862565393262
3, 5, 0.4857435925057474
9, 3, -1.712314649792436
7, 4, -0.4350484958306151
12, 1, 0.1011919754259018
4, 5, 0.1011919754256763
11, 2, -1.126440567185809
13, 0, 0.9054961221705607
-3, 6, 1.525376358396448
-2, 6, -0.117898284535981
10, 3, -0.7011826870251754
5, 5, 0.1300188984325964
-1, 6, -0.7011826870252901
8, 4, 0.7398607883048564
0, 6, 0.2178016217846404
13, 1, -0.7523621539301483
1, 6, -0.752362153929631
12, 2, 0.0915345741407642
6, 5, 0.1973670307760095
14, 0, -0.2058870099402516
2, 6, 0.09211296023092325
9, 4, 1.132056469853213
11, 3, 0.9998465307242929
3, 6, -0.2249751448841924
7, 5, 0.6702246241342237
14, 1, 0.1564736902558084
13, 2, 0.156473690255511
10, 4, 0.09569835620764049
4, 6, 0.09569835620727163
15, 0, -0.2890646258203388
12, 3, 1.558905001505249
8, 5, 1.067901653610892
-3, 7, -0.8817779324588079
5, 6, -0.121483977973972
-2, 7, -0.1214839779736672
-1, 7, -1.08883710628352
14, 2, -0.03323143464475092
15, 1, -0.122251607514194
11, 4, -0.1222516075142679
0, 7, 0.273251645245576
9, 5, 0.2691879422627166
6, 6, 0.4577384688481304
13, 3, -0.09885028117156615
1, 7, -0.09885028117098336
16, 0, 0.7414742005908624
2, 7, 0.3902270757082886
7, 6, -1.881397872937396
12, 4, -0.8443073235629148
15, 2, 0.6849565439664218
10, 5, -0.1270101172900558
3, 7, 0.6849565439658458
16, 1, -0.4008405197756448
14, 3, -1.030123502899424
17, 0, 0.8585735135248569
4, 7, -0.1414264864739658
8, 6, 0.4070837506108717
13, 4, 0.3288498350272719
11, 5, 0.3288498350276491
-4, 8, 0.7521318764286606
5, 7, 0.04410450272220153
-3, 8, 0.0441045027224678
16, 2, 0.2011225567683413
-2, 8, 0.2011225567687951
17, 1, -0.4264732189561959
-1, 8, -0.1750384221593879
15, 3, -0.607506951220001
9, 6, -0.6075069512198688
0, 8, 0.2252534814778646
6, 7, -0.7648405855993459
18, 0, -0.7196674675325351
12, 5, -0.255314398541562
1, 8, -0.2553143985410276
14, 4, -0.01144923747997291
10, 6, -0.1092081433102803
2, 8, -0.1092081433104511
17, 2, -1.08812925743346
7, 7, -0.256927671976274
18, 1, -0.1965707296827714
16, 3, 0.354360609913818
3, 8, -0.1664780907375338
13, 5, 0.1557386693058542
19, 0, -0.3186592502981678
15, 4, -0.5402784014363785
8, 7, -0.5402784014357969
11, 6, 0.5115981426679959
4, 8, -0.1109306414381996
18, 2, 0.09728557772392789
19, 1, -0.2669282998908492
17, 3, -0.2669282998911598
5, 8, -0.2669282998907684
-4, 9, -0.2669282998909279
-3, 9, -0.73111567363973
9, 7, -0.7032401483470951
14, 5, 0.1128050271733562
-2, 9, 0.1128050271733567
12, 6, -0.4471458943069226
-1, 9, -0.8590086020675762
20, 0, -0.1425318533556355
16, 4, 0.7686641644221707
6, 8, 0.1628618286731873
0, 9, 0.9551370899504389
10, 7, 0.01519533932127677
1, 9, 0.01519533932176516
19, 2, -0.3432636893406905
18, 3, 0.5676279523271854
20, 1, -0.7816522182748873
15, 5, 0.1449402021157214
7, 8, -0.7816522182747871
13, 6, 0.09269135546445015
2, 9, 0.09269135546373541
17, 4, -0.100489779480002
21, 0, -1.276754963473887
3, 9, 0.5712146638519885
11, 7, -0.9972810385868225
8, 8, 0.47339952232406
4, 9, -0.04438688610454947
20, 2, -0.01434848312899328
14, 6, -0.01434848312880398
16, 5, 0.324250203179055
19, 3, -0.38624335410442
21, 1, -1.67184915335625
12, 7, -0.3212398860559955
9, 8, -0.3212398860561902
5, 9, 0.696317008319524
-5, 10, -0.1291166653951247
18, 4, -0.2295151335194575
-4, 10, -0.2295151335192732
-3, 10, 0.7141267638398644
22, 0, -0.1964683583135729
-2, 10, 0.1015316118574065
-1, 10, 0.2547657080413284
15, 6, 0.5934485683161856
6, 9, 0.59344856831612
17, 5, -0.120694385102405
10, 8, 0.2172839277822909
0, 10, 0.09942397025717442
21, 2, -0.2059895057655581
20, 3, -0.2161489578461372
13, 7, -0.216148957845998
22, 1, -1.135465412050076
1, 10, -1.135465412050442
19, 4, 0.2494061409185994
7, 9, 0.2494061409188971
2, 10, 0.02597185218775736
23, 0, 0.01482106535450771
11, 8, -0.9851789346454214
16, 6, 0.204458309462767
18, 5, 0.2509820814207564
