d = 19, symClass = D, r = 23.95888363169006, D = 16, Y = 0.1460701117289246
max of |f(z) - f(z^*)| for 100 points = 2.859407155497706e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -1.012813097278631e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -2.971956014619082e-12, 
confident_r = 23.9588836316901
1, 0, 1
2, 0, -0.4714468850024384
0, 1, 0.02872982091951147
1, 1, 0.8823075098013822
3, 0, 0.8569411246398373
2, 1, 0.03504222482055094
4, 0, -0.7777378346262108
3, 1, -0.4154810940464601
-1, 2, -0.421680860012566
0, 2, -0.01354458457816876
1, 2, 0.1047875343582865
5, 0, -0.001420764441465897
4, 1, -0.9969284303400472
2, 2, -0.4159611271071481
5, 1, 0.07744276733257015
3, 2, -0.0267456938291354
6, 0, -0.4040022238392854
-1, 3, -1.203334857953897
4, 2, -0.01652054773407155
0, 3, 0.02461976504888892
6, 1, 0.8061405761808085
7, 0, -0.4297289291381762
1, 3, 0.9866620128377563
5, 2, -0.05464696852299073
2, 3, 0.05666048221006411
7, 1, 0.01340010801868498
3, 3, 0.7560855897252552
8, 0, 0.8381089644824116
6, 2, 0.1958772675648996
4, 3, 1.137909113087017
-2, 4, 0.1988001279195456
8, 1, 1.321667073861501
-1, 4, -1.259831037624661
0, 4, -0.02234426871091072
9, 0, -0.265651908902013
7, 2, -0.7231216459031511
5, 3, -0.06719803565172554
1, 4, 0.04332464079833143
2, 4, -0.04940175666040643
9, 1, -0.01211481559529916
6, 3, 0.03002912354726014
10, 0, 0.0006698149716814456
8, 2, 0.4699988030504008
3, 4, 1.813492384222785
4, 4, -0.6862039321454162
10, 1, -0.0388294627271385
7, 3, 0.04485051692108304
9, 2, 0.9150665272523988
-2, 5, -1.648230706166684
11, 0, -1.377715404630556
-1, 5, 0.3801713196713961
5, 4, -0.05724233223550298
0, 5, -0.02877063922824171
1, 5, 0.1618855655087998
8, 3, -0.3720521895294764
11, 1, 0.2740043980731282
2, 5, 0.1650749775391371
10, 2, -0.03651015142629177
6, 4, 0.01260917404428962
12, 0, -0.6664755346774398
3, 5, 0.01519502561191059
9, 3, -0.3560428359989616
7, 4, -0.8422024442711687
12, 1, 1.062828815116858
4, 5, -0.8779191581210425
11, 2, -0.08135355894725207
13, 0, 0.4483173745905196
-3, 6, -0.3613556704180853
-2, 6, 0.5673084703930628
10, 3, -0.8825907566532256
5, 5, -0.0012535511376573
-1, 6, -0.8766041249890936
8, 4, -0.0272536640514619
0, 6, -0.01160691154157219
13, 1, -1.383780490192365
1, 6, 1.354661726379694
12, 2, -0.3800524635135826
6, 5, 0.4459315384387318
14, 0, 0.2025943650368785
2, 6, -0.4651587324981397
9, 4, 0.08818047649626577
11, 3, -0.05638421356717128
3, 6, 0.08979674754104301
7, 5, -0.01477663549885417
14, 1, -0.006505868324942524
13, 2, -0.06263732162386654
10, 4, 0.02576314308673153
4, 6, -0.02671240784259007
15, 0, -0.001217511479409991
12, 3, -0.8543089702793379
8, 5, 1.102200866163853
-3, 7, -0.6217883399113248
5, 6, 0.01085235435093189
-2, 7, 0.03546819442773467
-1, 7, -0.9538957768681549
14, 2, -0.006317439184155909
15, 1, -0.06357963878418882
11, 4, 0.1202728846548573
0, 7, -0.01234603517829221
9, 5, -0.733221086614571
6, 6, -0.3564541960699569
13, 3, -1.033005715744641
1, 7, 1.040349692419464
16, 0, 0.3826139740327149
2, 7, -0.4433561028247254
7, 6, -0.0774856637913641
12, 4, 0.3231353664116939
15, 2, -0.03173674705630818
10, 5, -4.978674715368675e-05
3, 7, -0.03813243331446587
16, 1, -0.4108741211810645
14, 3, -0.2407407039454833
17, 0, -1.18694286175617
4, 7, 0.5321919407756458
8, 6, -0.5364637067763319
13, 4, -1.71262576248182
11, 5, -0.4107970014691107
-4, 8, 0.3279571589692359
5, 7, -0.04661322616987292
-3, 8, 0.04738319157671
16, 2, -0.6230958249801444
-2, 8, 0.5939434183143572
