d = 19, symClass = C, r = 19.19205812549844, D = 16, Y = 0.1131614743754898
max of |f(z) - f(z^*)| for 100 points = 3.333555653739495e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -6.261657858885883e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -8.448797217397441e-14, 
confident_r = 19.1920581
1, 0, 1
2, 0, 1.03496463937554
0, 1, -1.492972061143415
1, 1, 0.6061723056860914
3, 0, -1.681326476303804
2, 1, -0.1658467345363996
4, 0, 0.07115180475767115
3, 1, -0.5168505497265052
-1, 2, -3.889237086460711e-15
0, 2, -1.545173290858988
1, 2, -0.7957351021385178
5, 0, 2.22896557535455
4, 1, -1.228965575354422
2, 2, 0.6273669017539297
5, 1, -0.9049983166281713
3, 2, 0.9049983166282248
6, 0, -1.740113450220249
-1, 3, 0.007204374195128056
4, 2, -0.1716455058010524
0, 3, 2.510173454782055
6, 1, -0.2862697237378381
7, 0, 0.3674448641808256
1, 3, 0.6325551358192799
5, 2, 0.24760454109442
2, 3, -0.2476045410945011
7, 1, -0.5947996919237767
3, 3, -1.019173546752175
8, 0, -0.9613250374235888
6, 2, -0.5349220428087166
4, 3, 1.258487223803792
-2, 4, -2.039095359705241e-14
8, 1, -0.1005316974643674
-1, 4, 0.1005316974641449
0, 4, -0.1062276566032505
9, 0, 1.826858719920184
7, 2, -1.336875588916715
5, 3, 0.7716434305280605
1, 4, -0.7716434305282339
2, 4, -0.8235576930232269
9, 1, -2.974347000151632e-14
6, 3, 0.2788425057845015
10, 0, 2.306900552877162
8, 2, -1.271935913501518
3, 4, -1.095705824109968
4, 4, 0.04313025354371603
10, 1, 1.188010275563569
7, 3, -1.188010275563621
9, 2, -0.3133004894228603
-2, 5, -0.3133004894227909
11, 0, 0.02750513935637221
-1, 5, -0.9724948606437464
5, 4, 0.3418392069675795
0, 5, -1.834811268110933
1, 5, -0.0812749049106728
8, 3, 6.310452570904263e-15
11, 1, -0.3319187543788271
2, 5, -1.227393122272718
10, 2, -0.9366412564043688
6, 4, 0.9366412564046266
12, 0, -0.1196294131759665
3, 5, -0.003345312250482478
9, 3, 0.8689945135471545
7, 4, -0.8997957257258506
12, 1, -0.4823525815786414
4, 5, 0.4823525815784587
11, 2, -1.481160884973035
13, 0, -0.9508034828712123
-3, 6, 1.086115218224843e-14
-2, 6, 0.007456272540854488
10, 3, -0.7449648964214198
5, 5, 1.351137202107547
-1, 6, -0.7449648964215301
8, 4, -0.01180029447541978
0, 6, 2.59794076439861
13, 1, 0.08571797591543176
1, 6, 0.0857179759152685
12, 2, -0.2962790413924432
6, 5, 0.1244443917488265
14, 0, 0.380292441347401
2, 6, 0.6546721980283917
9, 4, -0.3789742833054612
11, 3, -0.9237038913631312
3, 6, 1.337890495349782
7, 5, 1.364991025222299e-13
14, 1, -0.01075592939092825
13, 2, 0.0107559293914107
10, 4, 0.2562619445815292
4, 6, -0.2562619445813542
15, 0, -3.747618836613186
12, 3, 2.066292360309336
8, 5, 0.5101694939196585
-3, 7, -0.613975471613492
5, 6, 0.4273926994916612
-2, 7, -0.4273926994918645
-1, 7, 0.4684476514132277
14, 2, -0.6155966486524327
15, 1, -0.9443871449108626
11, 4, 0.9443871449108148
0, 7, -0.5485849162325948
9, 5, -0.190110253006827
6, 6, -1.054808582275559
13, 3, 0.1319700682456049
1, 7, -0.1319700682455199
16, 0, -1.066089225437537
2, 7, -1.72281790772049
7, 6, -1.654899957145956
12, 4, -0.03677484940303517
15, 2, 0.2038199275299967
10, 5, -0.3696666620663428
3, 7, 0.2038199275300206
16, 1, 0.1898160580548054
14, 3, 0.2562407091297406
17, 0, 0.2671344907526143
4, 7, -0.7328655092475678
8, 6, 1.302489775742969
13, 4, 0.004367092116520326
11, 5, -0.004367092116655321
-4, 8, -2.887504999618911e-14
5, 7, 0.8880193220187917
-3, 8, -0.8880193220188847
16, 2, -0.1040467520121272
-2, 8, 0.104046752011733
17, 1, -1.125752230197324
-1, 8, -0.7506222634447232
15, 3, 1.521597630757419
9, 6, -1.521597630757417
0, 8, 1.435231422550937
6, 7, 2.475775138063635e-15
18, 0, 1.890734176252247
12, 5, -0.173528778486411
1, 8, -0.1735287784864336
14, 4, -1.383618961772976
10, 6, 0.7986236648030335
2, 8, -0.798623664803188
17, 2, 0.9896097108393053
7, 7, -0.3834374051531113
18, 1, -1.696017382787934
16, 3, 1.171034600950694
3, 8, -1.396416545676922
13, 5, 0.5941068037049727
19, 0, 1.000000000000207
15, 4, -1.878886264444978
8, 7, 1.87888626444496
11, 6, 0.7671590963435443
4, 8, -0.05661798862623812
18, 2, -3.897288630957365e-14
19, 1, -0.1500910155736823
17, 3, 0.1500910155737183
5, 8, 0.1500910155736236
-4, 9, -0.150091015573848
-3, 9, -0.01211290507940153
9, 7, 1.228100071480373
14, 5, 0.4112761249769774
-2, 9, -0.4112761249767961
12, 6, 0.288592133441707
-1, 9, -1.124721697083964
20, 0, 0.1585949234294089
16, 4, -0.08744311867158916
6, 8, -1.134016783111768
0, 9, -2.727449028496487
10, 7, 1.995917903476342
1, 9, -1.995917903476762
19, 2, 0.5531494073893607
18, 3, 0.4813128658850011
20, 1, 0.635191533216614
15, 5, -1.152042082943526
7, 8, 0.6351915332163004
13, 6, -0.3605511006752624
2, 9, -0.3605511006749424
17, 4, 1.217014771798879e-13
21, 0, -0.6177947787291109
3, 9, -1.06353169757474
11, 7, -0.7661184558767463
8, 8, -0.5827286144486467
4, 9, 1.957799960200284
20, 2, 1.229548626423141
14, 6, -1.229548626423161
16, 5, -0.1919389793821381
19, 3, 1.388434289989791
21, 1, -0.6695552513288029
12, 7, -0.001194821934684401
9, 8, 0.00119482193458346
5, 9, 3.936599318743094e-14
-5, 10, -4.569530400878143e-15
18, 4, -0.3242549280517567
-4, 10, -0.324254928051746
-3, 10, 0.1804081576144632
22, 0, 0.02846684663480195
-2, 10, -1.006497792740676
-1, 10, -0.8871756478237212
15, 6, -0.4163040705953548
6, 9, 0.4163040705953666
17, 5, 1.042673574607603
10, 8, 0.3537914915635363
0, 10, -1.898964782422607
21, 2, 1.256757001686946
20, 3, 1.635858182628257
13, 7, -1.635858182628369
22, 1, 0.7628601021296975
1, 10, -0.7628601021298071
19, 4, 0.04747689887855994
7, 9, 0.0474768988786183
2, 10, -0.0841166526511149
23, 0, 0.633194352775016
11, 8, 0.366805647225015
16, 6, -8.258574731281906e-14
18, 5, -0.1049072036898493
14, 7, -0.06093953084658166
3, 10, 0.1049072036898651
8, 9, 1.117926733909779
22, 2, -0.3435241739274944
21, 3, 1.0000524701288
4, 10, -1.270308480165061
23, 1, 0.04578842288738987
20, 4, -0.06439226353076022
12, 8, 0.06439226353077201
9, 9, 1.107391162416752
17, 6, 0.9857734605264549
5, 10, -1.773666149767481
-5, 11, -0.9779310476289937
15, 7, 0.9779310476290801
24, 0, 1.616301237753883
-4, 11, 1.653865312585316
19, 5, -0.8103769581489987
-3, 11, -0.8103769581488377
-2, 11, -0.02404932551863395
13, 8, 0.5662561968549876
23, 2, 0.4677488774506811
22, 3, -0.4677488774497824
10, 9, 0.4677488774509658
-1, 11, -0.4677488774512844
6, 10, -0.003462279887394911
24, 1, 1.451907656547558
21, 4, -1.451907656546184
0, 11, -0.04106440459729792
18, 6, 0.8993785933329899
16, 7, 1.019527008480927
1, 11, 0.6017777005658614
7, 10, 1.019791199049188
25, 0, 1.510356385405985
20, 5, -0.5103563854057878
11, 9, -0.7186091899486123
14, 8, -0.9312567587875737
2, 11, -0.556717872882604
23, 3, -1.944820965960574
24, 2, -0.499217865645304
8, 10, 0.4992178656454136
3, 11, 1.143225064620361
22, 4, -1.532949141173285
17, 7, -0.6527401909578916
25, 1, 0.1213411623038073
19, 6, -0.1213411623037638
12, 9, -2.115927889471659
15, 8, -5.26574932074264e-14
4, 11, -1.075282824527001e-13
21, 5, 0.09864558660885847
9, 10, 0.09864558660872307
26, 0, -0.9840479837668932
-6, 12, 2.736422261805705e-15
5, 11, 0.4955454268569058
-5, 12, 0.4955454268570597
-4, 12, 0.0005126042261720512
13, 9, -0.3937159059282866
24, 3, 0.1690266046546652
-3, 12, -0.1690266046546653
25, 2, 1.832463639592549
18, 7, -1.832463639592594
20, 6, -0.7710123253722512
10, 10, 1.39837922712617
-2, 12, -0.7710123253722326
23, 4, -0.4485306930594344
16, 8, 0.1594326182847143
26, 1, -0.6641865257546037
6, 11, 0.6641865257544411
-1, 12, -1.727862925758273
22, 5, 0.5236185264500111
0, 12, 0.1786033715626912
14, 9, -1.001924574088283
27, 0, -1.390219457964535
11, 10, -0.003723584763227733
7, 11, 0.003723584763197724
1, 12, -0.8161491978990094
19, 7, 0.7598628543355231
25, 3, 0.004994457725601306
17, 8, -0.004994457725538734
21, 6, 2.247724323169656
26, 2, 0.08871507403129754
2, 12, 0.08871507403123591
24, 4, -0.02036860749144092
8, 11, -1.211882827209222
27, 1, 0.2730693956826549
12, 10, 0.1287955450285243
15, 9, -1.297384530012796
3, 12, 1.297384530012997
23, 5, -1.412035641658275
28, 0, 0.02614436523550895
4, 12, 0.04500743952234021
20, 7, 1.34336987924484
9, 11, -1.343369879244861
18, 8, -0.3922249824536841
22, 6, -0.9560008648142334
26, 3, 0.1479586640840043
13, 10, 0.1479586640839277
27, 2, -0.2087159965235533
-6, 13, 0.2087159965233517
