d = 19, symClass = C, r = 20.73732072192578, D = 16, Y = 0.1361732847092866
max of |f(z) - f(z^*)| for 100 points = 5.770761646317624e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 9.894168817581317e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -5.73083247523698e-14, 
confident_r = 20.73732072192578
1, 0, 1
2, 0, 0.03242797871898099
0, 1, -1.377745101873799
1, 1, -1.72996848498769
3, 0, 1.844836669807666
2, 1, -1.456459211416377
4, 0, -0.9989484261957412
3, 1, 0.4381479733827588
-1, 2, -1.524270635056512e-15
0, 2, -0.04467748884384277
1, 2, 0.7986352523805055
5, 0, 1.898181565738156
4, 1, -0.8981815657397562
2, 2, -0.0560993812156313
5, 1, 2.38345560658986
3, 2, -2.383455606589654
6, 0, 0.05982432426661955
-1, 3, 1.414565679340612
4, 2, -0.04723002831401728
0, 3, -2.54171468558963
6, 1, -0.5420561697324586
7, 0, 2.992790959051157
1, 3, -1.992790959053182
5, 2, 2.006629544608586
2, 3, -2.006629544611437
7, 1, -0.5910129911598893
3, 3, -3.191509298720719
8, 0, -0.06482185702486937
6, 2, 0.01420825315620813
4, 3, 0.01026796412776316
-2, 4, 4.430213001658198e-15
8, 1, 2.51962853542183
-1, 4, -2.519628535419588
0, 4, 1.376296301217931
9, 0, 2.403422338275174
7, 2, 1.080143152327606
5, 3, -0.6036562242213808
1, 4, 0.6036562242239186
2, 4, 0.02589812696963744
9, 1, 5.308696709792407e-13
6, 3, -2.686929361303986
10, 0, 0.06155419141713344
8, 2, -0.02912621270006965
3, 4, -0.6395693197133867
4, 4, 1.728149295446844
10, 1, -1.100315807152124
7, 3, 1.100315807151381
9, 2, -0.7579821857142803
-2, 5, -0.7579821857129074
11, 0, 2.12127343451975
-1, 5, 1.121273434522677
5, 4, -0.140279849079865
0, 5, -1.237465252794379
1, 5, 0.02530548435618305
8, 3, 2.637044786313152e-13
11, 1, 0.1680196749997417
2, 5, -0.9570843344188831
10, 2, 0.07729064768936172
6, 4, -0.07729064768812248
12, 0, -1.842896687895044
3, 5, 1.740976085861813
9, 3, 0.8083114480994501
7, 4, -0.8082977876620641
12, 1, -1.381613817620248
4, 5, 1.381613817620631
11, 2, -0.2527764259253547
13, 0, 1.571450845874294
-3, 6, -1.546023036297269e-14
-2, 6, 0.04587150574733255
10, 3, 1.553825802528421
5, 5, -3.283794287517036
-1, 6, 1.553825802530809
8, 4, 1.454927637062847
0, 6, -0.08242266973585104
13, 1, -0.6381446517966001
1, 6, -0.6381446517974779
12, 2, -0.01757778593482855
6, 5, -0.2299857295199175
14, 0, 0.09705016153366339
2, 6, -0.06462218280807568
9, 4, -0.5106275436761938
11, 3, -0.4413048762306986
3, 6, 1.473351599396816
7, 5, 1.032479368789954e-12
14, 1, -1.948910935988279
13, 2, 1.948910935990064
10, 4, 0.06507094017007664
4, 6, -0.06507094017071251
15, 0, 3.501834958432794
12, 3, -1.656998288625634
8, 5, -0.3268878246391371
-3, 7, 0.07096940621865983
5, 6, 0.7468152327909285
-2, 7, -0.7468152327913038
-1, 7, 1.73821865076219
14, 2, -0.01916535669818337
15, 1, 2.745557982899889
11, 4, -2.745557982900369
0, 7, -4.123303084775144
9, 5, -1.611310432212736
6, 6, -0.1034941956198742
13, 3, -1.163179669893346
1, 7, 1.163179669892829
16, 0, 0.9968463843933242
2, 7, -0.07912062911157329
7, 6, 0.829872684848464
12, 4, -0.4376872284565598
15, 2, 1.308164814941924
10, 5, -2.764624026371826
3, 7, 1.308164814948877
16, 1, -1.484569689672363
14, 3, 0.722578471923407
17, 0, 0.1919736465753704
4, 7, -0.8080263534197252
8, 6, 0.000332969322177188
13, 4, -2.447154045204772
11, 5, 2.447154045202586
-4, 8, 1.272193963218307e-15
5, 7, 0.814265253713148
-3, 8, -0.8142652537129131
16, 2, 0.0817064605261295
-2, 8, -0.08170646052383872
17, 1, -0.5386790386691916
-1, 8, 0.4401482407372558
15, 3, 4.397086303905676
9, 6, -4.397086303905889
0, 8, 0.08930799600946128
6, 7, -6.960904298343498e-13
18, 0, 0.07793812843720256
12, 5, 0.9377400907322347
1, 8, 0.9377400907323546
14, 4, 0.03502685915645937
10, 6, -0.01957535119297156
2, 8, 0.01957535119441024
17, 2, 1.717497071350275
7, 7, -3.447465556339246
18, 1, -0.5949282668128963
16, 3, 0.2946474233447225
3, 8, -1.413430367992
13, 5, -0.8196084677780944
19, 0, 0.9999999999999157
15, 4, -0.01414663728322652
8, 7, 0.01414663728304881
11, 6, -1.3645232263432
4, 8, -0.7977954284663837
18, 2, 4.68826845533327e-12
19, 1, 3.471405873207063
17, 3, -3.471405873245844
5, 8, -3.471405873293502
-4, 9, 3.47140587328386
-3, 9, 2.609642637090828
9, 7, -1.47398437335216
14, 5, 0.3499204173017771
-2, 9, -0.3499204173051337
12, 6, -0.08713168814663091
-1, 9, -0.6740410725153012
20, 0, -1.896185487732136
16, 4, 0.8972370615374624
6, 8, -0.02073994028739237
0, 9, -3.311303354295898
10, 7, -1.48816193744431
1, 9, 1.488161937444008
19, 2, -1.260121835587309
18, 3, -1.000005099021542
20, 1, -0.3935364327580926
15, 5, 0.8316844061405508
7, 8, -0.3935364327581816
13, 6, 1.022433848921585
2, 9, 1.022433848922285
17, 4, -4.559212723952977e-13
21, 0, 5.521210506342595
3, 9, -3.676373836531169
11, 7, 0.8365293009761959
8, 8, 0.1121397697917008
4, 9, 1.55358743117958
20, 2, -0.03568101757916967
14, 6, 0.03568101757827812
16, 5, -0.8448816570613326
19, 3, -1.340625361346475
21, 1, -0.8035688676139022
12, 7, -2.060257213829214
9, 8, 2.060257213827562
5, 9, 1.598798947001674e-12
-5, 10, -6.435578365022443e-15
18, 4, -0.0245798301872424
-4, 10, -0.02457983018501761
-3, 10, 0.8601134513063267
22, 0, 0.06878860979073895
-2, 10, 0.0363606310739879
-1, 10, 0.7241049106083051
15, 6, 3.701903766622278
