d = 19, symClass = C, r = 11.44577392913305, D = 16, Y = 0.09955702600801564
max of |f(z) - f(z^*)| for 100 points = 1.170459562604975e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 8.79740724712974e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 9.370282327836321e-14, 
confident_r = 11.44577393
1, 0, 1
2, 0, 1.017525887696778
0, 1, -1.752031135335503
1, 1, -0.8216574370545866
3, 0, 1.448457901386869
2, 1, -0.8727234122975249
4, 0, 0.03535893213384703
3, 1, -1.182206174790597
-1, 2, -2.546041017835449e-15
0, 2, -1.782737036255531
1, 2, 1.346943838920161
5, 0, 3.069613099186336
4, 1, -2.069613099186824
2, 2, -0.8360577130217215
5, 1, 1.439569412300726
3, 2, -1.439569412300384
6, 0, 1.473843411900506
-1, 3, -0.8556445356867965
4, 2, -0.8880186648121804
0, 3, -2.537743341453443
6, 1, 0.5404447181342328
7, 0, 0.6751209438676077
1, 3, 0.3248790561322539
5, 2, 1.529038590881841
2, 3, -1.52903859088255
7, 1, -0.1672015537075467
3, 3, -1.190136206934698
8, 0, -0.9815472588894989
6, 2, -1.20292538744489
4, 3, -0.2308415743322217
-2, 4, 4.040123917150425e-15
8, 1, 0.7170796822063303
-1, 4, -0.717079682206058
0, 4, -0.06194995001064821
9, 0, 1.098030292090811
7, 2, -0.7906508722316363
5, 3, 2.071262026619742
1, 4, -2.07126202661931
2, 4, 1.370550225375693
9, 1, -2.064831909827811e-13
6, 3, -1.264103122268169
10, 0, 3.123410793636855
8, 2, -2.10588490593983
3, 4, 1.333623390127106
4, 4, -0.02905292955376865
10, 1, -2.359887543337777
7, 3, 2.359887543336841
9, 2, 0.9713684956485265
-2, 5, 0.9713684956483704
11, 0, 0.7616461543729298
-1, 5, -0.238353845627375
5, 4, 1.873995452540064
0, 5, -3.626026587875443
1, 5, 0.6208861897707565
8, 3, 1.429983584839254e-14
11, 1, 0.2136339961747152
2, 5, -0.5210834711921262
10, 2, 1.464799144152761
6, 4, -1.464799144152794
12, 0, 0.05121592463453796
3, 5, 0.3097305680392727
9, 3, -1.712375874944258
7, 4, -1.49049212058705
12, 1, -1.106726422544175
4, 5, 1.106726422544045
11, 2, 1.628471419770627
13, 0, 1.89156044294247
-3, 6, 5.045533307577004e-16
-2, 6, -0.8706404657278382
10, 3, 1.700512994773807
5, 5, -2.522170431827964
-1, 6, 1.700512994773574
8, 4, -0.03085856790694873
0, 6, -2.582219546260431
13, 1, 1.031739006902668
1, 6, 1.031739006902126
12, 2, 0.5499164915705674
6, 5, 0.9590926243880968
14, 0, 0.6869530377116764
2, 6, 0.3305728499851727
9, 4, 0.444251353309127
11, 3, 1.903908143804626
3, 6, 1.950991446207033
7, 5, 3.119528922960904e-14
14, 1, 1.49911586730423
13, 2, -1.499115867303923
10, 4, 1.555836349510492
4, 6, -1.555836349510314
15, 0, 4.44620534771895
12, 3, -2.997747446331847
8, 5, 0.9476914241627047
-3, 7, -0.9315373316359764
5, 6, -0.9468759730991113
-2, 7, 0.9468759730990526
-1, 7, -1.628008044405724
14, 2, -0.1701319093601248
15, 1, -0.5691982215621652
11, 4, 0.5691982215620112
0, 7, -1.182832913773602
9, 5, 0.07297902211584605
6, 6, -1.210994400442015
13, 3, -1.175509423276059
1, 7, 1.175509423276079
16, 0, -1.034108678051163
2, 7, 1.0395740974619
7, 6, 1.006180596907567
12, 4, -0.04180154790272783
15, 2, 1.806199806058755
