d = 19, symClass = C, r = 19.10409609944075, D = 16, Y = 0.1188255438057498
max of |f(z) - f(z^*)| for 100 points = 3.544053939208425e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -3.910483048485958e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -1.174491059963145e-12, 
confident_r = 19.10409609944075
1, 0, 1
2, 0, 1.198038664632112
0, 1, 0.02667737329099314
1, 1, -0.07067714439017388
3, 0, -0.9336744628757213
2, 1, 0.7135585820459566
4, 0, 0.4352966419529948
3, 1, 0.2215135770346879
-1, 2, -1.121340954695067e-14
0, 2, 0.03196052467382485
1, 2, 1.412789615141489
5, 0, -0.6367861621407632
4, 1, 0.3617904733628067
2, 2, -0.0846739516840404
5, 1, -0.5378391248831581
3, 2, -0.5340681637570789
6, 0, -1.118578106702846
-1, 3, -0.6479060640002996
4, 2, 0.8548707707710497
0, 3, -0.02490798217465859
6, 1, -0.3550119151227037
7, 0, -0.4455887101141672
1, 3, 0.5444207724080503
5, 2, 0.2837604093536492
2, 3, 0.2456886720343739
7, 1, -1.237247741930643
3, 3, 0.06598944482677795
8, 0, -0.6765364569877644
6, 2, 0.2653818300268222
4, 3, -0.8187876080318067
-2, 4, -4.833742993343477e-15
8, 1, 0.1721254614963842
-1, 4, 0.2729900273626396
0, 4, 0.0116125710119484
9, 0, -0.1282519973715608
7, 2, -0.03660041256498091
5, 3, 0.8373665111217767
1, 4, 0.8255477103609429
2, 4, 1.692576583928875
9, 1, 0.9885815581127279
6, 3, -0.6662314258196377
10, 0, -0.7628944433447532
8, 2, 0.4334389755835552
3, 4, -0.001066319355659717
4, 4, -0.03076552361429175
10, 1, 0.2990004097893275
7, 3, 0.2236213779038134
9, 2, 0.6833620535709042
-2, 5, -0.7146739477106971
11, 0, 0.3992375058420666
-1, 5, -0.380905805817539
5, 4, 0.002315456868483204
0, 5, -0.04366515544098032
1, 5, -0.5902845299134069
8, 3, 0.831114792687365
11, 1, 0.2328920815018244
2, 5, 0.6659877631305697
10, 2, -0.6443520669607825
6, 4, -0.6398343097299024
12, 0, -0.406425358363212
3, 5, 0.7424259047382767
9, 3, -0.2068215700612245
7, 4, 0.4459488635270121
12, 1, 0.1198359066029749
4, 5, 0.3195397778493307
11, 2, -0.9142065739446245
13, 0, -1.499940025166263
-3, 6, 2.584536315530448e-15
-2, 6, -0.7762165157204325
10, 3, -0.05416598839702889
5, 5, 0.04500622752980905
-1, 6, 0.003025353344384708
8, 4, 0.3106096546030155
0, 6, -0.02984072570239336
13, 1, -0.1872042954963226
1, 6, 0.5033301233576499
12, 2, -0.4253180007232661
6, 5, 0.2140376733809916
14, 0, -0.5338325032379704
2, 6, 0.6522371351733441
9, 4, 1.379929073552057
11, 3, 0.8126224563221688
3, 6, -1.319085585075258
7, 5, -0.4105140138333727
14, 1, -0.3938684327894877
13, 2, -0.3592995689425063
10, 4, 0.3399559418989331
4, 6, 0.2943445285577382
15, 0, 0.5945509779079787
12, 3, -0.3377945258933587
8, 5, 0.3403194957391876
-3, 7, 0.5127864503848583
5, 6, -0.07305274495136241
-2, 7, -0.05411117419099783
-1, 7, -0.1470135904691372
14, 2, -1.48227063256066
15, 1, 0.09028306238488915
11, 4, 0.06123563004027605
0, 7, -0.01188713635236085
9, 5, 0.6606011376716011
6, 6, 0.07905790636091162
13, 3, 0.8995973462582906
1, 7, -1.116618962757941
16, 0, -1.245813475454233
2, 7, -0.4255629423737701
7, 6, -0.4929754291750512
12, 4, 0.09642411622558203
15, 2, 0.2722830079499551
10, 5, -0.4543842309206177
3, 7, 0.2440343863879545
16, 1, -0.3235509655513366
14, 3, 0.7988926971934237
17, 0, -1.035360385551774
4, 7, 0.133496915181981
8, 6, -0.9809392125421768
13, 4, -0.2708074575965871
11, 5, -0.3623917584731394
-4, 8, -4.914581185028652e-15
5, 7, 0.2555482130995437
-3, 8, 0.321561252827186
16, 2, 0.2062129580407558
-2, 8, 0.3270526078386539
17, 1, 0.5451113503188791
-1, 8, 0.8620010112596083
15, 3, 0.5021666560416722
9, 6, 0.4986458059331573
0, 8, -0.01804821560384796
