d = 19, symClass = C, r = 22.57576583919925, D = 16, Y = 0.1417098516286989
max of |f(z) - f(z^*)| for 100 points = 1.197886234649559e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 5.81849152192504e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 1.57519830512598e-12, 
confident_r = 22.57576584
1, 0, 1
2, 0, -0.04429531271487398
0, 1, 0.804436663683357
1, 1, -1.765807374896596
3, 0, -0.09560803505008786
2, 1, -1.550697385111154
4, 0, -0.9980379252756008
3, 1, 0.8682610388797563
-1, 2, -2.348896368468194e-15
0, 2, -0.0356327735829827
1, 2, 0.4119539743643157
5, 0, 0.6471183458746255
4, 1, 0.3528816541268461
2, 2, 0.07821698986370025
5, 1, -1.420480193368775
3, 2, 1.420480193372845
6, 0, 0.004234987814079758
-1, 3, -0.8218253583072698
4, 2, 0.0686886255991567
0, 3, -0.07691060872913141
6, 1, 1.395939414559338
7, 0, 3.118075685254048
1, 3, -2.118075685253963
5, 2, -1.247437830860762
2, 3, 1.247437830863231
7, 1, 1.051298491203159
3, 3, 0.1688253733723044
8, 0, 0.08850371471419165
6, 2, -0.038459894237306
4, 3, 0.009322843382722037
-2, 4, -1.553885926863859e-15
8, 1, 2.738232878873667
-1, 4, -2.738232878870358
0, 4, -0.8028582988367695
9, 0, -0.9908591036354558
7, 2, -1.624327844810378
5, 3, 0.6984610133203812
1, 4, -0.6984610133182352
2, 4, -0.0182476301130243
9, 1, 7.407382007363703e-12
6, 3, 0.1482591299327902
10, 0, -0.02866430949946083
8, 2, -0.01563100322000724
3, 4, -0.06770540299311997
4, 4, 1.76234272887221
10, 1, 0.3313908807315304
7, 3, -0.331390880739159
9, 2, -1.533181745788749
-2, 5, -1.533181745787516
11, 0, 2.404662380199122
-1, 5, 1.404662380196851
5, 4, 1.088307604204057
0, 5, -0.2838709405228579
1, 5, 0.6310787578806443
8, 3, 6.657350912826945e-12
11, 1, 0.7080015916861333
2, 5, -1.059486406776192
10, 2, 0.06292061437067623
6, 4, -0.06292061437164706
12, 0, 0.09542044493155674
3, 5, -0.03185832392286404
9, 3, -0.08301273182719623
7, 4, 0.9592560697732616
12, 1, -0.7274313660607941
4, 5, 0.7274313660544054
11, 2, 1.094337408897516
13, 0, 1.017196668683464
-3, 6, -3.758682439116648e-15
-2, 6, 0.03640301124536544
10, 3, -0.6231210273241575
5, 5, -1.142686347582806
-1, 6, -0.6231210273191233
