d = 19, symClass = C, r = 22.08352423657864, D = 16, Y = 0.1347837335209698
max of |f(z) - f(z^*)| for 100 points = 5.470290886933071e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 5.562217353372034e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 5.75775538358414e-13, 
confident_r = 22.08352423657864
1, 0, 1
2, 0, 0.350531471091237
0, 1, 0.3682758003642037
1, 1, 0.3208065143563189
3, 0, 0.5019963129056311
2, 1, 0.3183060705716291
4, 0, -0.8771276877745784
3, 1, 0.2373850048288474
-1, 2, 4.043382569643349e-15
0, 2, 0.1290922580689114
1, 2, -0.09146141837003925
5, 0, -0.1059506408352539
4, 1, 0.6227952288992895
2, 2, 0.1124527794123967
5, 1, 0.517660081934359
3, 2, 0.2813695302626877
6, 0, 0.1759655060452711
-1, 3, -1.154485005819127
4, 2, 0.1115762951752138
0, 3, 0.1848730939139478
6, 1, 0.2610446855998202
7, 0, -0.5577901758555847
1, 3, 0.236376184838404
5, 2, -0.2739055840516293
2, 3, -0.5083544298528375
7, 1, 0.4393813002508079
3, 3, 0.1610436873623468
8, 0, -0.6579923298214219
6, 2, 0.08321091495751164
4, 3, 0.6531901469597908
-2, 4, -9.776262682181031e-15
8, 1, 0.7489550979539734
-1, 4, 0.5447257759567363
0, 4, -0.3230249012363792
9, 0, -0.7479997018299087
7, 2, -0.02168281580091103
5, 3, -0.2005713030065578
1, 4, -0.3754176083023804
2, 4, -0.03206010552916122
9, 1, 0.4391280271656151
6, 3, 0.159788473803343
10, 0, -0.03713903399470377
8, 2, 0.2183093277749019
3, 4, 0.3736935594284491
4, 4, -0.2813882761606789
10, 1, 0.6579725575464876
7, 3, 0.7253386116522452
9, 2, 0.5524322522188263
-2, 5, -0.4001229402996814
11, 0, -0.5319461476178113
-1, 5, -0.2654163432587632
5, 4, 0.4197017657186675
0, 5, -0.4072948574151454
1, 5, 0.4115387141827596
8, 3, -0.7262182903965049
11, 1, 0.9288380617682013
2, 5, 0.4556416695355278
10, 2, 0.1814561500457876
6, 4, 0.09862887536313047
12, 0, -0.4403148652100705
3, 5, -0.02227014612138347
9, 3, 0.1191663971630232
7, 4, -0.1121226853332758
12, 1, -1.173183089401846
4, 5, -1.114500251750278
11, 2, -0.3927046188819501
13, 0, -0.9594665831371745
-3, 6, -1.942069711048543e-15
-2, 6, -0.4046833274423629
10, 3, 0.4940600364862516
5, 5, -0.03398965577957586
-1, 6, -0.09446650340578934
8, 4, -0.2791950676847058
0, 6, 0.06480383757521334
13, 1, -0.3907206533846806
1, 6, 0.5418428295830313
12, 2, 0.091504377663661
6, 5, 0.7468166582132006
14, 0, -0.1955230109015379
2, 6, 0.08285729180203352
9, 4, 0.5327456066875673
11, 3, 0.4918716394096185
3, 6, -0.04591329479477937
7, 5, 0.7109768164665884
14, 1, -0.4949137349982732
13, 2, 0.3554240440538921
10, 4, -0.09601252731810878
4, 6, -0.1781942261316754
15, 0, -0.05318683104762371
12, 3, 0.3126409086016912
8, 5, -0.7190539266702719
-3, 7, -0.7595676673419374
5, 6, 0.5235967262290373
-2, 7, 0.3313238451911534
-1, 7, -0.2018241293993145
14, 2, 0.1540169735469137
15, 1, 0.3433855334140685
11, 4, 0.169282276097983
0, 7, -0.2054206234485573
9, 5, -0.2182584283228568
6, 6, 0.05645088064095988
13, 3, 1.09072261992059
1, 7, 1.148948069301903
16, 0, 0.6464806684354536
2, 7, -1.453974005005127
7, 6, -0.6778766926401718
12, 4, -0.2082169603980312
15, 2, -0.0898479306317457
10, 5, -0.03372473215890073
3, 7, 0.4863269347951591
16, 1, -1.461125058497106
14, 3, 0.7155369470279574
17, 0, -0.2869780808878991
4, 7, -0.6003186380773201
8, 6, 0.2289637031157357
13, 4, -0.2550241340299006
11, 5, 0.4857084871564196
-4, 8, 2.772314605065088e-15
5, 7, -0.357697184195229
-3, 8, -0.6813241842219133
16, 2, 0.2625323322672179
-2, 8, 0.1909435275877221
17, 1, 1.005306335302549
-1, 8, 0.2181710184300518
15, 3, 0.2598634524699331
9, 6, 0.1412464667545852
0, 8, -0.242322651898304
6, 7, 0.5235021031416911
18, 0, -0.262197435858169
12, 5, -0.6231776532011251
1, 8, 0.7906673245568198
14, 4, -0.007600509319930253
10, 6, -0.07030655390096416
2, 8, -0.1315956865114334
17, 2, -0.02728068218931588
7, 7, -0.4997492364146138
18, 1, -0.2500833442355275
16, 3, -0.8828601331129272
3, 8, -0.2782620533921784
13, 5, -0.08186303540237043
19, 0, 0.2017747520592298
15, 4, 0.3056072570232818
8, 7, -0.1755009912975572
11, 6, 0.9426560563236762
4, 8, 0.08022334241647881
18, 2, 0.1539281933601663
19, 1, 0.2023002549933855
17, 3, -0.1989183872463715
5, 8, 0.52846708038922
-4, 9, -0.02317699587990621
-3, 9, -0.5795472162251071
9, 7, 1.431974841736441
14, 5, 0.8028387458993564
-2, 9, 0.8462618843835386
12, 6, 0.05601088878576307
