d = 19, symClass = C, r = 16.32396225079474, D = 16, Y = 0.1169296678943251
max of |f(z) - f(z^*)| for 100 points = 2.034450385934861e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 6.175948641384821e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -4.031996958531181e-12, 
confident_r = 16.3239622507947
1, 0, 1
2, 0, 1.993039358119418
0, 1, 0.9942999472240223
1, 1, -0.4775423577888979
3, 0, 1.667368810619011
2, 1, 0.233236723784831
4, 0, 2.972205883000374
3, 1, 0.6137223474339562
-1, 2, -1.755461838777378e-15
0, 2, 1.98167892858736
1, 2, -0.294543072471571
5, 0, 0.9886323850491028
4, 1, 0.01136761495068572
2, 2, -0.9517607142383864
5, 1, -0.4748203411455609
3, 2, 0.4748203411408259
6, 0, 3.323131664058433
-1, 3, 0.8008983874775767
4, 2, 0.4648499702522798
0, 3, 1.65786472039959
6, 1, 0.3774038613661428
7, 0, 0.2280467034898239
1, 3, 0.7719532965272944
5, 2, 0.2319072621478489
2, 3, -0.2319072621460256
7, 1, 0.8684694994972207
3, 3, -0.796239233124165
8, 0, 3.930683947109197
6, 2, 1.223172793389321
4, 3, -0.6189518193440858
-2, 4, -5.672665111823039e-15
8, 1, -0.1113804149997438
-1, 4, 0.111380414992778
0, 4, 2.955264152595893
9, 0, 1.780118750623856
7, 2, -1.285039423867665
5, 3, 0.6102240976626909
1, 4, -0.6102240976604832
2, 4, -0.5870359360982353
9, 1, -1.1374780162301e-12
6, 3, 0.3888916387281663
10, 0, 1.970383254107354
8, 2, 0.0226561040058262
3, 4, -0.3370852659976153
4, 4, -1.419354205191977
10, 1, -0.2928641614149289
7, 3, 0.2928641614187956
9, 2, -0.2930784168231402
-2, 5, -0.2930784168164646
11, 0, 0.05439936931775691
-1, 5, -0.9456006306856476
5, 4, 1.005602766171354
0, 5, -0.01130281894833846
1, 5, -0.9913898031759281
8, 3, 5.620760209122973e-12
11, 1, -1.375997014191877
2, 5, -0.734409711243501
10, 2, -0.9463356279332001
6, 4, 0.946335627932437
12, 0, 4.95576338803236
3, 5, 1.610150204465258
9, 3, 1.023301500491369
7, 4, -1.321635538046748
12, 1, 0.1406567932952691
4, 5, -0.1406567933026525
11, 2, 0.6392134051938919
13, 0, 1.776729531563866
-3, 6, -7.29946774127125e-15
-2, 6, 1.596222008099258
10, 3, -0.00542851764814024
5, 5, -0.4721138401408679
-1, 6, -0.005428517644906056
8, 4, 0.6932275625499141
0, 6, 3.304189638186116
13, 1, 0.1431425896280091
1, 6, 0.1431425896248996
12, 2, 0.7521807496086166
6, 5, -0.06093680855682845
14, 0, 0.4545060555240531
2, 6, 1.538533302591145
9, 4, -1.337150878511376
11, 3, 1.788325726877134
3, 6, -0.4911119324284846
7, 5, -3.048835694248011e-12
14, 1, 0.7963332243852597
13, 2, -0.7963332243953148
10, 4, 0.4622003008902866
4, 6, -0.4622003008933663
15, 0, 1.648414803998858
12, 3, 0.01895400662288432
8, 5, -0.6587346682338562
-3, 7, 0.1643510896947168
5, 6, 0.3752526394354134
-2, 7, -0.375252639438395
-1, 7, -1.048896912304945
14, 2, 1.730893893816839
15, 1, 0.7675531219922715
11, 4, -0.7675531219928636
0, 7, 0.2267468252350099
9, 5, -1.407899633813098
6, 6, -1.586936130088106
13, 3, -0.06869826123598294
1, 7, 0.06869826123924529
16, 0, 4.861801927894587
2, 7, 1.307697372769092
7, 6, 0.7161582901286019
12, 4, 1.824109171561727
15, 2, 0.002651345270808695
10, 5, 0.230585378511289
3, 7, 0.002651345272943378
16, 1, 0.4200719845593563
14, 3, -0.3691237414217078
17, 0, 0.3766551197381329
4, 7, -0.6233448802644328
8, 6, -1.233595336735051
13, 4, -0.3824629043062028
11, 5, 0.3824629043063218
-4, 8, -1.531733231608393e-14
5, 7, 0.8635191775128034
-3, 8, -0.8635191775113884
16, 2, -0.2219855508141447
-2, 8, 0.2219855508104761
17, 1, 0.01943028212460694
-1, 8, 0.7727817006683305
15, 3, -0.7917006274753109
9, 6, 0.7917006274701031
0, 8, 3.908278841197501
6, 7, -1.389379459491729e-11
18, 0, 3.547846732104886
12, 5, -0.1802263297889143
1, 8, -0.180226329803217
14, 4, -2.561134148494508
10, 6, 1.216200643906341
2, 8, -1.216200643907205
17, 2, -0.8461827551033059
7, 7, 0.3686403973241577
18, 1, -1.381901607388427
16, 3, -0.6665858843791156
3, 8, -1.001159596494007
13, 5, -1.08162218582645
19, 0, 1.000000000007574
15, 4, -0.6154237613108713
8, 7, 0.6154237613090641
11, 6, 1.296656253916262
4, 8, -0.8754426527993442
18, 2, 1.581844439772544e-13
19, 1, 0.110745540754573
17, 3, -0.11074554074905
5, 8, -0.1107455407519663
-4, 9, 0.1107455407554539
-3, 9, 1.33539299175531
9, 7, -1.749606183305119
14, 5, -0.1807676658571223
-2, 9, 0.180767665859264
12, 6, 0.7750763420177632
-1, 9, -0.495250572246347
20, 0, 2.938418990957005
16, 4, 0.03378689203994999
6, 8, -0.67182420217292
0, 9, 1.769971979795206
10, 7, -1.277714631328955
1, 9, 1.277714631328651
19, 2, 0.1490374577355477
18, 3, 0.6292714274480955
20, 1, 0.006976559335356783
15, 5, 0.6067457881006045
7, 8, 0.006976559331891057
13, 6, -0.4147309724508476
2, 9, -0.4147309724574849
17, 4, -1.861041970838915e-12
21, 0, 0.3802379607528609
3, 9, 1.287130849876574
11, 7, 1.291820071003908
8, 8, -1.87706807981696
4, 9, 1.422833637180008
20, 2, -0.5836898002826325
14, 6, 0.5836898002822063
16, 5, 0.4463391221314399
19, 3, -1.274972824222781
21, 1, -1.873043877534802
12, 7, 0.1867989159776342
9, 8, -0.1867989159814545
5, 9, 6.111237323478304e-13
-5, 10, 1.62125741402016e-14
18, 4, -0.5841168197395828
-4, 10, -0.5841168197423381
-3, 10, -1.239474920373244
22, 0, 0.1084200841108371
-2, 10, -1.884619274009036
-1, 10, 0.7897449664761769
