d = 19, symClass = C, r = 24.13975778294379, D = 16, Y = 0.1288971566154768
max of |f(z) - f(z^*)| for 100 points = 1.518563053082289e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 7.51843032276156e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -4.39648317751562e-14, 
confident_r = 24.139757783
1, 0, 1
2, 0, 1.489586153245475
0, 1, -1.710064437926089
1, 1, -1.516338070696226
3, 0, 1.46860254217042
2, 1, 0.4629873681322347
4, 0, 1.218866907940293
3, 1, -1.368275724283764
-1, 2, 2.061411374254119e-14
0, 2, -2.54728830789296
1, 2, -0.8655055015030172
5, 0, 2.924320381864266
4, 1, -1.924320381863617
2, 2, -2.258716193748012
5, 1, 2.593035810574411
3, 2, -2.593035810574236
6, 0, 2.187610011437234
-1, 3, -0.2022560225441317
4, 2, 0.6896595726983021
0, 3, -2.511404980811561
6, 1, -0.5625233194127565
7, 0, 2.299281144645284
1, 3, -1.299281144645621
5, 2, -0.7917382334554297
2, 3, 0.7917382334549995
7, 1, -1.102587421705062
3, 3, -2.226897945411192
8, 0, 0.3260211154727494
6, 2, -2.038164572714384
4, 3, 1.709862964283055
-2, 4, -9.019059822880164e-15
8, 1, -0.7020453725538099
-1, 4, 0.7020453725530381
0, 4, -2.084340953836146
9, 0, 1.156793426866892
7, 2, 0.1592724821613122
5, 3, 2.339839657377305
1, 4, -2.339839657376884
2, 4, -1.289245010596894
9, 1, 3.344446320103134e-14
6, 3, 0.6799444258309474
10, 0, 4.356027148478494
8, 2, -2.866440995232233
3, 4, -0.2528159859023108
4, 4, -1.84821429562398
10, 1, 1.480070178951995
7, 3, -1.480070178952215
9, 2, 2.074768571941613
-2, 5, 2.074768571942159
11, 0, 0.2143573030537812
-1, 5, -0.7856426969471312
5, 4, 1.580647414280031
0, 5, -3.290711852206723
1, 5, 0.6298174643896023
8, 3, 3.859845019742631e-13
11, 1, -1.617052506127589
2, 5, 1.421063753596323
10, 2, 3.862550238302457
6, 4, -3.862550238301353
12, 0, 1.79003103956787
3, 5, -0.3630522621513492
9, 3, -2.009453207070631
7, 4, -1.502076441438214
12, 1, 1.312398942328555
4, 5, -1.31239894232858
11, 2, -1.288588254657321
13, 0, 1.605287120336136
-3, 6, 6.591282800569181e-15
-2, 6, -0.3012777705918395
