d = 19, symClass = C, r = 9.555153348184987, D = 16, Y = 0.08378372838278599
max of |f(z) - f(z^*)| for 100 points = 3.150812943886194e-13; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 5.750955267558311e-14, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 2.287059430727822e-14, 
confident_r = 9.555153348199999
1, 0, 1
2, 0, 1.997673092215532
0, 1, -0.8972574773655611
1, 1, -0.5371195086999797
3, 0, 1.143840521030314
2, 1, 0.7387953129298546
4, 0, 2.990697783362081
3, 1, -0.2128322107528172
-1, 2, -2.104199617050956e-14
0, 2, -1.792427119322426
1, 2, -0.3704054769452932
5, 0, 0.8050709806884235
4, 1, 0.194929019311556
2, 2, -1.072989189833999
5, 1, 0.4819344954199469
3, 2, -0.481934495419986
6, 0, 2.285019430648109
-1, 3, 1.168353308976734
4, 2, 1.47587151729495
0, 3, -1.026319460408191
6, 1, -1.942635925387548
7, 0, 0.2884973666261096
1, 3, 0.711502633373863
5, 2, -0.6628896187689296
2, 3, 0.6628896187689688
7, 1, 0.9576343423067915
3, 3, -0.6143790586869523
8, 0, 3.976763396555645
6, 2, -0.4251691805776821
4, 3, 1.539844251289413
-2, 4, -6.093302125326297e-15
8, 1, -0.3968213755106795
-1, 4, 0.3968213755106205
0, 4, -2.683425948662191
9, 0, 0.3083711375509622
7, 2, 0.3047340998469009
5, 3, 0.1909652925222485
1, 4, -0.1909652925222753
2, 4, -0.7399490545028621
9, 1, 6.909089953006767e-15
6, 3, 0.8450640156764476
10, 0, 1.608268635444868
8, 2, 0.3894044567706823
3, 4, 0.8901365149281014
4, 4, -1.606362124069596
10, 1, 0.3323490838463363
7, 3, -0.3323490838463136
9, 2, 0.114316332475085
-2, 5, 0.1143163324750979
11, 0, 0.5458185144071082
-1, 5, -0.454181485592874
5, 4, -1.072158997498415
0, 5, 0.1749015201328381
1, 5, 1.492979897076994
8, 3, 2.649724677473961e-14
11, 1, 0.2098310631682887
2, 5, 1.38786072893517
10, 2, 0.9627475737110637
6, 4, -0.9627475737109654
12, 0, 3.420881310765767
3, 5, -0.003951032145609406
9, 3, -0.2434461068396114
7, 4, -0.1970282923343237
12, 1, 0.1989520077966259
4, 5, -0.1989520077966243
11, 2, 0.7581867563479997
13, 0, 1.415674671489772
-3, 6, 6.067857103038084e-15
-2, 6, 2.333987967543881
10, 3, -0.1047001790840008
5, 5, -0.432419329615981
-1, 6, -0.1047001790839989
8, 4, 2.209513504737623
0, 6, -2.050250770074634
13, 1, -0.1572394397446831
1, 6, -0.1572394397447052
12, 2, -3.880751516118016
6, 5, 0.3548772389020052
14, 0, 0.5763234264840607
2, 6, 1.421349665731504
9, 4, -0.4673584073420751
11, 3, -0.5606688253561669
3, 6, -0.423684793741563
7, 5, 5.853913029400708e-15
14, 1, -1.04831374268419
13, 2, 1.048313742684184
10, 4, -1.324236754523784
4, 6, 1.324236754523742
15, 0, 0.9208728100170257
12, 3, 0.2229677110132573
8, 5, -1.505296330359541
-3, 7, -0.6886075158535134
5, 6, 1.743044609853016
-2, 7, -1.743044609852973
-1, 7, 0.0828391251936722
14, 2, 1.913040357807864
15, 1, -0.6384010579600126
11, 4, 0.6384010579600081
0, 7, -0.25885641940556
9, 5, -1.858127082694156
6, 6, -1.227328513959655
