d = 19, symClass = C, r = 18.73669461521933, D = 16, Y = 0.1301634903943524
max of |f(z) - f(z^*)| for 100 points = 1.338484878488089e-11; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = 3.748584775919994e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -4.172662215751188e-12, 
confident_r = 18.7366946152
1, 0, 1
2, 0, 1.585074214024572
0, 1, 0.1536358022690959
1, 1, -1.830954482764301
3, 0, 1.997739817661314
2, 1, 0.8920539269008417
4, 0, 1.512460263963267
3, 1, -0.2405577693545145
-1, 2, -4.00171842657601e-14
0, 2, 0.2435241485239732
1, 2, 0.2595044291040319
5, 0, 0.02360395973713277
4, 1, 0.9763960402629599
2, 2, -2.90219873767822
5, 1, -0.2813001608733242
3, 2, 0.2813001608734639
6, 0, 3.166565871304133
-1, 3, -0.8951789348458924
4, 2, 1.413971677050211
0, 3, 0.3069243596105404
6, 1, -0.9500852618663652
7, 0, 3.352394317948803
1, 3, -2.352394317948531
5, 2, 0.1370514207266477
2, 3, -0.1370514207263109
7, 1, 0.05542560975030093
3, 3, -3.657770674542812
8, 0, 0.8122875501166384
6, 2, -0.3813019171858403
4, 3, -0.4275696637576542
-2, 4, 2.667209124020678e-14
8, 1, -1.633310136326687
-1, 4, 1.633310136326648
0, 4, 0.2323680460503753
9, 0, 2.990964379069216
7, 2, 0.808603162500284
5, 3, -0.0369582858846058
1, 4, 0.03695828588470777
2, 4, 0.411333779000063
9, 1, 5.038456210939776e-14
6, 3, 1.782091649271283
10, 0, 0.03741402793032763
8, 2, 1.547660186093918
3, 4, 1.680765401704326
4, 4, -2.769245900301082
10, 1, 0.0398691711589686
7, 3, -0.0398691711592754
9, 2, 0.4404503261607431
-2, 5, 0.4404503261608258
11, 0, 0.795760208499517
-1, 5, -0.2042397915006565
5, 4, 0.303645191244179
0, 5, -0.150009388975255
1, 5, 1.344563234591438
8, 3, -5.103275727176255e-14
11, 1, 0.8082856904949939
2, 5, 0.642400268831482
10, 2, -0.4458816314030066
6, 4, 0.4458816314033331
12, 0, 3.02150209194954
3, 5, -0.2755046403368011
9, 3, -0.4805718342868074
7, 4, 0.5131702080956598
12, 1, -0.4751407977678361
4, 5, 0.4751407977677742
11, 2, 1.701587857578267
13, 0, -0.01098075480669617
-3, 6, 1.3724374585942e-14
-2, 6, -1.41892504656247
10, 3, -1.787736706868806
5, 5, -0.04321777589545189
-1, 6, -1.787736706868905
8, 4, 1.349196117750001
0, 6, 0.4864978880688835
13, 1, -0.2145905027993381
1, 6, -0.214590502799407
12, 2, -1.505955649703591
6, 5, -1.135975650428267
14, 0, 5.31379378861977
2, 6, -3.72871957459492
9, 4, -1.482712369025348
11, 3, -0.5280540925981267
3, 6, 0.5184223308814127
7, 5, 2.599611847617053e-13
14, 1, -0.137531533828491
13, 2, 0.1375315338280576
