d = 19, symClass = C, r = 17.27514606150105, D = 16, Y = 0.1246885637830822
max of |f(z) - f(z^*)| for 100 points = 2.310873714606032e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -5.517808432387028e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -6.580291866953303e-13, 
confident_r = 17.275146061501
1, 0, 1
2, 0, -1.074386609419772
0, 1, 0.8700542125826267
1, 1, 0.5284845219572631
3, 0, 0.7464266481055944
2, 1, 0.02089363755454189
4, 0, 0.1543065864974785
3, 1, -0.275302366249597
-1, 2, -2.142929954430479e-15
0, 2, -0.9347745954674865
1, 2, 0.3698297076696149
5, 0, -0.389987656789993
4, 1, -0.9039763224512227
2, 2, -0.5677966936758352
5, 1, -0.7004955819362825
3, 2, -1.620115951161294
6, 0, -0.8019507956356643
-1, 3, 1.068794605953408
4, 2, -0.02244784441061649
0, 3, 0.6494316495682781
6, 1, 0.4869927609804816
7, 0, -0.8944884275650127
1, 3, -0.4530802074595238
5, 2, -0.9068828871851851
2, 3, -0.9432400819286322
7, 1, -0.9425631952237028
3, 3, 0.3944749303003401
8, 0, 0.9086016791421097
6, 2, 0.2957811758400804
4, 3, 0.05232500040343357
-2, 4, -1.86803572579382e-14
8, 1, -0.9247653848441719
-1, 4, -0.9468493129567631
0, 4, 0.1342550956107906
9, 0, -0.4428472590016705
7, 2, -1.285940581003121
5, 3, -0.867326362977292
1, 4, -0.3882703959982294
2, 4, -0.3973400856845693
9, 1, 0.8447005975820936
6, 3, 0.01559556784559586
10, 0, 0.4189975162928576
8, 2, 0.9712200560723864
3, 4, 1.259577059628304
4, 4, 0.08154864259979115
10, 1, 1.910501403699562
7, 3, 1.266957613510396
9, 2, -0.7805841625088564
-2, 5, 0.4895980836662552
11, 0, -0.7456420848273131
-1, 5, -0.2534848269947807
5, 4, -1.912327218490626
0, 5, -1.209364616225784
1, 5, 0.5179525193775077
8, 3, 0.8545129594454081
11, 1, -0.3229670447680503
2, 5, 0.04695391876871316
10, 2, 0.752603073188627
6, 4, 1.740630883632834
12, 0, 0.1151785481395313
3, 5, -0.4377599537710591
9, 3, -0.2054930224551602
7, 4, -1.063579964043464
12, 1, 1.802634068179071
4, 5, 1.411735515654122
11, 2, -0.9870770274592634
13, 0, 0.1111128177314943
-3, 6, 1.028854095486628e-14
-2, 6, -1.148298612853963
10, 3, -2.496795334767944
5, 5, -0.2061024403666171
-1, 6, 1.541320345505323
8, 4, 0.003224025891004486
0, 6, -0.6977406680269369
13, 1, -0.5120826869834747
1, 6, 0.5005785512675247
12, 2, -0.5232185012818213
6, 5, 0.831241933439496
14, 0, 0.9610263888550091
2, 6, 0.4867833078861259
9, 4, 0.3596546765787481
11, 3, 0.1789251100011451
3, 6, 0.276050749064772
7, 5, 0.6812661365877108
14, 1, 0.6171599294669828
13, 2, -1.242658569123028
10, 4, 0.9743428303014975
4, 6, 1.013404513489838
15, 0, -0.2910971794599165
12, 3, -0.6747520163318663
8, 5, 0.04658486798342912
-3, 7, 0.1973414699094013
5, 6, 1.652538381638066
-2, 7, 0.8051181752596266
-1, 7, -0.4082167852903016
14, 2, 1.012677275478276
15, 1, -1.62061161985377
11, 4, -0.8322029335783593
0, 7, -0.7782534245074485
9, 5, 0.388149134113914
6, 6, -0.4238185828652911
13, 3, 1.289065845659136
1, 7, 1.273611669919971
16, 0, -1.130496063861301
2, 7, 0.1856582309254905
7, 6, -0.5748012946516238
12, 4, -0.04248096839066503
15, 2, -1.628594636710298
10, 5, -0.00814826075320701
3, 7, 1.590819929433003
16, 1, -0.6133840985222316
14, 3, 0.1593390643284288
17, 0, -0.2678328391253899
4, 7, -0.5805843751500226
8, 6, -0.05621727977005698
13, 4, 0.2484590720935167
11, 5, -0.8812237407012294
-4, 8, -3.748498766065838e-15
5, 7, -1.289271858451936
-3, 8, 0.3508902988043376
16, 2, 0.993555546330023
-2, 8, 1.01728222297647
17, 1, 0.5520885348135993
-1, 8, 0.3418091900452448
15, 3, -0.5228685692368266
9, 6, -1.209297718965141
0, 8, 0.7905327184969713
6, 7, 0.4623452426568228
18, 0, 0.4757891650874703
12, 5, 1.500470949330248
1, 8, -0.9857346763634669
14, 4, 1.381597340739631
10, 6, 0.9318438303781578
2, 8, 0.4171525142919323
17, 2, -0.9516150427341715
7, 7, -1.001207810995458
18, 1, 0.9361846995737428
16, 3, 0.5380568104174426
3, 8, 0.3260234857742418
13, 5, -0.3960012134551852
19, 0, 0.3779160387766835
15, 4, -0.169889884774289
8, 7, -0.2609410588234655
11, 6, -0.1694318591600017
4, 8, 0.05706715977533899
18, 2, -0.9075350110093378
19, 1, -1.336933918001463
17, 3, 0.3106865488302544
5, 8, -0.3399583504277897
-4, 9, 1.269233687042016
-3, 9, 0.7977767752329379
9, 7, 0.9539162977476604
14, 5, 0.7677730382403044
-2, 9, 0.9714030255022753
12, 6, -0.01675566926024157
-1, 9, 0.2416717494528423
20, 0, -0.06017766409494706
16, 4, -0.1394895005916022
6, 8, -1.353272726394987
0, 9, -0.3853011232234285
10, 7, -0.8388876375325403
1, 9, 1.398788401730091
19, 2, 0.9074297279408438
18, 3, 0.3635043742308158
20, 1, -0.8435704288463016
15, 5, 0.107364524722869
7, 8, 1.34130407005492
13, 6, -0.9727711371539017
2, 9, -0.02348898212883939
17, 4, -1.170027757591852
21, 0, -0.6676699987551434
3, 9, -0.3381911405754593
11, 7, 0.5920093300611756
8, 8, 0.4801819240508579
4, 9, 0.306452967478812
20, 2, -2.052617125408803
14, 6, -1.361202294655842
16, 5, 0.1438787140782032
19, 3, -0.5139730030462
21, 1, -1.302367912734417
12, 7, -0.2299069117973944
9, 8, -0.2745689260311974
5, 9, 1.469870626593081
-5, 10, 9.926497551246353e-17
18, 4, 0.8386491717236935
-4, 10, -0.5260176250878488
-3, 10, 0.03445557938155949
22, 0, 0.8011078713600961
-2, 10, 0.2723407038112949
-1, 10, 0.009149924455083738
15, 6, -0.6769215537025881
6, 9, -0.7040595327113328
17, 5, 0.400622670366158
10, 8, 2.054578756370361
0, 10, 1.299325149577286
21, 2, 0.2066143198334625
20, 3, 1.019899754177588
13, 7, -1.17190089942535
22, 1, -0.190264866628154
1, 10, -0.2455707722813427
19, 4, 1.001247030287722
7, 9, -0.98089692980198
2, 10, -0.5564812511329962
23, 0, -2.06383722128776
