d = 19, symClass = C, r = 17.2837348621387, D = 16, Y = 0.1230226549008511
max of |f(z) - f(z^*)| for 100 points = 7.247313860148097e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -2.013167410552796e-12, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = -7.115419364822628e-13, 
confident_r = 17.28373486214
1, 0, 1
2, 0, 0.9478498561954972
0, 1, 0.763995266697425
1, 1, 0.3404790174836325
3, 0, -1.393264788965556
2, 1, -0.1946526173966195
4, 0, -0.1015806501064589
3, 1, -0.4420971178502124
-1, 2, 3.335415525313045e-15
0, 2, 0.7241528036752081
1, 2, -0.4821285306821156
5, 0, 0.4177865222930863
4, 1, 0.2504089872162645
2, 2, 0.3227229877601567
5, 1, 0.2366570313897428
3, 2, -0.2835916841476621
6, 0, -1.320605829867868
-1, 3, -0.4778782418851168
4, 2, -0.1845014554096352
0, 3, -1.064447704028766
6, 1, 0.7618826237132523
7, 0, 0.1126064438408322
1, 3, 0.8807545211461992
5, 2, 0.5114117575606033
2, 3, 0.8088391142474651
7, 1, 0.6173420356232664
3, 3, -0.4743774264430963
8, 0, -1.044133060791657
6, 2, -0.4190416895788777
4, 3, -0.900420593095878
-2, 4, 1.041859599996644e-14
8, 1, 0.02710141661163575
-1, 4, 0.1596516804587014
0, 4, -0.07760713586836673
9, 0, 0.9411867721773837
7, 2, -1.516582090375016
5, 3, -0.1599587605884303
1, 4, 0.5155614503279128
2, 4, -0.4569854584752985
9, 1, -0.1481948121695504
6, 3, 0.2712026379016082
10, 0, 0.3959988950754048
8, 2, 0.2373501225254273
3, 4, 0.1032580121057501
4, 4, -0.03458607994373503
10, 1, -0.7676364945248259
7, 3, -0.03094866376461364
9, 2, -0.125374305750553
-2, 5, -0.1756752788855006
11, 0, -2.588751067864713
-1, 5, 1.664530350786913
5, 4, 0.7018094874666601
0, 5, -0.4448083411772003
1, 5, 0.02297209289293023
8, 3, -0.02096256153488306
11, 1, -0.6560576185456795
2, 5, -0.3148884524027059
10, 2, 0.2243153331704668
6, 4, -0.2688023370358016
12, 0, 0.1415287430336135
3, 5, -0.780569691343205
9, 3, 0.6159583476038933
7, 4, 0.4078928219414609
12, 1, -0.2206356759224884
4, 5, 0.1076736209308301
11, 2, -0.489604662447865
13, 0, -1.060876310213521
-3, 6, -4.04885364929955e-16
-2, 6, -0.4529568228525817
10, 3, 0.04940115338594812
5, 5, 0.1422475446271616
-1, 6, 0.1211168584886869
8, 4, 0.0197729394193101
0, 6, -1.008936603192435
13, 1, -0.6214166210196082
1, 6, 0.7935273432855496
12, 2, 0.7221503353257517
6, 5, 1.102656155647697
14, 0, 0.1067340016015857
2, 6, 0.8348230462140819
9, 4, -1.08315386294204
11, 3, -0.2206960541044067
3, 6, 0.6717327055551118
7, 5, 0.5896675167839645
14, 1, -0.3204769904240923
13, 2, 0.4097164392943053
10, 4, 0.4847415608651777
4, 6, 0.7666580381248611
15, 0, -0.5820872508126941
12, 3, -0.3488860247326358
8, 5, -0.6591629696694097
-3, 7, -0.007212957297840131
5, 6, 1.038256041222676
-2, 7, -0.1258933953724468
-1, 7, 1.134348349764349
14, 2, 0.5851475596908494
15, 1, 0.6569120208227993
11, 4, -0.6888725497363266
