d = 19, symClass = C, r = 14.9687060609957, D = 16, Y = 0.112239350208886
max of |f(z) - f(z^*)| for 100 points = 1.408928529400555e-12; a(2 + 0*theta)*a(0 + 1*theta) - a(0 + 2*theta) = -2.481348460037225e-13, a(2 + 0*theta)*a(1 + 1*theta) - a(2 + 2*theta) = 3.83026943495679e-13, 
confident_r = 14.96870606
1, 0, 1
2, 0, 1.343055825810128
0, 1, -0.3786912394783125
1, 1, -1.478018996770055
3, 0, -0.3813778610472939
2, 1, -0.1244115286805479
4, 0, 0.8037989512430076
3, 1, -1.519040050236017
-1, 2, 2.047211899868241e-14
0, 2, -0.5086034753643577
1, 2, -1.788550332861774
5, 0, 0.1434070548569983
4, 1, 0.8565929451427006
2, 2, -1.985062024270447
5, 1, 0.5597128458592732
3, 2, -0.5597128458593816
6, 0, -0.5122117581147219
-1, 3, 0.9981820313674447
4, 2, -0.1670916283922687
0, 3, 0.1444244549092832
6, 1, -0.7512370482309777
7, 0, 2.184540154813492
1, 3, -1.184540154813605
5, 2, 0.04711355600141948
2, 3, -0.04711355600125889
7, 1, -0.8043299901858751
3, 3, 0.5636837235756634
8, 0, -0.2635089615631452
6, 2, -2.040155589108642
4, 3, -1.555089230682398
-2, 4, 6.42417691269208e-15
8, 1, 0.1838826028070448
-1, 4, -0.1838826028069638
0, 4, -0.3043916211371243
9, 0, -0.8545509271029236
7, 2, -1.226799410298345
5, 3, 0.5752471594406199
1, 4, -0.575247159440624
2, 4, -2.402122944305034
9, 1, -3.856423888607751e-14
6, 3, 0.04744780269768604
10, 0, 0.1926036804884188
8, 2, 1.150452145321521
3, 4, 0.455939387316093
4, 4, -1.188030119521262
10, 1, 0.6773083424203957
7, 3, -0.6773083424201636
9, 2, 2.245170051103654
-2, 5, 2.245170051103593
11, 0, 0.01547822846847034
-1, 5, -0.9845217715314121
5, 4, -0.7030754836019911
0, 5, 0.3243842441239003
1, 5, 1.598619636174841
8, 3, -2.975395657064625e-14
11, 1, -1.453092018142521
2, 5, -1.077711242146777
10, 2, 0.7517255984118241
6, 4, -0.7517255984119271
12, 0, -0.3065511247369131
3, 5, 0.4674997108574662
9, 3, 0.5793282452041979
7, 4, 0.8860061007568053
12, 1, 2.643511368649651
4, 5, -2.64351136864921
11, 2, 0.4351532618290606
13, 0, 1.710923719330501
-3, 6, -1.394986481479395e-14
-2, 6, 1.340614192447537
10, 3, -1.266060645420493
5, 5, -0.2119583513495757
-1, 6, -1.266060645420579
8, 4, -0.1000018562759895
0, 6, 0.1939701055556162
13, 1, 0.188986094776695
1, 6, 0.1889860947766415
12, 2, -1.008953294191285
6, 5, -0.1796571501922102
14, 0, 2.933959381639102
2, 6, -1.590903555828958
9, 4, -0.8255555651535689
11, 3, 0.4881327119901854
3, 6, 0.6821135003221735
7, 5, 1.397852053280554e-14
14, 1, -0.3780027906833175
13, 2, 0.3780027906835002
10, 4, 0.06327613586226553
4, 6, -0.06327613586216375
15, 0, -0.05469227584093637
12, 3, -0.3266855852062729
8, 5, 0.4589647771187737
-3, 7, -1.229774961397079
5, 6, 0.2844868889362296
-2, 7, -0.2844868889362868
-1, 7, 0.8545615850021638
14, 2, -1.080260079193517
15, 1, 0.4485749794380694
11, 4, -0.448574979438243
0, 7, -0.8272662189164262
9, 5, 1.200819053142029
6, 6, 0.7570587088618577
13, 3, 0.2225162810340167
1, 7, -0.2225162810351463
16, 0, -1.157706197223533
2, 7, 1.719965682473219
7, 6, -0.6967257582464244
12, 4, -1.221002799275717
15, 2, -0.106570037762216
10, 5, -0.01784149091826897
3, 7, -0.1065700377622292
16, 1, -0.8635399824892863
14, 3, -0.1780831075268073
17, 0, 2.307482674220985
4, 7, 1.307482674221096
8, 6, -2.088571650922769
13, 4, -1.475332004595967
11, 5, 1.475332004596089
-4, 8, 4.877107619518345e-15
5, 7, 0.30459272093317
-3, 8, -0.3045927209329671
16, 2, 0.24696460096505
-2, 8, -0.2469646009650345
17, 1, -0.5838509047112962
-1, 8, -0.6454389040344932
15, 3, -0.2134620879540006
9, 6, 0.2134620879539759
0, 8, 0.0997885352680352
6, 7, -6.197146805995584e-15
18, 0, -1.147709601097455
12, 5, 1.11034262836302
1, 8, 1.110342628363033
14, 4, -1.647660095101861
10, 6, 0.7725890487676229
2, 8, -0.7725890487676464
17, 2, 0.2727538544815167
